AffidavitID,County,CDSCode,School ,Street,City,State,Zip,Telephone,Email ,PublicDistrict,SiteAdministratorSalutation,SiteAdministratorFirstName,SiteAdministratorLastName,SiteAdministratorTitle,SiteAdministratorEmail,Total Enrollment,Religious Classification,Religious Denomination
121477,Orange,30664646204358,Saddleback Valley Christian,26333 Oso Road,San Juan Capistrano,CA,92675,949-443-4050,lori@svcschools.org,Capistrano Unified,Mr.,Edward,Carney,Administrator,ed@svcschools.org,868,Religious,Not affiliated with any denomination
129051,Orange,30665977101041,Sage Hill,20402 Newport Coast Drive,Newport Coast,CA,92657,949-219-0100,murphyb@sagehillschool.org,Newport-Mesa Unified,Mr.,Gordon,McNeill,Head of School,mcneillg@sagehillschool.org,466,Non-religious,
122369,Orange,30666136965172,Saint Bonaventure School,16377 Bradbury Lane,Huntington Beach,CA,92647,714-846-2472,principal@sbonaventureschool.org,Ocean View Elementary,Mrs.,Judy,Luttrell,Principal,principal@stbonaventureschool.org,610,Religious,Roman Catholic
120215,Orange,30736436965271,Saint Jeanne de Lestonnac School,16791 East Main,Tustin,CA,92780,714-542-4271,srsharon@sjdlschool.com,Tustin Unified,Sr.,Sharon Maria,Lamprecht ODN,Principal,srsharon@sjdlschool.com,369,Religious,Roman Catholic
119274,Orange,30736356937452,Saint Michael's Prep School,19292 El Toro Road,Silverado,CA,92676,949-858-0222,Admissions@stmichaelsprep.org,Saddleback Valley Unified,Fr.,Victor,Szczurek,Headmaster,frvictor@stmichaelsabbey.com,66,Religious,Roman Catholic
119405,Orange,30666476201180,Saints of Glory,1210 West Park Avenue,Anaheim,CA,92806,714-875-9387,sgsmrt@att.net,Placentia-Yorba Linda Unified,Mr.,I,Tsuruoka,Principal,sgsmrt@att.net,24,Religious,Not affiliated with any denomination
116928,Orange,30666216956882,Salem Lutheran,6411 East Frank Lane,Orange,CA,92869,714-639-1946,pduerr@salemorange.com,Orange Unified,Mr.,Philip,Duerr,Principal,pduerr@salemorange.com,368,Religious,Lutheran
118945,Orange,30665226987374,Santa Clara Nursery School,1021 North Newhope Street,Santa Ana,CA,92703,714-554-8850,srsguzman@yahoo.com,Garden Grove Unified,Sr.,Susana,Guzman,Director,srsguzman@yahoo.com,21,Religious,Roman Catholic
119905,Orange,30736357025661,Santa Margarita Catholic High School,22062 Antonio Parkway,Rancho Santa Margarita,CA,92688,949-766-6000,information@smhs.org,Saddleback Valley Unified,Mr.,Raymond,Dunne,Principal,dunner@smhs.org,1667,Religious,Roman Catholic
118161,Orange,30666706130801,School of Our Lady,2204 West McFadden Avenue,Santa Ana,CA,92704,714-545-8185,Solis@schoolofourlady.org,Santa Ana Unified,Mrs.,Adela,Solis,Principal,solis@schoolofourlady.org,200,Religious,Roman Catholic
123043,Orange,30664647088842,Serra Catholic Elementary,23652 Antonio Parkway,Rancho Santa Margarita,CA,92688,949-888-1990,atrudell@serraschool.org,Capistrano Unified,Mrs.,Angeline,Trudell,President,atrudell@serraschool.org,1058,Religious,Roman Catholic
122316,Orange,30664316937429,Servite High School,1952 West La Palma Avenue,Anaheim,CA,92801,714-774-7575,mbrennan@servitehs.org,Anaheim Union High,Mr.,Peter S.,Bowen,President,pbowen@servitehs.org,955,Religious,Roman Catholic
116863,Orange,30664986988240,Shoreline Christian School,10350 Ellis Avenue,Fountain Valley,CA,92708,714-962-6886,barcky@shorelinebaptist.org,Fountain Valley Elementary,Dr.,Rich,Rogers,Administrator,rich@shorelinebaptist.org,191,Religious,Baptist
117488,Orange,30664986132401,Slater Montessori Academy,10316 Slater Avenue,Fountain Valley,CA,92708,714-962-2799,slatermontessoriacademy@gmail.com,Fountain Valley Elementary,Mrs.,Preeth,Gunaratne,Administrator,slatermontessoriacademy@gmail.com,17,Non-religious,
121891,Orange,30736356204754,Sonrisa School,26502 Pepita Drive,Mission Viejo,CA,92691,949-206-9668,priya@sonrisaschool.org,Saddleback Valley Unified,Ms.,Rajshree,Guttal,Director,priya@sonrisaschoool.org,18,,
128082,Orange,30664647082092,South Shores Christian Preschool and Kindergarten,32712 Crown Valley Parkway,Dana Point,CA,92629,949-496-5932,pfrye@southshores.org,Capistrano Unified School District,Mrs.,Margaret,Frye,Director,pfrye@southshores.org,9,Religious,Baptist
126818,Orange,30736356144695,Southern California Christian Academy,19432 Bake Parkway,Lake Forest,CA,92610,949-328-4088,scca.records@gmail.com,Saddleback Valley Unified,Mrs.,Janice,Henry,Director,scca.records@gmail.com,10,Religious,Not affiliated with any denomination
123797,Orange,30664726937437,Speech and Language Development Center,8699 Holder Street,Buena Park,CA,90620,714-821-3620,doconnor@sldc.net,Centralia Elementary,Mrs.,Dawn,O'Connor,Executive Director,doconnor@sldc.net,150,Non-religious,
120541,Orange,30736437097975,Spirit Academy,1372 Irvine Boulevard,Tustin,CA,92780,714-731-2630,admin@spiritacademy.org,Tustin Unified,Mr.,Joseph,Rispoli,Administrator,jrispoli@spiritacademy.org,172,Religious,Not affiliated with any denomination
116893,Orange,30664496965131,St. Angela Merici Elementary,575 South Walnut Avenue,Brea,CA,92821,714-529-6372,schooloffice@stangelabrea.org,Brea-Olinda Unified,Mrs.,Nancy,Windisch,Principal,nwindisch@stangelabrea.org,280,Religious,Roman Catholic
116822,Orange,30666706965149,St. Anne,1324 South Main Street,Santa Ana,CA,92707,714-542-9328,cduran.saintanne@sbcglobal.net,Santa Ana Unified,Rev.,Antonio,Lopez,Administrator,fr.antoniosaintanne@gmail.com,188,Religious,Roman Catholic
118321,Orange,30664647081334,St. Anne School,32451 Bear Brand Road,Laguna Niguel,CA,92677,949-276-6700,info@st-anne.org,Capistrano Unified,Mr.,Randall,Adams,Head of School,radams@st-anne.org,689,Religious,Roman Catholic
118821,Orange,30665226965164,St. Barbara Elementary,5306 West McFadden Avenue,Santa Ana,CA,92704,714-775-9477,bloom@stbarbara.com,Garden Grove Unified,Mrs.,Judith,Bloom,Principal,bloom@stbarbara.com,341,Religious,Roman Catholic
122915,Orange,30666216965198,St. Callistus Catholic School,12901 Lewis Street,Garden Grove,CA,92840,714-971-2023,jwick@stcallistusschool.org,Orange Unified,Mr.,John,Wick,Principal,jwick@stcallistusschool.org,188,Religious,Roman Catholic
121407,Orange,30665556965214,St. Catherine of Siena Parish School,30516 South Coast Highway,Laguna Beach,CA,92651,949-494-7339,mletourneau@saintcatherinelaguna.com,Laguna Beach Unified,Mr.,Michael,Letourneau,Principal,mletourneau@saintcatherinelaguna.com,192,Religious,Roman Catholic
127398,Orange,30664236965206,St. Catherine's Academy,215 North Harbor Boulevard,Anaheim,CA,92805,714-772-1363,admissions@stcatherinescademy.org,Anaheim City,Sr.,Johnellen,Turner,President,principal@stcatherinesacademy.org,163,Religious,Roman Catholic
119039,Orange,30736436965222,St. Cecilia Elementary,1311 Southeast Sycamore,Tustin,CA,92780,714-544-1533,office@stceciliak8.org,Tustin Unified,Rev.,Al,Baca,Other,abaca@stceciliak8.org,266,Religious,Roman Catholic
119642,Orange,30665226965230,St. Columban,10855 Stanford Avenue,Garden Grove,CA,92840,714-534-3947,laguilar@saintcolumbanschool.com,Garden Grove School District,Ms.,Dawn,Shea,Principal,dshea@saintcolumbanschool.com,184,Religious,Roman Catholic
118114,Orange,30664646916142,St. Edward the Confessor Parish,33866 Calle La Primavera,Dana Point,CA,92629,949-496-1241,srands@stedward.com,Capistrano Unified,Fr.,Steven,Sallot,Administrator,ssallot@stedward.com,630,Religious,Roman Catholic
122087,Orange,30666477098734,St. Francis of Assisi,5330 East Side Circle,Yorba Linda,CA,92887,714-695-3700,cosler@sfayl.org,Placentia-Yorba Linda Unified,Mr.,Thomas,Waszak,Principal,twaszak@sfayl.org,396,Religious,Roman Catholic
129649,Orange,30739246965255,St. Hedwig Elementary,3591 Orangewood Avenue,Los Alamitos,CA,90720,562-296-9060,knocella@sainthedwigparish.org,Los Alamitos Unified,Rev.,Kenneth,Schmit,Other,knocella@sainthedwigparish.org,462,Religious,Roman Catholic
118050,Orange,30664806965263,St. Irenaeus Catholic Elementary,9201 Grindlay Street,Cypress,CA,90630,714-827-4500,office@stischoolcypress.org,Cypress Elementary,Fr.,Patrick,Moses,Other,moses.frpatrick@gmail.com,334,Religious,Roman Catholic
122205,Orange,30665976965289,St. Joachim,1964 Orange Avenue,Costa Mesa,CA,92627,949-574-7411,sdavis@saintjoachimcostamesa.org,Newport-Mesa Unified,Sr.,Kathleen Marie,Pughe,Principal,skm@saintjoachimcostamesa.org,280,Religious,Roman Catholic
119633,Orange,30665976965297,St. John the Baptist Elementary,1021 Baker Street,Costa Mesa,CA,92626,714-557-5060,mvianney@sjbschool.net,Newport-Mesa Unified,Fr.,Norbert,Wood,Other,frnorbert@sjbschool.net,583,Religious,Roman Catholic
129255,Orange,30736357038664,St. John's Episcopal,30382 Via Con Dios,Rancho Santa Margarita,CA,92688,949-858-5144,,Saddleback Valley Unified,Mr.,James,Lusby,Headmaster,jlusby@stjohns-es.org,469,Religious,Episcopal
116847,Orange,30666216965305,St. John's Lutheran School,154 South Shaffer Street,Orange,CA,92866,714-288-4406,reinem@stjohnsorange.org,Orange Unified,Mr.,Randy,Einem,Principal,reinem@stjohnsorange.org,681,Religious,Lutheran
125632,Orange,30666706973739,St. Joseph Elementary,608 East Civic Center Drive,Santa Ana,CA,92701,714-542-2704,stjoeprincipal@gmail.com,Santa Ana Unified,Mr.,Brad,Snyder,Principal,stjoeprincipal@gmail.com,198,Religious,Roman Catholic
130605,Orange,30666476965313,St. Joseph Elementary,801 North Bradford Avenue,Placentia,CA,92870,714-528-1794,mail@sjsplacentia.org,Placentia-Yorba Linda Unified,Mrs.,Priscilla,Doorbar,Principal,pdoorbar@sjsplacentia.org,243,Religious,Roman Catholic
128080,Orange,30665066965321,St. Juliana Falconieri,1320 North Acacia Avenue,Fullerton,CA,92831,714-871-2829,www.mgonzales@stjulianaschool.org,Fullerton Elementary,Mr.,Manuel,Gonzales Jr.,Principal,mgonzales@stjulianaschool.org,279,Religious,Roman Catholic
124029,Orange,30664236973747,St. Justin Martyr,2030 West Ball Road,Anaheim,CA,92804,714-772-4902,jjbalsis@sjm-k8.com,Anaheim City,Fr.,Joseph,Robillard,Head of School,frjrobillard@saintjustin.org,214,,
128801,Orange,30664646909469,St. Margaret's Episcopal School,31641 La Novia,San Juan Capistrano,CA,92675,949-661-0108,claire.frahm@smes.org,Capistrano Unified,Mr.,Marcus,Hurlbut,Head of School,claire.frahm@smes.org,1155,Religious,Episcopal
117479,Orange,30664647085962,St. Mary and All Angels,7 Pursuit,Aliso Viejo,CA,92656,949-448-9027,john.obrien@smaa.org,Capistrano Unified,Mr.,John,O'Brien,Headmaster,john.obrien@smaa.org,629,Religious,Not affiliated with any denomination
118306,Orange,30736507081722,St. Michael the Archangel Academy,1 Corte Lateuza,Lake Elsinore,CA,92532,714-730-9114,smacademy@aol.com,Irvine Unified,Mrs.,Marcia,Neill,Director,smacademy@aol.com,104,Religious,Roman Catholic
128101,Orange,30664646929848,St. Michael's Christian Academy,107 West Marquita,San Clemente,CA,92672,949-366-9468,registrar@iccec.org,Capistrano Unified,Mr.,Phillip,Johnson,Principal,dcnphil@gmail.com,45,Religious,Charismatic
116537,Orange,30666216965354,St. Norbert,300 East Taft Avenue,Orange,CA,92865,714-637-6822,sshaia@stnorbertchurch.org,Orange Unified,Mr.,John,Loffer,Principal,jloffer@stnorbertchurch.org,282,Religious,Roman Catholic
119325,Orange,30666216965362,St. Paul's Lutheran,901 East Heim Avenue,Orange,CA,92865,714-921-3188,kmasterson@stpaulsorange.org,Orange Unified,Mr.,James,Beaudoin,Principal,jbeaudoin@stpaulsorange.org,458,Religious,Lutheran
117157,Orange,30665226965370,St. Paul's Lutheran School,13082 Bowen Street,Garden Grove,CA,92843,714-534-6320,stpaulsgg@hotmail.com,Garden Grove Unified,Mrs.,Julie,Simon,Principal,ocsimonfamily@verizon.net,124,Religious,Lutheran
120503,Orange,30664566965396,St. Pius V Catholic School,7681 Orangethorpe Avenue,Buena Park,CA,90621,714-522-5313,office@stpius5school.net,Buena Park School District,Fr.,Theodore,Olson,Administrator,father_ted_spv@yahoo.com,471,Religious,Roman Catholic
117962,Orange,30665226965404,St. Polycarp Elementary,8182 Chapman Avenue,Stanton,CA,90680,714-893-8882,twyles@saintpolycarpschool.com,Garden Grove Unified,Mrs.,Theresa,Wyles,Principal,twyles@saintpolycarpschool.com,175,Religious,Roman Catholic
122869,Orange,30665306965248,St. Simon and St. Jude Elementary,20400 Magnolia Street,Huntington Beach,CA,92646,714-962-4451,csmith@ssj.org,Huntington Beach City Elementary,Ms.,Crystal,Smith,Principal,csmith@ssj.org,557,Religious,Roman Catholic
128189,Orange,30665066140594,St. Theophan Academy,1137 Sheffield Street,Placentia,CA,92870,714-350-8186,cjqualls@gmail.com,Placentia-Yorba Linda Unified,Mrs.,Cindy,Qualls,Administrator,cjqualls@gmail.com,9,Religious,Not affiliated with any denomination
131587,Orange,30665066145668,Stepping Stones Academy,3320 North Harbor Boulevard,Fullerton,CA,92835,714-526-6300,ask@smschool.com,Fullerton Elementary,Mr.,Won,Choi,Administrator,info@smschool.com,10,Non-religious,
122977,Orange,30664726132393,Stepping Stones School,5532 La Palma Avenue,La Palma,CA,90623,714-761-3962,kevin@smschool.com,Centralia Elementary,Mr.,Ky,Kim,Administrator,kevin@smschool.com,27,Non-religious,
119118,Orange,30664646133987,Stoneybrooke Christian Schools,26122 O'Neill Drive,Ladera Ranch,CA,92694,949-429-3811,sbschool@stoneybrooke.com,Capistrano Unified,Mr.,Jim,Berkompas,Principal,jberkompas@stoneybrooke.com,167,Religious,Not affiliated with any denomination
119201,Orange,30664646143614,Stoneybrooke Christian Schools,26122 O'Neill Drive,Ladera Ranch,CA,92694,949-429-3812,sbschool@stoneybrooke.com,Capistrano Unified,Mr.,Lloyd,Grim,Principal,lgrim@stoneybrooke.com,92,Religious,Interdenominational
119233,Orange,30664646929855,Stoneybrooke Christian Schools,26300 Via Escolar,San Juan Capistrano,CA,92692,949-364-4407,sbschool@stoneybrooke.com,Capistrano Unified,Miss,Sherry,Worel,Principal,sworel@stoneybrooke.com,175,Religious,Interdenominational
117090,Orange,30666706973655,Storybook Preschool & Private,1032 North Ross Street,Santa Ana,CA,92701,714-541-9378,storybookpreschool@yahoo.com,Santa Ana Unified,Ms.,Michelle,Pevehouse,Executive Director,storybookprescool@yahoo.com,47,Non-religious,
122299,Orange,30664647102221,Sunflower Montessori,28251 Marguerite Parkway,Mission Viejo,CA,92692,949-364-6500,SunflowerMontessoriSchool@gmail.com,Capistrano Unified,Ms.,Karin,Walsh,Executive Director,Karingwalsh@aol.com,12,Non-religious,
116602,Orange,30666706997415,Sunflower Preschool & Kindergarten,2129 West Edinger Avenue,Santa Ana,CA,92704,714-979-7422,amith1812@yahoo.com,Santa Ana Unified,Mr.,Amith,Wijemanne,Head of School,amith1812@yahoo.com,20,Non-religious,
122629,Orange,30664646204176,Talega Preparatory Academy,3 Calle Boveda,San Clemente,CA,92673,949-275-0767,mgaspar@talegaprep.com,Capistrano Unified,Ms.,Marguerite,Gaspar,Director,mgaspar@talegaprep.com,17,Non-religious,
122805,Orange,30736506907539,Tarbut V'Torah Community Day,5 Federation Way,Irvine,CA,92603,949-509-9500,dgavshon@tarbut.com,Irvine Unified,Mr.,Larry,Acheatel,Head of School,lacheatel@tarbut.com,608,Religious,Jewish
122441,Orange,30664987005853,The Pegasus School,19692 Lexington Lane,Huntington Beach,CA,92646,714-964-1224,bforgey@thepegasusschool.org,Fountain Valley,Mr.,John,Zurn,Head of School,jzurn@thepegasusschool.org,529,Non-religious,
130529,Orange,30736437015753,The Prentice School,18341 Lassen Drive,Santa Ana,CA,92705,714-538-4511,info@prentice.org,Tustin Unified School District,Mrs.,Carol,Clark,Executive Director,cclar@prentice.org,166,Non-religious,
116619,Orange,30666476145023,The Rock Christian Academy,418 Lavender Lane,Placentia,CA,92870,714-989-6201,therockchristianacademy@gmail.com,Placentia Yorba Linda School District,Mrs.,Erika,Richards,Administrator,richardsfamily9@gmail.com,6,Religious,Not affiliated with any denomination
130467,Orange,30666216136733,The Whitworth School Inc.,1130 East Walnut Avenue,Orange,CA,92867,714-289-8400,carolwhitworth@gmail.com,Orange Unified,Ms.,Carol,Whitworth,Director,carolwhitworth@gmail.com,24,Non-religious,
120234,Orange,30666707085954,Therapeutic Education Centers,1010 West 17th Street,Santa Ana,CA,92706,714-836-3100,julie-lucas@olivecrest.org,Santa Ana Unified,Ms.,Julie,Lucas,Director,julie-lucas@olivecrest.org,42,Non-religious,
122232,Orange,30666476136782,Towne and Country Early Education Center,201 East Madison Avenue,Placentia,CA,92870,714-524-2780,laskurera@gmail.com,Placentia-Yorba Linda Unified,Mrs.,Lasanthi,Kurera,Administrator,laskurera@gmail.com,14,Non-religious,
116916,Orange,30666216973804,Trinity Lutheran Christian,4101 East Nohl Ranch Road,Anaheim,CA,92807,714-637-8370,mrsthornburg@tlcanaheim.com,Orange Unified,Mrs.,Karen,Jonas,Principal,mrsjonas@tlcanaheim.com,135,Religious,Lutheran
129288,Orange,30736506911697,Turtle Rock Kindergarten and Academy,1 Concordia,Irvine,CA,92612,949-854-7611,office@turtlerockpreschool.com,Irvine Unified,Mrs.,Patricia,Abahusayn,Administrator,patricia@turtlerockpreschool.com,28,Non-religious,
117465,Orange,30736436205694,Tutor Time,12860 Central Park Avenue,Irvine,CA,92602,714-389-9999,6019@tutortime.com,Irvine Unified,Ms.,Dana,Kasparian,Administrator,6019@tutortime.com,15,Non-religious,
123702,Orange,30666476134779,Tutor Time,17331 Los Angeles Street,Yorba Linda,CA,92886,714-524-5437,yorbalindatt@yahoo.com,Placentia-Yorba Linda Unified,Mrs.,Deborah,Cosby,Administrator,yorbalindatt@yahoo.com,96,Non-religious,
131798,Orange,30664236145460,UBM School,1681 West Broadway,Anaheim,CA,92802,714-635-6402,jenni_song@yahoo.com,Anaheim City,Ms.,Myongyi,Yi,Other,pastorymy@gmail.com,14,Religious,Evangelical
119709,Orange,30736507040751,University Montessori of Irvine,101 Russell Place,Irvine,CA,92617,949-854-6030,cruszat@irvinemontessori.com,Irvine Unified,Mrs.,Cecelia,McGregor,Director,cmcgregor@irvinemontessori.com,51,Non-religious,
118265,Orange,30736356201230,VanDamme Academy,2A Liberty,Aliso Viejo,CA,92656,949-510-4861,info@vandammeacademy.com,Capistrano Unified,Mrs.,Kate,Watkins,Administrator,mrswatkins@vandammeacademy.com,130,Non-religious,
126502,Orange,30666217016397,Veritas Christian Academy,2400 East Buffalo Avenue,Santa Ana,CA,92705,714-780-9201,veritaschristianacademyca@gmail.com,Orange Unified,Mr.,Craig,Smith,Administrator,veritaschristianacademyca@gmail.com,11,Religious,Not affiliated with any denomination
119367,Orange,30664496143853,Veritas Classical Academy,743 South Brea Boulevard,Brea,CA,92821,714-783-6731,veritas.hm@gmail.com,Brea-Olinda,Mr.,David,Kim,Headmaster,veritas.hm@gmail.com,33,Religious,Evangelical
125862,Orange,30665227089543,Village Bible Academy,12671 Buaro Street,Garden Grove,CA,92840,714-537-5344,vbaemail@gmail.com,Garden Grove Unified,Mrs.,Carolyn,Uemura,Administrator,normcarolyn@juno.com,75,Religious,Other
121662,Orange,30736506900443,Village Montessori of Irvine,4552 Sandburg Way,Irvine,CA,92612,949-786-7494,cruszat@irvinemontessori.com,Irvine Unified,Ms.,Cheryll,Ruszat,Executive Director,cruszat@irvinemontessori.com,57,Non-religious,
118112,Orange,30664647085517,Vine Preparatory Academy,27632 El Lazo,Laguna Niguel,CA,92677,949-280-8641,vineprep@yahoo.com,Capistrano Unified,Mrs.,Jodie,Atkinson,Administrator,vineprep@yahoo.com,23,Religious,Not affiliated with any denomination
118964,Orange,30666477059538,Vineyard Christian School,5340 East La Palma Avenue,Anaheim,CA,92807,714-777-5462,jwilkinson@vcfanaheim.com,Placentia-Yorba Linda Unified,Mr.,Jim,Wilkinson,Principal,jwilkinson@vcfanaheim.com,293,Religious,Interdenominational
125928,Orange,30666216145304,Vista Heights School,2675 North Vista Heights Avenue,Orange,CA,92867,949-244-2265,vistaheightsschool@ryanmoe.com,Orange Unified School District,Mr.,Ryan,Moe,Administrator,vistaheightsschool@ryanmoe.com,6,Religious,Not affiliated with any denomination
121772,Orange,30665977038680,Waldorf School of Orange County,2350 Canyon Drive,Costa Mesa,CA,92627,949-574-7775,gilles@waldorfschool.com,Newport-Mesa,Ms.,Gina,Illes,Administrator,gilles@waldorfschool.com,309,Non-religious,
123373,Orange,30666137015837,Warner Avenue Christian Academy,7360 Warner Avenue,Huntington Beach,CA,92647,714-847-7050,warnerbc@juno.com,Ocean View Elementary,Mr.,Stephen,Orman,Principal,warnerbc@juno.com,25,Religious,Baptist
119991,Orange,30664646134720,West River Academy,33721 Bluewater Lane,Dana Point,CA,92629,949-492-5240,info@westriveracademy.com,Capistrano Unified,Ms.,Peggy,Webb,Director,director@westriveracademy.com,28,Non-religious,
119733,Orange,30736507071509,Westpark Montessori School of Irvine,11 San Leandro,Irvine,CA,92614,949-262-0500,pyniguez@irvinemontessori.com,Irvine Unified,Mrs.,Cheryll,Ruszat,Executive Director,cruszat@irvinemontessori.com,19,Non-religious,
121797,Orange,30665146937486,Whittier Christian High,501 North Beach Boulevard,La Habra,CA,90631,562-694-3803,cmartinez@wchs.com,Fullerton Joint Union High,Mr.,Carl,Martinez,Head of School,cmartinez@wchs.com,599,Religious,Interdenominational
116655,Orange,30664316206692,Wisdom Mission,4545 Myra Avenue,Cypress,CA,90630,714-995-1900,revschung@gmail.com,Anaheim Union High,Ms.,Betty,Kim,Administrator,bettymyunghae@yahoo.com,14,Religious,Not affiliated with any denomination
119786,Orange,30736506142400,Xenos Academy,77 Post,Irvine,CA,92618,714-322-9273,anjuliw@xenosacademy.com,Irvine Unified,Mrs.,Anjuli,Watanabe,Administrator,anjuliw@xenosacademy.com,9,Religious,Evangelical
129847,Orange,30664236965438,Zion Lutheran Elementary,1244 East Cypress Street,Anaheim,CA,92805,714-535-3600,jkangas@zionanaheim.org,Anaheim City,Mrs.,Julie,Kangas,Principal,jkangas@zionanaheim.org,142,Religious,Lutheran
129272,Placer,31669107103674,Adventure Christian,6401 B Stanford Ranch Road,Roseville,CA,95678,916-781-2986,rflores@adventurechristian.org,Roseville City Elementary,Mrs.,Renee,Flores,Administrator,rflores@adventurechristian.org,402,Religious,Not affiliated with any denomination
129275,Placer,31667877071608,American Christian Academy - Ext,11940 Brooke Crest Drive,Auburn,CA,95602,530-887-8533,office@acaec.net,Auburn Union Elementary,Mrs.,Bonnie,Chambers,Administrator,office@acaec.net,42,Religious,Not affiliated with any denomination
117462,Placer,31669106143903,American Montessori Elementary,143 Clinton Avenue,Roseville,CA,95678,916-784-1430,ame.roseville@gmail.com,Roseville City Elementary,Ms.,Serena,Azadan-Green,President,gsg.mom@gmail.com,24,Non-religious,
116997,Placer,31669107096563,Christian Life Academy,1301 Coloma Way,Roseville,CA,95661,916-956-4662,gary_gubitz@hotmail.com,Roseville City Elementary,Mr.,Gary,Gubitz,Principal,gary_gubitz@hotmail.com,20,Religious,Other
118086,Placer,31669517089469,Community Christian Schools,1545 First Street,Lincoln,CA,95648,916-645-6280,office@ccslincoln.com,Western Placer Unified,Mrs.,Julie,Bline,Administrator,jbline@ccslincoln.com,46,Religious,Not affiliated with any denomination
124712,Placer,31750856143317,Destiny Christian,6900 Destiny Drive,Rocklin,CA,95677,916-788-2827,cmullendore@dcpschool.com,Rocklin Unified,Mrs.,Colleen,Mullendore,Administrator,cmullendore@dcpschool.com,17,Religious,Assembly of God
123085,Placer,31669287084890,Gates of Learning Center,1780 Vernon Street Suite 5,Roseville,CA,95678,916-782-1111,mzachary@quiknet.com,Roseville Joint Union High,Mr.,Mark,Zachary,Director,mzachary@quiknet.com,30,Non-religious,
129350,Placer,31668297083678,Granite Bay Montessori,9330 Sierra College Boulevard,Roseville,CA,95661,916-791-7849,office@gbmontessori.com,Eureka Union,Ms.,Andrea,Smithson,Director,andrea@gbmontessori.com,110,Non-religious,
131949,Placer,31750856145445,Hawthorne Academy of Arts and Sciences,2213 Sunset Boulevard,Rocklin,CA,95765,916-234-6640,jcatalano@thehawthorneacademy.com,Rocklin Unified,Mrs.,Janel,Catalano,Principal,jcatalano@thehawthorneacademy.com,57,Non-religious,
122353,Placer,31668457096373,Hope Lutheran School,7117 Hope Way,Penryn,CA,95663,916-652-0459,principalleifer@sbcglobal.net,Loomis Union Elementary,Mr.,Paul,Leifer,Principal,principalleifer@sbcglobal.net,22,Religious,Lutheran
117436,Placer,31669107002611,Merryhill Sierra Gardens Elementary,1622 Sierra Gardens Drive,Roseville,CA,95661,916-783-3010,connie.curiel@nlcinc.com,Roseville City Elementary,Mrs.,Connie,Curiel,Principal,connie.curiel@nlcinc.com,108,,
119055,Placer,31667876976088,Pine Hills Adventist Academy,13500 Richards Lane,Auburn,CA,95603,530-885-9447,office@phaschool.org,Auburn Union Elementary,Mr.,Victor,Anderson,Principal,office@phaschool.org,135,Religious,Seventh-day Adventist
121586,Placer,31668290118422,Placer Learning Center,5477 Eureka Road,Granite Bay,CA,95746,916-774-1260,randye@placerlc.com,Eureka Union,Ms.,Randye,Eichler,Director,randye@placerlc.com,29,Non-religious,
117118,Placer,31669107083942,Roseville Community,50 Corporation Yard Road,Roseville,CA,95678,916-786-6906,rcs@rosevillecommunityschool.org,Roseville City Elementary,Ms.,Jonna,Vance,Administrator,jonnavance@ymail.com,54,Non-religious,
116986,Placer,31750856145130,Smile Central,5690 Mesa Verde Circle,Rocklin,CA,95677,915-259-4396,mommiexpress@gmail.com,Rocklin Unified,Ms.,Kathleen,Moore,Administrator,mommiexpress@gmail.com,6,Non-religious,
130373,Placer,31669446937619,Squaw valley Academy,235 Squaw Valley Road,Olympic Valley,CA,96146,530-583-9393,info@sva.org,Tahoe-Truckee Joint Unified,Mr.,William,Grant,Other,wgrant@sva.org,68,Non-religious,
121620,Placer,31669106976096,St. Albans Country Day School,2312 Vernon Street,Roseville,CA,95678,916-782-3557,mindys@stalbans.org,Roseville City Elementary,Ms.,Mindy,Sakoi,Administrator,mindys@stalbans.org,213,Non-religious,
121694,Placer,31667876976104,St. Joseph Catholic School,11610 Atwood Road,Auburn,CA,95603,530-885-4490,debbie_williams@auburncatholic.com,Auburn Union Elementary,Sr.,Anne Marie,Miller,Principal,sr_annemarie@auburncatholic.com,200,Religious,Roman Catholic
130437,Placer,31669106966030,St. Rose Elementary,633 Vine Avenue,Roseville,CA,95678,916-782-1161,ssmoley@strose.org,Roseville City Elementary,Ms.,Suzanne,Smoley,Principal,ssmoley@strose.org,307,Religious,Roman Catholic
118040,Placer,31669446142764,Tahoe Expedition Academy,8651 Speckled Avenue,King's Beach,CA,96143,530-546-5253,jlarrabee@tahoeexpeditionacademy.org,Tahoe-Truckee Joint Unified,Mr.,Don,Larrabee,Head of School,dlarrabee@tahoeexpeditionacademy.org,69,Non-religious,
127173,Placer,31668036140792,Trinity Christian Academy,233 Berkswell Court,Roseville,CA,95747,916-742-5489,trinitychristian@comcast.net,Dry Creek Joint Elementary,Mrs.,Elisabeth,Johnson,Director,trinitychristian@comcast.net,15,Religious,Not affiliated with any denomination
128152,Placer,31668947081581,Weimar Academy,20601 West Paoli Lane,Weimar,CA,95736,530-422-7947,academy@weimar.org,Placer Union High,Dr.,Randy,Siebold,Other,rsiebold@weimar.edu,54,Religious,Seventh-day Adventist
127191,Plumas,32669696134829,Greenwood Christian Academy,217 Maddalena Road,Beckwourth,CA,96129,530-832-4811,jlgreenwood@digitalpath.net,Plumas Unified,Mr.,Jeffrey,Greenwood,Administrator,jlgreenwood@digitalpath.net,6,,
