County,CDSCode,School ,Street,City,State,Zip,Telephone,PublicDistrict
Orange,30665226993752,Montessori Greenhouse Schools LLC,5856 Belgrave Avenue,Garden Grove,CA,92845,714-897-3833,Garden Grove Unified
Orange,30665896973598,Montessori House of Children,1239 South Magnolia Avenue,Anaheim,CA,92804,714-761-3109,Magnolia School District
Orange,30664236973671,Montessori Learning Center,331 North Harbor Boulevard,Anaheim,CA,92805,714-999-6618,Anaheim
Orange,30664496962986,Montessori of Brea Inc.,701 Mulberry Avenue,Brea,CA,92821,714-529-0321,Brea-Olinda Unified
Orange,30664646202873,Montessori of Ladera Ranch,2101 Corporate Drive,Ladera Ranch,CA,92694,949-218-6990,Capistrano Unified
Orange,30736357078629,Montessori on the Lake,23311 Muirlands Boulevard,Lake Forest,CA,92630,949-855-5630,Saddleback Valley Unified
Orange,,Mt. Adlena,400 North Adlena Drive,Fullerton,CA,92833,714-504-4350,Fullerton Elementary
Orange,30736507104722,New Horizon School Irvine,1 Truman Street,Irvine,CA,92620,949-552-5411,Irvine Unified School District
Orange,30736356904700,New Vista School,23092 Mill Creek Drive,Laguna Hills,CA,92653,949-455-1270,Saddleback Valley Unified
Orange,30665976144323,Newport Academy Day School,485 East 17th Street Suite 200,Costa Mesa,CA,92627,949-719-2872,Newport-Mesa Unified
Orange,30736437082183,Newport Avenue Preschool and Kindergarten,13682 Newport Avenue Suite B,Tustin,CA,92780,714-730-3424,Tustin
Orange,30665976915581,Newport Christian School,1000 Bison Avenue,Newport Beach,CA,92660,949-760-5485,Newport-Mesa Unified
Orange,30665976973515,Newport Montessori,20221 Southwest Cypress Street,Newport Beach,CA,92660,949-756-8855,Newport-Mesa Unified
Orange,30736507094188,Northwood Montessori School of Irvine,12100 Yale Court,Irvine,CA,92620,714-508-0400,Irvine Unified
Orange,30666216915565,Oakridge Private,19111 Villa Park Road,Orange,CA,92869,714-288-1432,Orange Unified
Orange,30667466139398,OC Montessori Academy,8372 McFadden Avenue,Westminster,CA,92683,714-898-5523,Ocean View School District
Orange,30666966997001,Orange County Christian School,641 South Western Avenue,Anaheim,CA,92804,714-821-6227,Savanna Elementary
Orange,30665226937346,Orangewood Academy,13732 Clinton Street,Garden Grove,CA,92843,714-534-4694,Garden Grove Unified
Orange,30665636965081,Our Lady of Guadalupe Elementary,920 West La Habra Boulevard,La Habra,CA,90631,562-697-9726,La Habra City Elementary
Orange,30665976965107,Our Lady Queen of Angels,2046 Mar Vista Drive,Newport Beach,CA,92660,949-644-1166,Newport-Mesa Unified
Orange,30664647025448,Our Savior's Lutheran Elementary,200 Avenida San Pablo,San Clemente,CA,92672,949-492-6165,Capistrano Unified
Orange,30736506142186,Pacific Academy,4947 Alton Parkway,Irvine,CA,92604,949-398-5288,Irvine Unified
Orange,30667466146104,Pacific Coast Christian School,6400 Westminster Boulevard,Westminster,CA,92683,714-893-4141,Westminster
Orange,30665226929798,Padre Pio Academy,9621 Bixby Avenue,Garden Grove,CA,92841,714-530-6840,Garden Grove Unified
Orange,30665976901789,Page Private-Costa Mesa,657 Victoria Street,Costa Mesa,CA,92627,949-642-0411,Newport-Mesa Unified
Orange,30665226993927,Page Private-Garden Grove,12111 Buaro Street,Garden Grove,CA,92840,714-971-5533,Garden Grove Unified
Orange,30736356203483,Pathway School Inc.,23802 Avenida de la Carlota,Laguna Hills,CA,92653,949-837-1203,Saddleback Valley Unified
Orange,30665306132419,Patti's Preschool Inc.,19270 Goldenwest Street,Huntington Beach,CA,92648,714-536-4388,Huntington Beach City Elementary
Orange,30664236142665,Pelican Hills Academy,2167 West Judith Lane,Anaheim,CA,92804,714-383-9816,Anaheim City
Orange,30666137095383,Petra Christian Academy,7800 Edinger Avenue,Huntington Beach,CA,92647,714-891-9495,Ocean View
Orange,30736357104375,Pillars Academy,23581 Madero Suite 104,Aliso Viejo,CA,92691,949-951-0442,Saddleback Valley Unified
Orange,30664236965123,Prince of Peace Lutheran,1421 West Ball Road,Anaheim,CA,92802,714-774-0993,Anaheim City School District
Orange,30666217102387,Pyramid Autism Center,2830 North Glassell Street,Orange,CA,92865,714-637-1292,Orange
Orange,30664647091515,R. S. M. Montessori Elementary,30075 Comercio,Rancho Santa Margarita,CA,92688,949-589-6440,Capistrano Unified
Orange,30664647096654,Rancho Viejo The,29782 Avenida de Las Banderas,Rancho Santa Margarita,CA,92688,949-459-0199,Capistrano Unified
Orange,30736436973721,Red Hill Lutheran,13200 Red Hill Avenue,Tustin,CA,92780,714-544-3132,Tustin Unified
Orange,30666706203236,Redeemer Christian,1327 East Wilson Avenue,Orange,CA,92867,714-639-3729,Orange Unified
Orange,30665976142426,Renascence School International,2987 Mesa Verde East,Costa Mesa,CA,92626,714-783-7070,Newport Mesa Unified School District
Orange,,Riverbend Private School Satellite Program,9 Silver Fir,Irvine,CA,92604,951-821-8599,Placentia Linda
Orange,30666216141949,Rock Christian Academy,4540 East Riverdale Avenue,Anaheim,CA,92807,714-283-3558,Orange
Orange,30665146937395,Rosary High School,1340 North Acacia Avenue,Fullerton,CA,92831,714-879-6302,Fullerton Joint Union High
Orange,30666216130553,Rossier Park Elementary,395 South Tustin,Orange,CA,92866,714-516-3370,Orange Unified
Orange,30665146926471,Rossier Park School,7100 Knott Avenue,Buena Park,CA,90620,714-562-0441,FJUSD
Orange,30664646136758,Saddelback Valley Christian Schools PSSP,26333 Oso,San Juan Capistrano,CA,92675,949-443-4050,Capistrano Unified
Orange,30664647027303,Saddleback Christian Academy,25371 Calle Becerra,Laguna Niguel,CA,92677,949-587-9650,Capistrano Unified
Orange,30664646204358,Saddleback Valley Christian,26333 Oso Road,San Juan Capistrano,CA,92675,949-443-4050,Capistrano Unified
Orange,30665977101041,Sage Hill,20402 Newport Coast Drive,Newport Coast,CA,92657,949-219-0100,Newport-Mesa Unified
Orange,30666136965172,Saint Bonaventure School,16377 Bradbury Lane,Huntington Beach,CA,92647,714-846-2472,Ocean View
Orange,30736436965271,Saint Jeanne de Lestonnac School,16791 East Main Street,Tustin,CA,92780,714-542-4271,Tustin Unified
Orange,30666476201180,Saints of Glory,3100 East Frontera,Anaheim,CA,92806,714-875-9387,Placentia-Yorba Linda Unified
Orange,30666216956882,Salem Lutheran,6411 East Frank Lane,Orange,CA,92869,714-639-1946,Orange Unified
Orange,30665226987374,Santa Clara Nursery School,1021 North Newhope Street,Santa Ana,CA,92703,714-554-8850,Garden Grove Unified
Orange,30736357025661,Santa Margarita Catholic High School,22062 Antonio Parkway,Rancho Santa Margarita,CA,92688,949-766-6000,Saddleback Valley Unified
Orange,30666706130801,School of Our Lady,2204 West McFadden Avenue,Santa Ana,CA,92704,714-545-8185,Santa Ana Unified
Orange,,Sebo Christian Academy,212 Del Mar Avenue,Costa Mesa,CA,92627,949-650-2438,Newport-Mesa Unified
Orange,30664316937429,Servite High School,1952 West La Palma Avenue,Anaheim,CA,92801,714-774-7575,Anaheim Union School District
Orange,30666216901748,Shepherd's Grove Schools,12901 South Lewis Street,Garden Grove,CA,92840,714-971-4159,Orange Unified
Orange,30664986988240,Shoreline Christian School,10350 Ellis Avenue,Fountain Valley,CA,92708,714-962-6886,Fountain Valley Elementary
Orange,30664986132401,Slater Montessori Academy,10316 Slater Avenue,Fountain Valley,CA,92708,714-962-2799,Fountain Valley School District
Orange,30736356204754,Sonrisa School,26502 Pepita Drive,Mission Viejo,CA,92691,949-206-9668,Saddleback Unified School District
Orange,30664647082092,South Shores Christian Preschool and Kindergarten,32712 Crown Valley Parkway,Dana Point,CA,92629,949-496-5932,Capistrano Unified
Orange,30736356144695,Southern California Christian Academy,19432 Bake Parkway,Lake Forest,CA,92610,949-328-4088,Saddleback Valley Unified
Orange,30664726937437,Speech and Language Development Center,8699 Holder Street,Buena Park,CA,90620,714-821-3620,Centralia Elementary
Orange,30736437097975,Spirit Academy,1372 Irvine Boulevard,Tustin,CA,92780,714-731-2630,Tustin Unified
Orange,30664496965131,St. Angela Merici Elementary,575 South Walnut Avenue,Brea,CA,92821,714-529-6372,Brea-Olinda Unified
Orange,30666706965149,St. Anne,1324 South Main Street,Santa Ana,CA,92707,714-542-9328,Santa Ana Unified
Orange,30664647081334,St. Anne School,32451 Bear Brand Road,Laguna Niguel,CA,92677,949-276-6700,Capistrano Unified School District
Orange,30665226965164,St. Barbara Elementary,5306 West McFadden Avenue,Santa Ana,CA,92704,714-775-9477,Garden Grove Unified
Orange,30665556965214,St. Catherine of Siena Parish School,30516 South Coast Highway,Laguna Beach,CA,92651,949-494-7339,Laguna Beach Unified
Orange,30664236965206,St. Catherine's Academy,215 North Harbor Boulevard,Anaheim,CA,92805,714-772-1363,Anaheim City
Orange,30736436965222,St. Cecilia Elementary,1311 Southeast Sycamore,Tustin,CA,92780,714-544-1533,Tustin Unified
Orange,30664646916142,St. Edward the Confessor Parish,33866 Calle La Primavera,Dana Point,CA,92629,949-496-1241,Capistrano Unified School District
Orange,30666477098734,St. Francis of Assisi,5330 East Side Circle,Yorba Linda,CA,92887,714-695-3700,Placentia-Yorba Linda Unified
Orange,30739246965255,St. Hedwig Elementary,3591 Orangewood Avenue,Los Alamitos,CA,90720,562-296-9060,Los Alamitos Unified
Orange,30664806965263,St. Irenaeus Catholic Elementary,9201 Grindlay Street,Cypress,CA,90630,714-827-4500,Cypress Elementary
Orange,30665976965289,St. Joachim,1964 Orange Avenue,Costa Mesa,CA,92627,949-574-7411,Newport-Mesa Unified
Orange,30665976965297,St. John the Baptist Elementary,1021 Baker Street,Costa Mesa,CA,92626,714-557-5060,Newport-Mesa Unified
Orange,30736357038664,St. John's Episcopal,30382 Via Con Dios,Rancho Santa Margarita,CA,92688,949-858-5144,Saddleback Valley Unified
Orange,30666216965305,St. John's Lutheran School,154 South Shaffer Street,Orange,CA,92866,714-288-4406,Orange Unified
Orange,30666476965313,St. Joseph Elementary,801 North Bradford Avenue,Placentia,CA,92870,714-528-1794,Placentia-Yorba Linda Unified
Orange,30666706973739,St. Joseph Elementary,608 E Civic Center,Santa Ana,CA,92701,714-542-2704,Santa Ana Unified
Orange,30664236973747,St. Justin Martyr,2030 West Ball Road,Anaheim,CA,92804,714-772-4902,Anaheim City
Orange,30664646909469,St. Margaret's Episcopal School,31641 La Novia,San Juan Capistrano,CA,92675,949-661-0108,Capistrano Unified
Orange,30664647085962,St. Mary and All Angels,7 Pursuit,Aliso Viejo,CA,92656,949-448-9027,Capistrano Unified
Orange,30736507081722,St. Michael the Archangel Academy,1 Corte Lateuza,Lake Elsinore,CA,92532,714-730-9114,Irvine Unified
Orange,30664646929848,St. Michael's Christian Academy,107 West Marquita,San Clemente,CA,92672,949-366-9468,Capistrano Unified
Orange,30666216965354,St. Norbert,300 East Taft Avenue,Orange,CA,92865,714-637-6822,Orange
Orange,30665226965370,St. Paul's Lutheran School,13082 Bowen Street,Garden Grove,CA,92843,714-534-6320,Garden Grove Unified
Orange,30664566965396,St. Pius V Catholic School,7681 Orangethorpe Avenue,Buena Park,CA,90621,714-522-5313,Buena Park School District
Orange,30665226965404,St. Polycarp Elementary,8182 Chapman Avenue,Stanton,CA,90680,714-893-8882,Garden Grove
Orange,30665306965248,St. Simon and St. Jude Elementary,20400 Magnolia Street,Huntington Beach,CA,92646,714-962-4451,Huntington Beach City Elementary
Orange,30665066145668,Stepping Stones Academy,3320 North Harbor Boulevard,Fullerton,CA,92835,714-526-6300,Fullerton Elementary
Orange,30664726132393,Stepping Stones School,5532 La Palma Avenue,La Palma,CA,90623,714-761-3962,Centralia Elementary
Orange,30664646929855,Stoneybrooke Christian Schools,26300 Via Escolar,San Juan Capistrano,CA,92692,949-364-4407,Capistrano Unified
Orange,30664646143614,Stoneybrooke Christian Schools,26122 O'Neill Drive,Ladera Ranch,CA,92694,949-429-3812,Capistrano Unified
Orange,30664646133987,Stoneybrooke Christian Schools,26122 O'Neill Drive,Ladera Ranch,CA,92694,949-429-3811,Capistrano Unified
Orange,30666706973655,Storybook Preschool & Private,1032 North Ross Street,Santa Ana,CA,92701,714-541-9378,Orange County Department of Education
Orange,30664647102221,Sunflower Montessori,28251 Marguerite Parkway,Mission Viejo,CA,92692,949-364-6500,Capistrano Unified
Orange,30666706997415,Sunflower Preschool & Kindergarten,2129 West Edinger Avenue,Santa Ana,CA,92704,714-979-7422,Santa Ana Unified
Orange,30664646204176,Talega Preparatory Academy,204 West Avenue de los Lobos Marinos,San Clemente,CA,92672,949-275-0767,Capistrano Unified
Orange,30736506907539,Tarbut V'Torah Community Day,5 Federation Way,Irvine,CA,92603,949-509-9500,Irvine Unified
Orange,30664237101900,The Islamic Education School,1136 North Brookhurst Street,Anaheim,CA,92801,714-999-2810,Anaheim
Orange,30664987005853,The Pegasus School,19692 Lexington Lane,Huntington Beach,CA,92646,714-964-1224,Fountain Valley
Orange,30666476145023,The Rock Christian Academy,418 Lavender Lane,Placentia,CA,92870,714-989-6201,Placentia-Yorba Linda Unified
Orange,30666216136733,The Whitworth School Inc.,1130 East Walnut Avenue,Orange,CA,92867,714-289-8400,Orange Unified
Orange,30666476136782,Towne and Country Early Education Center,201 East Madison Avenue,Placentia,CA,92870,714-524-2780,Placentia-Yorba Linda Unified
Orange,30666216973804,Trinity Lutheran Christian,4101 East Nohl Ranch Road,Anaheim,CA,92807,714-637-8370,Orange County Department of Education
Orange,30736506911697,Turtle Rock Private Kindergarten,1 Concordia,Irvine,CA,92612,949-854-7611,Irvine Unified
Orange,30736436205694,Tutor Time,12860 Central Park Avenue,Irvine,CA,92602,714-389-9999,Irvine Unified
Orange,30666476134779,Tutor Time,17331 Los Angeles Street,Yorba Linda,CA,92886,714-524-5437,Placentia-Yorba Linda Unified
Orange,30664236145460,UBM School,1681 West Broadway,Anaheim,CA,92802,714-635-6402,Anaheim City
Orange,30736507040751,University Montessori of Irvine,101 Russell Place,Irvine,CA,92617,949-854-6030,Irvine Unified
Orange,30664646201230,VanDamme Academy,2A Liberty,Aliso Viejo,CA,92656,949-510-4861,Capistrano Unified
Orange,30736356201230,VanDamme Academy,2A Liberty,Aliso Viejo,CA,92656,949-510-4861,Capistrano Unified
Orange,30666217016397,Veritas Christian Academy,2400 East Buffalo Avenue,Santa Ana,CA,92705,714-541-8022,Tustin Unified
Orange,30664496143853,Veritas Classical Academy,6550 Fairmont Boulevard,Yorba Linda,CA,92886,714-783-6731,Placentia-Yorba Linda Unified
Orange,30665227089543,Village Bible Academy,12671 Buaro Street,Garden Grove,CA,92840,714-537-5344,Garden Grove Unified
Orange,30736506900443,Village Montessori of Irvine,4552 Sandburg Way,Irvine,CA,92612,949-786-7494,Irvine Unified
Orange,30666477059538,Vineyard Christian School,5340 East La Palma Avenue,Anaheim,CA,92807,714-777-5462,Placentia-Yorba Linda Unified
Orange,30665977038680,Waldorf School of Orange County,2350 Canyon Drive,Costa Mesa,CA,92627,949-574-7775,Newport-Mesa Unified
Orange,30666137015837,Warner Avenue Christian Academy,7360 Warner Avenue,Huntington Beach,CA,92647,714-847-7050,Ocean View
Orange,30664646134720,West River Academy,33721 Bluewater Lane,Dana Point,CA,92629,949-492-5240,Capistrano Unified
Orange,30736507071509,Westpark Montessori School of Irvine,11 San Leandro,Irvine,CA,92614,949-262-0500,Irvine Unified
Orange,30665146937486,Whittier Christian High,501 North Beach Boulevard,La Habra,CA,90631,562-694-3803,Fullerton Joint Union High
Orange,30664316206692,Wisdom Mission,4545 Myra Avenue,Cypress,CA,90630,714-995-1900,Anaheim Union High
Orange,30736506142400,Xenos Academy,77 Post,Irvine,CA,92618,714-322-9273,Irvine Unified
Orange,30664236965438,Zion Lutheran Elementary,1244 East Cypress Street,Anaheim,CA,92805,714-535-3600,Anaheim City
Placer,31669107103674,Adventure Christian,6401 B Stanford Ranch Road,Roseville,CA,95678,916-781-2986,Roseville Elementary
Placer,31667877071608,American Christian Academy - Ext,3550 KOA Way,Auburn,CA,95602,530-365-2950,Auburn Union Elementary
Placer,31669106143903,American Montessori Elementary,143 Clinton Avenue,Roseville,CA,95678,916-784-1430,Roseville City Elementary
Placer,31667877083603,Calvary Chapel Christian School,202 Dairy Road,Auburn,CA,95603,530-885-9105,Auburn Elementary School District
Placer,31669107096563,Christian Life Academy,1301 Coloma Way,Roseville,CA,95661,916-956-4662,Roseville Joint Union High
Placer,31669517089469,Community Christian Schools,1545 First Street,Lincoln,CA,95648,916-645-6280,Western Placer Unified
Placer,31669287084890,Gates of Learning Center,1780 Vernon Street Suite 5,Roseville,CA,95678,916-782-1111,Roseville Joint Union High
Placer,31668297083678,Granite Bay Montessori,9330 Sierra College Boulevard,Roseville,CA,95661,916-791-7849,Eureka Union
Placer,31668457096373,Hope Lutheran School,7117 Hope Way,Penryn,CA,95663,916-652-0459,Loomis Union Elementary
Placer,31669446146286,ISchool,1070 Canterbury Drive,Kings Beach,CA,96143,775-831-2423,Tahoe-Truckee Unified
Placer,31669107002611,Merryhill School - Roseville,1115 Orlando Avenue,Roseville,CA,95661,916-783-3010,Eureka Union
Placer,31667876976088,Pine Hills Adventist Academy,13500 Richards Lane,Auburn,CA,95603,530-885-9447,Auburn Union Elementary
Placer,31668290118422,Placer Learning Center,5477 Eureka Road,Granite Bay,CA,95746,916-774-1260,Eureka Union School District
Placer,31669107083942,Roseville Community,50 Corporation Yard Road,Roseville,CA,95678,916-786-6906,Roseville City Elementary
Placer,,Smile Central,3315 Marlee Way Number 31,Rocklin,CA,95677,916-583-1322,Rocklin Unified
Placer,31669446937619,Squaw Valley Academy,235 Squaw Valley Road,Olympic Valley,CA,96146,530-583-9393,Tahoe-Truckee Unified
Placer,31669106976096,St. Albans Country Day School,2312 Vernon Street,Roseville,CA,95678,916-782-3557,Roseville Elementary Unified
Placer,31667876976104,St. Joseph Catholic School,11610 Atwood Road,Auburn,CA,95603,530-885-4490,Auburn Union Elementary
Placer,31669446142764,Tahoe Expedition Academy,8651 Speckled Avenue Box 1272,Kings Beach,CA,96143,530-546-5253,Tahoe Truckee Unified School District
Placer,31668036140792,Trinity Christian Academy,233 Berkswell Court,Roseville,CA,95747,916-742-5489,Dry Creek Joint Elementary
Placer,31668947081581,Weimar Academy,20601 West Paoli Lane,Weimar,CA,95736,530-422-7947,Placer Union High
Plumas,32669696130322,Lake Almanor Christian School,2610 Highway A-13,Lake Almanor,CA,96137,530-596-4100,Plumas Unified
Plumas,32669697013816,Plumas Christian School,49 South Lindan Avenue,Quincy,CA,95971,530-283-0415,Plumas Unified
Plumas,32669697102411,St. Andrew's Academy,198 Main Street,Chester,CA,96020,530-596-3343,Plumas Unified
Plumas,,Taylorsville School House,4236 Arlington Road,Taylorsville,CA,95983,530-258-6585,Plumas Unified
Riverside,33670906142202,Agnus Dei Christian School,10514 Rouselle Drive,Mira Loma,CA,91752,951-966-5636,Jurupa Unified
Riverside,33672156132716,All Saints' Carden Academy,3847 Terracina Drive,Riverside,CA,92506,951-682-8122,Riverside Unified
Riverside,33672156141618,Allegiant Christian School,9119 Deodar Court,Riverside,CA,92503,951-790-3941,Riverside Unified
Riverside,33672497096688,Alpha Omega Christian,2363 South San Jacinto Street,San Jacinto,CA,92583,951-766-9300,san jacinto
Riverside,,Ankh Education,23063 Miners Road,Perris,CA,92570,909-957-2327,Perris Unified School District
Riverside,33751766909824,Anne Sullivan Preschool and Kindergarten,21776 Palomar Street,Wildomar,CA,92595,951-678-3557,Lake Elsinore
Riverside,33670826143598,Anza Valley Christian School,39200 Rolling Hills Road,Anza,CA,92539,951-763-5614,Hemet Unified
Riverside,33670336139422,Applied Scholastics Online Academy,15020 Burwood Drive,Lake Mathews,CA,92570,951-789-0224,Corona-Norco Unified
Riverside,33670826965446,Baptist Christian School,26089 Girard Street,Hemet,CA,92544,951-658-3203,Hemet Unified
Riverside,33669770126821,Bright Futures Academy Riverside,9994 County Farm Road,Riverside,CA,92503,951-785-0504,Alvord Unified
Riverside,33751766910830,Bundy Canyon Christian,23411 Bundy Canyon Road,Wildomar,CA,92595,951-674-1254,Lake Elsinore Unified
Riverside,33752427085723,California Ranch School,21135 Olympia Avenue,Perris,CA,92570,951-943-6644,Val Verde Unified
Riverside,33751926145155,Calvary Baptist Christian School,31087 Nicolas Road,Temecula,CA,92591,951-676-8700,Temecula Valley Unified
Riverside,33670826146179,Calvary Chapel Academy,26121 Hemet Street,Hemet,CA,92544,951-927-4395,Hemet Unified
Riverside,33671247085731,Calvary Chapel Christian,11960 Pettit Street,Moreno Valley,CA,92555,951-485-6088,Moreno Valley Unified
Riverside,33672316145759,Calvary Chapel Christian Academy,27912 Adams Avenue,Menifee,CA,92585,951-928-1166,Romoland Unified
Riverside,33670336202766,Calvary Chapel Christian Academy,130 West Chase Drive,Corona,CA,92882,951-756-8036,Corona-Norco Unified
Riverside,33670336142095,Calvary Chapel Corona Christian Academy,130 West Chase Drive,Corona,CA,92882,951-278-0600,Corona-Norco Unified
Riverside,33670906134894,Calvary Christian Academy,5212 Sulphur Drive,Mira Loma,CA,91752,951-361-0438,Jurupa Unified
Riverside,33669857072119,Calvary Christian School,1325 Mountain Avenue,Banning,CA,92220,951-849-1877,Banning Unified
Riverside,33752007083082,Calvary Murrieta Christian Schools,24225 Monroe Avenue and 24275 Monroe Avenue,Murrieta,CA,92562,951-834-9190,Murrieta Valley Unified
Riverside,,Canyon Crest High School,5225 Canyon Crest Drive,Riverside,CA,92507,951-367-0917,RUSD
Riverside,33669936976724,Cherry Valley Brethren School,39205 Vineland Street,Cherry Valley,CA,92223,951-845-3089,Beaumont Unified
Riverside,33669936203780,Childhelp School of Village West,14700 Manzanita Park Road,Beaumont,CA,92223,951-845-3155,Beaumont USD
Riverside,33670337078116,Christian Heritage School,915 West Citron Street,Corona,CA,92882,951-736-3033,Corona-Norco Unified
Riverside,33752006140701,City Day School,39550 Saint Honore Drive,Murrieta,CA,92563,951-837-3455,Murrieta Valley Unified
Riverside,33670827023435,Community Christian School,41762 Stetson Avenue,Hemet,CA,92544,951-929-2135,Hemet Unified
Riverside,33751767094295,Cornerstone Christian,34570 Monte Vista Drive,Wildomar,CA,92595,951-674-9381,Lake Elsinore Unified
Riverside,33671247094980,Cornerstone Fellowship Academy,12407 Yuma Court,Moreno Valley,CA,92557,951-485-9610,Moreno Valley Unified
Riverside,33670907092620,Cottonwood Montessori,4302 Pedley Road,Riverside,CA,92509,951-685-5800,jurupa unified
Riverside,33671247057151,Country Day School,11001 Old Perris Boulevard,Moreno Valley,CA,92557,951-242-2392,Moreno Valley Unified
Riverside,33670337096092,Countryside Montessori Center,2266 Griffin Way,Corona,CA,92879,951-340-2821,corona norco school district
Riverside,33670336917629,Crossroads Christian Schools,2380 Fullerton Avenue,Corona,CA,92881,951-278-3199,Corona-Norco Unified
Riverside,33670586976823,Desert Adventist School,74200 Country Club Drive,Palm Desert,CA,92260,760-779-1799,Desert Sands Unified
Riverside,33671737011612,Desert Chapel Christian,630 South Sunrise Way,Palm Springs,CA,92264,706-327-2772,Palm Springs Unified
Riverside,33670586901896,Desert Christian Academy,40700 Yucca Lane,Bermuda Dunes,CA,92203,760-345-2848,Desert Sands Unified
Riverside,33670586144778,Desert Christian Private School,78-365 Highway 111 Suite 401,La Quinta,CA,92253,760-702-5324,Desert Sands Unified
Riverside,33751926202964,Discovery Isle Child Development Center,32220 Temecula Parkway (Highway 79 South),Temecula,CA,92592,951-303-3055,Temecula Valley Unified
Riverside,33751767084460,Faith Baptist Academy,21220 Walnut Street,Wildomar,CA,92595,951-245-8748,Lake Elsinore Unified
Riverside,33671167089196,Good Shepherd Lutheran,26800 Newport Road,Menifee,CA,92584,951-672-6675,Menifee Union Elementary
Riverside,,Grace and Glory Academy,27519 Silver Cloud Court,Corona,CA,92883,951-638-4170,Corona-Norco Unified
Riverside,33670336907570,Grace Lutheran Kindergarten,1811 South Lincoln Avenue,Corona,CA,92882,951-737-2187,Corona-Norco Unified
Riverside,33671577092182,Grace Preparatory School,30750 Montgomery Avenue,Nuevo,CA,92567,951-928-5017,Nuview Union
Riverside,33672156923098,Growing Place,4259 Jurupa Avenue,Riverside,CA,92506,951-686-8134,Riverside Unified
Riverside,33672156926877,Hawarden Hills Academy,6696 Via Vista Drive,Riverside,CA,92506,951-780-1616,Riverside County Office of Education
Riverside,33670826976799,Hemet Adventist Christian School,26312 Hemet Street,Hemet,CA,92544,951-927-3972,Hemet Unified
Riverside,,Heritage Academy,3562 Broken Twig Drive,Norco,CA,92860,951-280-9011,Corona-Norco USD
Riverside,,Hikari Christian Academy,29573 Two Harbor Lane,Menifee,CA,92585,951-301-7125,Romoland Elementary
Riverside,33751926917660,Hillcrest Academy,29275 Santiago Road,Temecula,CA,92592,951-676-4754,Temecula Valley Unified
Riverside,33669936144158,Holy Trinity Academy,651 Weng Star Street,Beaumont,CA,92224,951-922-2524,Beaumont Unified
Riverside,33751766205850,Hope Learning Academy,31542 Railroad Canyon Road Suite 1,Canyon Lake,CA,92587,951-244-5038,Lake Elsinore Unified
Riverside,33672156965461,Immanuel Lutheran Elementary,5545 Alessandro Boulevard,Riverside,CA,92506,951-682-4211,Riverside Unified
Riverside,33670586137012,Indio Christian Center Academy,84155 Corrigedor Street,Indio,CA,92201,760-592-1782,Desert Sands Unified School District
Riverside,33671246142707,Inland Empire Montessori Academy,10570 Village Road,Moreno Valley,CA,92557,909-547-5437,Moreno Valley Unified
Riverside,33672157057482,Islamic Academy of Riverside,1038 West Linden Street Number B,Riverside,CA,92507,951-682-1202,Riverside Unified
Riverside,33671246137475,Jan Peterson Child Day Care Center Inc.,26895 Brodiaea Avenue,Moreno Valley,CA,92555,951-601-9200,Moreno Valley Unified
Riverside,33671737086697,King's Schools of the Desert,67675 Bolero Road,Palm Springs,CA,92264,760-324-5464,Palm Springs Unified
Riverside,33670587079742,La Quinta Christian Fellowship School,50-800 Calle Paloma,La Quinta,CA,92253,760-564-9195,Desert Sands Unified
Riverside,33669776937809,La Sierra Academy,4900 Golden Avenue,Riverside,CA,92505,951-351-1445,Alvord Unified
Riverside,33670826144315,Liberty Christian School oc Calvary Chapel Valle Vista,44200 Palm Avenue,Hemet,CA,92544,909-210-3048,Hemet Unified
Riverside,33751926937825,Linfield Christian School,31950 Pauba Road,Temecula,CA,92592,951-676-8111,Temecula Valley Unified School District
Riverside,33751926145122,Little Stars Academy,31773 Temecula Parkway Unit B,Temecula,CA,92592,951-302-7766,Temecula Valley Unified
Riverside,33672156144752,Living Faith Christian Academy,1110 Cozumel Street,Riverside,CA,92501,909-609-5337,Riverside Unified
Riverside,33752426142897,Living Water Christian Academy,2079 Wilson Avenue,Perris,CA,92571,951-201-3320,Val Verde Unified
Riverside,,MacGvyer Academy,25193 Wanda Lane,Hemet,CA,92544,951-927-6874,Hemet Unified
Riverside,33670336132492,Magnolia Preschool and Kindergarten,13130 Magnolia Avenue,Corona,CA,92879,951-272-0977,corona norco
Riverside,33672077101082,Master's Hands Christian School,28773 Eridanus Drive,Sun City,CA,92586,951-246-3571,Perris Union High
Riverside,,Merry Weather Homeschool,49875 Hopi Court,Aguanga,CA,92536,951-763-1434,Hemet Unified
Riverside,33670906132534,Mira Loma Christian School,4752 Felspar Street B101,Riverside,CA,92509,951-681-0107,Jurupa Unified
Riverside,33672076142889,Mission Academy /Mission Academy High School,190 East 5th Street,Perris,CA,92570,805-527-7744,Perris
Riverside,33671246203996,Monarch Christian Academy,26407 Petaluma Avenue,Moreno Valley,CA,92555,951-485-7468,Moreno Valley Unified
Riverside,33672156900187,Montessori Academy,6200 Pachappa Drive,Riverside,CA,92506,951-682-3380,riverside
Riverside,33669777009772,Montessori Children's House,10493 Magnolia Avenue,Riverside,CA,92505,951-359-5437,Riverside
Riverside,33671737103583,Montessori Elementary School of Palm Springs,3692 East Chia Road,Palm Springs,CA,92262,760-323-2502,Palm Springs School District
