'FacNum','Capacity','LicStatus','Name','Address','City','State','Zipcode','Telephone'
304370179,40,'Licensed','FRENCH AMERICAN SCHOOL OF ORANGE CO. (LYCEE INT.)','2625 NORTH TUSTIN AVENUE','SANTA ANA','CA',92705,'(714) 771-4710'
304370181,50,'Licensed','CHAI TOTS','5010 BARRANCA PARKWAY','IRVINE','CA',92604,'(949) 786-5000'
304370182,48,'Licensed','NMUSD COLLEGE PARK PRESCHOOL','2380 NORTE DAME ROAD','COSTA MESA','CA',92626,'(714) 424-7960'
304370183,48,'Licensed','NMUSD POMONA PRESCHOOL','2051 POMONA AVENUE','COSTA MESA','CA',92627,'(949) 515-6645'
304370185,76,'Licensed','INT''L CHRISTIAN MONTESSORI ACADEMY OF NEWPORT','2591 IRVINE AVENUE','COSTA MESA','CA',92627,'(949) 631-9749'
304370189,27,'Licensed','FULLERTON SCHOOL DISTRICT BEECHWOOD SCHOOL','780 BEECHWOOD AVENUE','FULLERTON','CA',92831,'(714) 447-2850'
304370192,106,'Licensed','MONTESSORI GREENHOUSE SCHOOL','5856 BELGRAVE','GARDEN GROVE','CA',92845,'(714) 897-3833'
304370194,50,'Licensed','MONTESSORI GREENHOUSE SCHOOL','4001 HOWARD STREET','LOS ALAMITOS','CA',90720,'(562) 430-4409'
304370195,24,'Licensed','KIDWORKS','1902 WEST CHESTNUT AVENUE','SANTA ANA','CA',92703,'(714) 834-9400'
304370197,72,'Licensed','GARDEN GROVE UNIFIED SCHOOL DISTRICT/PETERS','13162 NEWHOPE STREET','GARDEN GROVE','CA',92843,'(714) 663-6085'
304370198,72,'Licensed','GARDEN GROVE UNIFIED SCHOOL DISTRICT/BROOKHURST','9821 CATHERINE AVE.','GARDEN GROVE','CA',92841,'(714) 663-6556'
304370204,96,'Licensed','ROBERT MAYER CHILD DEVELOPMENT PRESCHOOL','15744 GOLDENWEST STREET','HUNTINGTON BEACH','CA',92647,'(714) 895-8127'
304370212,82,'Licensed','FULBRIGHT MONTESSORI ACADEMY','20411 JAMES BAY CIRCLE','LAKE FOREST','CA',92630,'(949) 583-9292'
304370213,42,'Licensed','TRIDENT CDC','1800 W. BALL ROAD','ANAHEIM','CA',92804,'(714) 999-5632'
304370216,48,'Licensed','GARDEN GROVE UNIFIED SCHOOL DISTRICT/WAKEHAM','7772 CHAPMAN','GARDEN GROVE','CA',92841,'(714) 663-6407'
304370218,63,'Licensed','SURF CITY CHRISTIAN CHILD DEVELOPMENT PRESCHOOL','5432 HEIL','HUNTINGTON BEACH','CA',92649,'(714) 812-6407'
304370222,24,'Licensed','ANAHEIM CITY SCHOOL DISTRICT-GUINN','1051 S. SUNKIST STREET','ANAHEIM','CA',92806,'(714) 517-8550'
304370226,90,'Licensed','STEPPING STONES LEARNING CENTER AND INFANT CARE','4460 LINCOLN AVENUE #5','CYPRESS','CA',90630,'(714) 826-2311'
304370231,108,'Licensed','KIDDIE ACADEMY OF IRVINE','16655 NOYES AVENUE','IRVINE','CA',92606,'(949) 660-0005'
304370239,158,'Licensed','GODDARD SCHOOL','1 AURA LANE','LADERA RANCH','CA',92694,'(949) 218-6200'
304370242,144,'Licensed','LEPORT SCHOOLS-HUNTINGTON HARBOR','16081 WAIKIKI LANE','HUNTINGTON BEACH','CA',92649,'(714) 377-6035'
304370243,24,'Licensed','DEL SOL SCHOOL','5340 MYRA AVENUE','CYPRESS','CA',90630,'(714) 828-6400'
304370244,136,'Licensed','TURTLE ROCK PRESCHOOL','1 CONCORDIA WEST','IRVINE','CA',92612,'(949) 854-7611'
304370249,120,'Licensed','COUNTRY VILLAGE PRESCHOOL R.S.M.','21931 AVENIDA DE LAS FUNDADORE','RANCHO STA MARGAITA','CA',92688,'(949) 858-0999'
304370251,36,'Licensed','DANA POINT MONTESSORI SCHOOL','33501 DEL OBISPO','DANA POINT','CA',92629,'(949) 443-4213'
304370253,42,'Licensed','MESA VERDE PRE-SCHOOL','3013 DEODAR AVENUE','COSTA MESA','CA',92626,'(714) 513-1686'
304370255,60,'Licensed','LIL'' LIGHTHOUSE PRESCHOOL','301 MAGNOLIA STREET','COSTA MESA','CA',92627,'(949) 631-7294'
304370256,194,'Licensed','TUTOR TIME CHILD CARE/LEARNING CENTER','24291 AVILA ROAD','LAGUNA NIGUEL','CA',92677,'(949) 831-8887'
304370260,37,'Licensed','HAPPY HIPPO PRESCHOOL','1401 SO. ANAHEIM BLVD.  #B','ANAHEIM','CA',92805,'(714) 491-9005'
304370261,30,'Licensed','OCPT HANDY CHILD DEVELOPMENT CENTER','860 NORTH HANDY STREET','ORANGE','CA',92867,'(714) 289-1175'
304370262,48,'Licensed','PRESCHOOL ACADEMY','19231 HARDING LANE','HUNTINGTON BEACH','CA',92646,'(714) 962-3348'
304370265,95,'Licensed','CHILDREN''S VILLAGE PRESCHOOL','254 S. ESPLANADE','ORANGE','CA',92869,'(714) 633-3133'
304370266,78,'Licensed','INTERNATIONAL MONTESSORI ACADEMY OF ORANGE','5003 EAST CHAPMAN','ORANGE','CA',92689,'(714) 997-1200'
304370269,131,'Licensed','MONTESSORI AT THE PARK','21742 BUENA SUERTE','RANCHO SAN MARGARITA','CA',92688,'(949) 635-1220'
304370272,75,'Licensed','NMUSD HARBOR VIEW PRESCHOOL','900 GOLDENROD AVENUE','CORONA DEL MAR','CA',92625,'(949) 515-6940'
304370273,24,'Licensed','NMUSD SONORA PRESCHOOL','966 SONORA ROAD','COSTA MESA','CA',92626,'(714) 424-7955'
304370274,70,'Licensed','PLUMFIELD PRE-SCHOOL','2112 E. SANTA CLARA AVE.','SANTA ANA','CA',92705,'(714) 547-5771'
304370275,60,'Licensed','SUNFLOWER PRESCHOOL AND CHILD CARE','9822 RUSSELL STREET','GARDEN GROVE','CA',92844,'(714) 534-5743'
304370276,113,'Licensed','TUTOR TIME CHILD/CARE LEARNING CENTER','350 SOUTH FESTIVAL DRIVE','ANAHEIM HILLS','CA',92808,'(714) 282-8296'
304370279,132,'Licensed','TUTOR TIME CHILD CARE/LEARNING CENTER','2709 N BRISTOL STREET','SANTA ANA','CA',92706,'(714) 550-7120'
304370285,95,'Licensed','TUTOR TIME CHILD CARE/LEARNING CENTER','5805 CORPORATE AVENUE','CYPRESS','CA',90630,'(714) 484-1000'
304370288,24,'Licensed','CLEGG PRESCHOOL','6311 LARCHWOOD DRIVE','HUNTINGTON BEACH','CA',92647,'(714) 894-7218'
304370289,24,'Licensed','WESTMINSTER SCHOOL DISTRICT -SEQUOIA PRESCHOOL','5900 IROQUOIS ROAD','WESTMINSTER','CA',92683,'(714) 894-7271'
304370290,24,'Licensed','SCHROEDER PRESCHOOL','15151 COLUMBIA LANE','HUNTINGTON BEACH','CA',92647,'(714) 894-7268'
304370291,36,'Licensed','KOGUMA YOUCHIEN','4947 ALTON PARKWAY','IRVINE','CA',92604,'(949) 923-9017'
304370292,120,'Licensed','TUTOR TIME CHILD CARE/LEARNING CENTER','1550 BRISTOL STREET NORTH','NEWPORT BEACH','CA',92660,'(949) 955-2672'
304370296,200,'Licensed','TUTOR TIME CHILD CARE/LEARNING CENTER','12860 CENTRAL PARK AVENUE','IRVINE','CA',92602,'(714) 389-9999'
304370298,75,'Licensed','WALDORF SCHOOL OF ORANGE','2350 CANYON DRIVE','COSTA MESA','CA',92627,'(949) 574-7775'
304370300,40,'Licensed','A CHILD''S PLACE PRESCHOOL','1601 WEST LA HABRA BLVD.','LA HABRA','CA',90631,'(562) 690-4013'
304370302,30,'Licensed','MONTESSORI CHILD CARE CENTER','1108 NORTH ACACIA','ANAHEIM','CA',92805,'(714) 635-8787'
304370309,139,'Licensed','BRIGHT STAR LEARNING CENTER','6621 GLEN DRIVE','HUNTINGTON BEACH','CA',92647,'(714) 895-4063'
304370313,30,'Licensed','SUNRISE CHILD DEVELOPMENT CENTER','11832 EUCLID STREET','GARDEN GROVE','CA',92840,'(714) 636-9877'
304370315,84,'Licensed','KELLIE''S ACADEMY FOR KIDS','5702 CLARK DRIVE','HUNTINGTON BEACH','CA',92649,'(714) 377-0533'
304370320,100,'Licensed','GARDEN GROVE 1ST PRESCHOOL','8461 GARDEN GROVE BLVD.','GARDEN GROVE','CA',92844,'(714) 537-8900'
304370325,48,'Licensed','GARDEN GROVE UNIFIED SCHOOL DISTRICT/VIOLETTE','12091 LAMPSON AVENUE','GARDEN GROVE','CA',92840,'(714) 663-6203'
304370327,155,'Licensed','TUTOR TIME CHILD CARE/LEARNING CENTER','30722 EL PORTAL','RANCHO SAN MARGARITA','CA',92688,'(949) 888-7274'
304370329,70,'Licensed','TALEGA LIFE CHURCH PRESCHOOL','1050 CALLE NEGOCIO','SAN CLEMENTE','CA',92673,'(949) 542-8680'
304370330,46,'Licensed','STEPPING STONES LEARNING CENTER','8760 CERRITOS AVENUE','ANAHEIM','CA',92804,'(714) 821-3520'
304370334,124,'Licensed','MARBELLA MONTESSORI','31113 RANCHO VIEJO ROAD','SAN JUAN CAPISTRANO','CA',92675,'(949) 661-3355'
304370336,90,'Licensed','UNIVERSITY SYNAGOGUE PRESCHOOL','3400 MICHELSON DRIVE','IRVINE','CA',92612,'(949) 553-3535'
304370344,73,'Licensed','INT''L CHRISTIAN MONTESSORI ACADEMY OF COSTA MESA','2950 MCCLINTOCK','COSTA MESA','CA',92626,'(714) 966-0303'
304370345,46,'Licensed','HILLTOP NURSERY SCHOOL','9685 WARNER AVE.','FOUNTAIN VALLEY','CA',92708,'(714) 963-9838'
304370350,72,'Licensed','GOSPEL PRE-AFTER SCHOOL','13040 COAST PLACE','GARDEN GROVE','CA',92844,'(714) 537-7949'
304370352,36,'Licensed','MARLEY''S PRESCHOOL','16771 PACIFIC COAST HIGHWAY','SUNSET BEACH','CA',90742,'(714) 231-3659'
304370353,72,'Licensed','CHILDREN''S MONTESSORI CENTER OF YORBA LINDA','17550 YORBA LINDA BLVD.','YORBA LINDA','CA',92686,'(714) 528-0831'
304370357,24,'Licensed','TUSD/ KINDERGARTEN READINESS ACADEMY-BESWICK','1362 MITCHELL AVENUE','TUSTIN','CA',92780,'(714) 730-7385'
304370358,24,'Licensed','TUSD/KINDERGARTEN READINESS ACADEMY-HEIDEMAN','15571 WILLIAMS STREET','TUSTIN','CA',92780,'(714) 730-7521'
304370359,24,'Licensed','TUSD/KINDERGARTEN READINESS ACADEMY-VEEH','1701 SAN JUAN STREET','TUSTIN','CA',92780,'(714) 730-7544'
304370360,24,'Licensed','TUSD/KINDERGARTEN READINESS ACADEMY-THORMAN','1402 SYCAMORE AVENUE','TUSTIN','CA',92780,'(714) 730-7364'
304370361,24,'Licensed','TUSD/KINDERGARTEN READINESS ACADEMY-LAMBERT','1151 SAN JUAN AVENUE','TUSTIN','CA',92780,'(714) 730-7457'
304370362,60,'Licensed','NMUSD PAULARINO PRESCHOOL','1060 PAULARINO AVENUE','COSTA MESA','CA',92626,'(714) 424-7950'
304370363,52,'Licensed','HBCSD-PRESCHOOL ACADEMY','9291 BANNING','HUNTINGTON BEACH','CA',92646,'(714) 962-2451'
304370364,114,'Licensed','GRACE LUTHERAN P.S. SITE #2','5172 MCFADDEN AVENUE','HUNTINGTON BEACH','CA',92649,'(714) 899-1600'
304370365,24,'Licensed','MAXWELL SCHOOL READINESS','2613 W. ORANGE','ANAHEIM','CA',92804,'(714) 527-2217'
304370366,20,'Licensed','WALTER SCHOOL READINESS','10802 RUSTIC LANE','ANAHEIM','CA',92804,'(714) 761-5997'
304370367,24,'Licensed','DR. ALBERT SCHWEITZER SCHOOL READINESS ROOM','229 S. DALE ROOM 40','ANAHEIM','CA',92804,'(714) 527-7761'
304370368,48,'Licensed','ROBERT M. PYLES SCHOOL READINESS ROOM','10411 S. DALE','STANTON','CA',90680,'(714) 761-6324'
304370369,40,'Licensed','WALT DISNEY SCHOOL READINESS ROOM','2323 W. ORANGE AVENUE','ANAHEIM','CA',92804,'(714) 535-1183'
304370370,24,'Licensed','DR. PETER MARSHALL SCHOOL READINESS ROOM','2627 W. CRESCENT AVEN','ANAHEIM','CA',92804,'(714) 527-8821'
304370375,48,'Licensed','GARDEN GROVE UNIFIED SCHOOL DISTRICT / BRYANT','8371 ORANGEWOOD','GARDEN GROVE','CA',92844,'(714) 663-6451'
304370376,24,'Licensed','GARDEN GROVE UNIFIED SCHOOL DISTRICT / EISENHOWER','13221 LILY STREET','GARDEN GROVE','CA',92843,'(714) 663-6401'
304370380,53,'Licensed','ANAHEIM CITY SCHOOL DISTRICT-FRANKLIN','506 SOUTH JANSS STREET','ANAHEIM','CA',92805,'(714) 517-7120'
304370383,28,'Licensed','SYCAMORE PRESCHOOL','340 N. MAIN STREET','ORANGE','CA',92868,'(714) 628-5414'
304370393,42,'Licensed','MIDWAY HEAD START','14900 PARK LANE','MIDWAY CITY','CA',92655,'(714) 889-1494'
304370395,21,'Licensed','MYFORD CDC','3181 TREVINO','IRVINE','CA',92602,'(714) 508-1480'
304370396,21,'Licensed','TUSTIN RANCH CDC','12950 ROBINSON DRIVE','TUSTIN','CA',92782,'(714) 573-9256'
304370397,24,'Licensed','LOS ALAMITOS CHILD DEVELOPMENT CENTER','1698 BOLSA AVENUE','SEAL BEACH','CA',90740,'(562) 799-4580'
304370398,15,'Licensed','ANAHEIM CITY SCHOOL DISTRICT-HERMOSA VILLAGE','1515 CALLE DEL MAR','ANAHEIM','CA',92802,'(714) 517-7518'
304370401,24,'Licensed','JULIETTE LOW SCHOOL READINESS ROOM','215 N. VENTURA','ANAHEIM','CA',92801,'(714) 533-2673'
304370402,24,'Licensed','DR. JONAS SALK SCHOOL READINESS ROOM','1411 S. GILBERT','ANAHEIM','CA',92804,'(714) 527-5143'
304370407,24,'Licensed','ORANGETHORPE ELEMENTARY SCHOOL','1400 S. BROOKHURST STREET','FULLERTON','CA',92833,'(714) 447-7430'
304370408,24,'Licensed','PACIFIC DRIVE ELEMENTRY SCHOOL','1501 W. VALENCIA DRIVE','FULLERTON','CA',92833,'(714) 447-7735'
304370409,24,'Licensed','WOODCREST ELEMENTARY SCHOOL','455 W. BAKER AVENUE','FULLERTON','CA',92832,'(714) 447-7760'
304370410,48,'Licensed','SANTA ANA USD- HENINGER PRE-KINDERGARTEN','417 WEST WALNUT','SANTA ANA','CA',92701,'(714) 953-3800'
304370411,72,'Licensed','SADDLEBACK VALLEY CHRISTIAN SCHOOLS ECC','26333 OSO ROAD','SAN JUAN CAPISTRANO','CA',92675,'(949) 443-4399'
304370413,48,'Licensed','SANTA ANA USD/WILSON PREKINDERGARTEN','1317 NORTH BAKER STREET','SANTA ANA','CA',92706,'(714) 564-8100'
304370415,60,'Licensed','CANYON MONTESSORI CENTER','761 S. WEIR CANYON DRIVE','ANAHEIM HILLS','CA',92807,'(714) 974-1365'
304370423,72,'Licensed','ST. MARK COMMUNITY PRESCHOOL','2200 SAN JOAQUIN HILLS ROAD','NEWPORT BEACH','CA',92660,'(949) 644-1442'
304370426,100,'Licensed','OC MONTESSORI ACADEMY','8372 MCFADDEN AVENUE','WESTMINISTER','CA',92683,'(714) 898-5523'
304370428,195,'Licensed','LEPORT SCHOOL OF IRVINE','1055 SAN MARINO','IRVINE','CA',92614,'(949) 833-8474'
304370432,158,'Licensed','COUNTRY VILLAGE PRESCHOOL FOOTHILL RANCH','27005 BURBANK ROAD','FOOTHILL RANCH','CA',92610,'(949) 380-4300'
304370436,36,'Licensed','HANDS TOGETHER LITERACY PROGRAM','609 N. SPURGEON ST.','SANTA ANA','CA',92701,'(714) 569-0203'
304370441,108,'Licensed','CATHY''S KIDS CLUB','1735 NORTH GRAND AVENUE','SANTA ANA','CA',92705,'(714) 832-2669'
304370444,71,'Licensed','OC KIDS CHILDCARE INC.- CAWTHON','10160 DENNI STREET','CYPRESS','CA',90630,'(714) 484-7844'
304370445,30,'Licensed','OCPT TAFT CHILD DEVELOPMENT CENTER','1829 NORTH CAMBRIDGE STREET','ORANGE','CA',92865,'(714) 639-4000'
304370447,37,'Licensed','DANA MONTESSORI','34052 VIOLET LANTERN','DANA POINT','CA',92679,'(949) 240-7271'
304370448,80,'Licensed','O.C. KIDS PRESCHOOL','11362 BROOKHURST STREET','GARDEN GROVE','CA',92840,'(714) 530-7263'
304370450,24,'Licensed','SUNSHINE COMMUNITY NURSERY SCHOOL','2131 TUSTIN AVENUE','COSTA MESA','CA',92627,'(949) 645-1969'
304370451,20,'Licensed','OC KIDS CHILDCARE INC.-LANDELL','9705 DENNI STREET','CYPRESS','CA',90630,'(714) 226-0040'
304370453,48,'Licensed','HBCSD-PRESCHOOL ACADEMY','20661 FARNSWORTH LANE','HUNTINGTON BEACH','CA',92646,'(714) 378-1515'
304370456,24,'Licensed','NMUSD-REA PRESCHOOL','661 HAMILTON AVE.','COSTA MESA','CA',92627,'(949) 515-6895'
304370459,72,'Licensed','NIGUEL CHILDREN''S CENTER','27102 FOXBOROUGH','ALISO VIEJO','CA',92656,'(949) 495-2512'
304370465,60,'Licensed','DELHI HEAD START','505 E. CENTRAL AVENUE','SANTA ANA','CA',92707,'(714) 361-8866'
304370466,60,'Licensed','RUBY DRIVE HEAD START','601 RUBY DRIVE','PLACENTIA','CA',92870,'(714) 854-8787'
304370467,24,'Licensed','GGUSD-MURDY ELEMENTARY','14851 DONEGAL DRIVE','GARDEN GROVE','CA',92844,'(714) 663-6405'
304370471,75,'Licensed','ST. MATTHEW''S MONTESSORI SCHOOL','2300 FORD ROAD','NEWPORT BEACH','CA',92660,'(949) 219-0916'
304370472,60,'Licensed','CARDEN CONSERVATORY PRESCHOOL','5702 CLARK DRIVE','HUNTINGTON BEACH','CA',92649,'(714) 840-2197'
304370474,131,'Licensed','ST. ANDREW''S PRESBYTERIAN CHURCH','600 ST. ANDREWS ROAD','NEWPORT BEACH','CA',92663,'(949) 574-2232'
304370477,23,'Licensed','ANAHEIM CITY SCHOOL DISTRICT-LOARA','1601 WEST BROADWAY','ANAHEIM','CA',92802,'(714) 517-7123'
304370481,60,'Licensed','CALVARY CHAPEL RANCHO SANTA MARGARITA','30615 AVENIDA DE LAS FLORES','RANCHO STA MARGARITA','CA',92688,'(949) 858-6170'
304370482,144,'Licensed','BRIGHT HORIZONS SAN CLEMENTE','2015 CALLE FRONTERA','SAN CLEMENTE','CA',92673,'(949) 492-5555'
304370485,60,'Licensed','CAL ELITE KIDS-PRESCHOOL ACADEMY','22982 AVENIDA EMPRESA','RANCHO STA MARGARITA','CA',92688,'(949) 589-1512'
304370486,56,'Licensed','FOOTHILL MONTESSORI SCHOOL','18692 EAST 17TH STREET','SANTA ANA','CA',92705,'(714) 731-5653'
304370487,113,'Licensed','DREAM-I EDUCATION CENTER','1700 WEST LA HABRA BLVD.','LA HABRA','CA',90631,'(562) 266-1004'
304370495,160,'Licensed','IRVINE MONTESSORI SCHOOL','17575 CARTWRIGHT ROAD','IRVINE','CA',92614,'(949) 752-7217'
304370496,40,'Licensed','EL JARDIN DE NINOS MSHS CENTER','801 EAST FIRST STREET','SANTA ANA','CA',92701,'(714) 836-4056'
304370497,24,'Licensed','BADEN POWELL SCHOOL READINESS','2911 WEST STONYBROOK DRIVE','ANAHEIM','CA',92804,'(714) 527-2154'
304370498,75,'Licensed','SANTA ANA CHILD DEVELOPMENT CENTER-EAST CAMPUS','1510 NORTH PARTON STREET','SANTA ANA','CA',92706,'(714) 954-1178'
304370500,110,'Licensed','FIRST CHRISTIAN PIERSIDE PRESCHOOL','1209 MAIN STREET','HUNTINGTON BEACH','CA',92648,'(714) 969-8697'
304370501,231,'Licensed','MY FIRST MONTESSORI','19118 BROOKHURST STREET','HUNTINGTON BEACH','CA',92646,'(714) 962-2620'
304370504,112,'Licensed','MISSION MONTESSORI','26763 PLAZA DRIVE','MISSION VIEJO','CA',92691,'(949) 582-3956'
304370506,67,'Licensed','CLEVER ENDEAVORS EARLY CARE & EDUCATION','491 NORTH HEWES STREET','ORANGE','CA',92869,'(714) 639-6233'
304370507,40,'Licensed','NMUSD KILLYBROOKE PRESCHOOL','3155 KILLYBROOKE LANE','COSTA MESA','CA',92626,'(949) 515-6622'
304370509,20,'Licensed','BIG BACKYARD','2421 NORTH GRAND AVENUE','SANTA ANA','CA',92705,'(714) 835-1675'
304370511,24,'Licensed','TUSD/KINDERGARTEN READINESS ACADEMY-ESTOCK','14741 NORTH B STREET','TUSTIN','CA',92480,'(714) 730-7592'
304370512,50,'Licensed','CENTRALIA STATE PRESCHOOL AT SAN MARINO','6215 SAN ROLANDO WAY #3 & 4','BUENA PARK','CA',90260,'(714) 228-3453'
304370516,15,'Licensed','GROWING TREE II','215 1/2 SEAL BEACH BLVD.','SEAL BEACH','CA',90740,'(562) 430-2434'
304370518,74,'Licensed','LOVE 2 LEARN PRESCHOOL','1200 WEST 17TH STREET','SANTA ANA','CA',92706,'(714) 834-1966'
304370519,44,'Licensed','EL DORADO PRESCHOOL','9430 WARNER AVENUE SUITE A','FOUNTAIN VALLEY','CA',92708,'(714) 968-7400'
304370520,66,'Licensed','LEARNING SPOT CHILD DEVELOPMENT CENTER','12388 GARDEN GROVE BLVD.','GARDEN GROVE','CA',92843,'(714) 534-0467'
304370526,18,'Licensed','PACIFIC SHORES DAY SCHOOL','2900 PACIFIC VIEW DRIVE','CORONA DEL MAR','CA',92625,'(949) 351-5744'
304370527,192,'Licensed','PLEASANT VIEW-OCEAN PREPARATORY PRESCHOOL/OVSD','16692 LANDAU LANE','HUNTINGTON BEACH','CA',92647,'(714) 847-2551'
304370534,34,'Licensed','AMALIE MONTESSORI ACADEMY','1231 EAST CHAPMAN AVENUE','FULLERTON','CA',92831,'(714) 526-6245'
304370537,28,'Licensed','HOLY FAMILY CATHEDRAL PRESCHOOL','530 SOUTH GLASSELL','ORANGE','CA',92866,'(714) 538-6012'
304370538,90,'Licensed','MONTESSORI CHILD DEVELOPMENT CENTER','5702 CLARK DRIVE','HUNTINGTON BEACH','CA',92649,'(714) 377-5779'
304370540,48,'Licensed','SAUSD/WASHINGTON ELEM.SCHOOL-KINDER READINESS','910 WEST ANAHURST PLACE','SANTA ANA','CA',92707,'(714) 445-5100'
304370541,24,'Licensed','SAUSD/PIO PICO ELEM. SCHOOL READINESS PROGRAM','931 WEST HIGHLAND','SANTA ANA','CA',92703,'(714) 972-7500'
304370542,23,'Licensed','SAUSD/LOWELL ELEM. SCHOOL-KINDER READINESS PROG.','700 SOUTH FLOWER','SANTA ANA','CA',92703,'(714) 972-6300'
304370543,48,'Licensed','SAUSD/LINCOLN ELEM. SCHOOL-KINDER READINESS PROG.','425 S. SULLIVAN','SANTA ANA','CA',92704,'(714) 972-6200'
304370545,20,'Licensed','SAUSD/GARFIELD ELEM. SCHOOL-KINDER READINESS','850 BROWN STREET','SANTA ANA','CA',92701,'(714) 972-5300'
304370547,24,'Licensed','SAUSD/DAVIS ELEM. SCHOOL-KINDER READINESS PROGRAM','1405 FRENCH STREET','SANTA ANA','CA',92701,'(714) 564-2200'
304370548,24,'Licensed','SAUSD/DIAMOND-EVEN START PRESCHOOL','1450 S. CENTER','SANTA ANA','CA',92704,'(714) 430-6100'
304370549,24,'Licensed','SAUSD/CARVER ELEM. SCHOOL-KINDER READINESS PROG.','1401 WEST SANTA ANA BLVD.','SANTA ANA','CA',92703,'(714) 564-2000'
304370553,45,'Licensed','OKA CHILD DEVELOPMENT CENTER','9800 YORKTOWN AVENUE ROOM B6','HUNTINGTON BEACH','CA',92646,'(714) 962-4099'
304370554,85,'Licensed','SHINING STARS CHRISTIAN PRESCHOOL','10 GOODYEAR','IRVINE','CA',92618,'(949) 632-7001'
304370560,24,'Licensed','EASTWOOD SCHOOL PRESCHOOL','13552 UNIVERSITY STREET','WESTMINSTER','CA',92683,'(714) 894-7227'
304370564,30,'Licensed','MISSION HILLS CHRISTIAN SCHOOL','29582 AVENTURA','RANCHO STA MARGARITA','CA',92688,'(949) 589-4504'
304370565,38,'Licensed','CHILDREN''S CENTER AT TACO BELL','ONE GLEN BELL WAY','IRVINE','CA',92618,'(949) 863-3800'
304370567,35,'Licensed','COLLEEN''S CUDDLE BUGS CHILD CARE','2100 EAST LAMBERT ROAD','LA HABRA','CA',90631,'(562) 266-1300'
304370572,68,'Licensed','RICCA CHILDREN''S LEARNING CENTER','1510 BROOKHOLLOW DRIVE','SANTA ANA','CA',92705,'(714) 557-1669'
304370573,84,'Licensed','MONTESSORI SCHOOL OF LAGUNA BEACH','340 ST. ANN''S DRIVE','LAGUNA BEACH','CA',92651,'(949) 494-2411'
304370574,51,'Licensed','SAUSD/KING ELEM. HEAD START PROGRAM','1001 SOUTH GRAHAM LANE','SANTA ANA','CA',92703,'(714) 972-6000'
304370580,48,'Licensed','APPLE TREE LEARNING ACADEMY','2338 EAST WAGNER AVENUE','ANAHEIM','CA',92806,'(714) 284-0706'
304370581,48,'Licensed','PARK PLAZA PRESCHOOL','827 WEST STEVENS AVENUE','SANTA ANA','CA',92707,'(714) 454-9785'
304370587,24,'Licensed','SAUSD MARTIN ELEMENTARY SCHOOL','939 WEST WILSHIRE','SANTA ANA','CA',92707,'(714) 431-7200'
304370591,24,'Licensed','EL SOL SCIENCE AND ARTS ACADEMY OF SANTA ANA','1010 NORTH BROADWAY','SANTA ANA','CA',92701,'(714) 543-0023'
304370597,40,'Licensed','ORANGE-OLIVE MONTESSORI ACADEMY','2237 ORANGE-OLIVE ROAD','ORANGE','CA',92865,'(714) 202-5311'
304370603,83,'Licensed','YELLOW BRICK PRESCHOOL & CHILD CARE CENTER','5475 E. LA PALMA AVE. STE.#102','ANAHEIM HILLS','CA',92807,'(714) 779-8273'
304370606,78,'Licensed','INDEPENDENCE CHRISTIAN PRESCHOOL','4905 E LA PALMA AVENUE','ANAHEIM','CA',92807,'(714) 322-9246'
304370607,24,'Licensed','FAIRHAVEN PRESCHOOL','1415 EAST FAIRHAVEN AVENUE','SANTA ANA','CA',92705,'(714) 997-6178'
304370608,70,'Licensed','LITTLE TREE LEARNING CENTER','230 SOUTH IDAHO STREET','LA HABRA','CA',90631,'(714) 788-9235'
304370611,45,'Licensed','ST. COLUMBAN PRESCHOOL','10855 STANFORD AVENUE','GARDEN GROVE','CA',92840,'(714) 534-3947'
304370617,58,'Licensed','CCLC-ZIGGURAT CHILD DEVELOPMENT CENTER','24000 AVILA ROAD','LAGUNA NIGUEL','CA',92677,'(949) 360-2004'
304370624,47,'Licensed','ROBINHOOD MONTESSORI','27500 MARGUERITE PARKWAY  #6','MISSION VIEJO','CA',92692,'(949) 364-6342'
304370626,24,'Licensed','JORDAN PRESCHOOL','4319 EAST JORDAN AVENUE','ORANGE','CA',92869,'(714) 628-5449'
304370631,24,'Licensed','ANAHEIM CITY SCHOOL DISTRICT-PRADERA','130 NORTH CITRUS RANCH ROAD','ANAHEIM','CA',92805,'(714) 517-7126'
304370633,20,'Licensed','TUSTIN MEADOWS TINY TOTS PRESCHOOL','14751 CANTERBURY AVENUE','TUSTIN','CA',92780,'(714) 502-8119'
304370635,24,'Licensed','NEWLAND CHILD DEVELOPMENT CENTER','8787 DOLPHIN STREET','HUNTINGTON BEACH','CA',92646,'(714) 962-4099'
304370636,75,'Licensed','LITTLE MINDS MONTESSORI ACADEMY','34240 CAMINO CAPISTRANO','CAPISTRANO BEACH','CA',92624,'(714) 488-7939'
304370637,60,'Licensed','STANTON HEAD START','8050 CHAPMAN AVENUE','STANTON','CA',90680,'(714) 230-3814'
304370641,48,'Licensed','NMUSD DAVIS PRESCHOOL','1050 ARLINGTON DRIVE','COSTA MESA','CA',92626,'(714) 424-7930'
304370643,65,'Licensed','CALVARY CHAPEL PRESCHOOL','3800 SOUTH FAIRVIEW ROAD','SANTA ANA','CA',92704,'(714) 662-7485'
