"","SchCode","COUNTY","PubPriv","District.x","CITY","School.x","Total","UptodateTot","UptodatePct","CondTot","CondPct","PMETot","PMEPct","PBETot","PBEPct","DTPTot","DTPPct","PolioTot","PolioPct","MMRTot","MMRPct","HEPBTot","HEPBPct","VariTot","VariPct","Reported","PBEPctCalc","CDSCode","County","District.y","School.y","Street","City","Zip","State","Phone"
"148",6033096,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","PLEASANT GROVE ELEMENTARY",49,47,96,0,0,0,0,2,4,47,96,47,96,47,96,47,96,47,96,"Y",0.0408163265306122,"34673146033096","Sacramento","Elk Grove Unified","Pleasant Grove Elementary","10160 Pleasant Grove School Road","Elk Grove","95624","CA","(916) 685-9630"
"149",6033104,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","SAMUEL KENNEDY ELEMENTARY",122,117,96,5,4,0,0,0,0,121,99,120,98,119,98,122,100,121,99,"Y",0,"34673146033104","Sacramento","Elk Grove Unified","Samuel Kennedy Elementary","7037 Briggs Drive","Sacramento","95828-2918","CA","(916) 383-3311"
"150",6033112,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","SIERRA-ENTERPRISE ELEMENTARY",58,47,81,8,14,2,3,1,2,49,84,51,88,55,95,54,93,55,95,"Y",0.0172413793103448,"34673146033112","Sacramento","Elk Grove Unified","Sierra-Enterprise Elementary","9115 Fruitridge Road","Sacramento","95826","CA","(916) 381-2767"
"151",6033138,"SACRAMENTO","PUBLIC","ELVERTA JOINT ELEMENTARY","ELVERTA","ELVERTA ELEMENTARY",20,17,85,2,10,0,0,1,5,17,85,17,85,17,85,17,85,19,95,"Y",0.05,"34673226033138","Sacramento","Elverta Joint Elementary","Elverta Elementary","7900 Eloise Avenue","Elverta","95626-9217","CA","(916) 991-2244"
"152",6033146,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","FOLSOM","BLANCHE SPRENTZ ELEMENTARY",157,141,90,2,1,0,0,14,9,143,91,143,91,141,90,143,91,143,91,"Y",0.089171974522293,"34673306033146","Sacramento","Folsom-Cordova Unified","Blanche Sprentz Elementary","249 Flower Drive","Folsom","95630-2746","CA","(916) 985-3626"
"153",6033153,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","CORDOVA GARDENS ELEMENTARY",44,40,91,0,0,0,0,4,9,40,91,40,91,40,91,40,91,40,91,"Y",0.0909090909090909,"34673306033153","Sacramento","Folsom-Cordova Unified","Cordova Gardens Elementary","2400 Dawes Street","Rancho Cordova","95670-2097","CA","(916) 363-2601"
"154",6033179,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","CORDOVA MEADOWS ELEMENTARY",64,60,94,1,2,0,0,3,5,60,94,60,94,61,95,61,95,61,95,"Y",0.046875,"34673306033179","Sacramento","Folsom-Cordova Unified","Cordova Meadows Elementary","2550 La Loma Drive","Rancho Cordova","95670-3449","CA","(916) 363-5395"
"155",6033187,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","CORDOVA VILLA ELEMENTARY",125,107,86,10,8,0,0,8,6,109,87,113,90,115,92,116,93,117,94,"Y",0.064,"34673306033187","Sacramento","Folsom-Cordova Unified","Cordova Villa Elementary","10359 South White Rock Road","Rancho Cordova","95670-5799","CA","(916) 366-6181"
"156",6033203,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","MATHER","MATHER HEIGHTS ELEMENTARY",52,48,92,0,0,0,0,4,8,48,92,48,92,48,92,48,92,48,92,"Y",0.0769230769230769,"34673306033203","Sacramento","Folsom-Cordova Unified","Mather Heights Elementary","4370 Mather School Road","Mather","95655-2902","CA","(916) 362-4153"
"157",6033211,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","PETER J. SHIELDS ELEMENTARY",57,46,81,1,2,0,0,10,18,46,81,46,81,47,82,46,81,47,82,"Y",0.175438596491228,"34673306033211","Sacramento","Folsom-Cordova Unified","Peter J. Shields Elementary","10434 Georgetown Drive","Rancho Cordova","95670-2261","CA","(916) 635-5152"
"158",6033229,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","RANCHO CORDOVA ELEMENTARY",84,75,89,1,1,0,0,8,10,76,90,76,90,76,90,75,89,76,90,"Y",0.0952380952380952,"34673306033229","Sacramento","Folsom-Cordova Unified","Rancho Cordova Elementary","2562 Chassella Way","Rancho Cordova","95670-3740","CA","(916) 363-4874"
"159",6033252,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","FOLSOM","THEODORE JUDAH ELEMENTARY",59,55,93,3,5,0,0,1,2,56,95,56,95,56,95,57,97,58,98,"Y",0.0169491525423729,"34673306033252","Sacramento","Folsom-Cordova Unified","Theodore Judah Elementary","101 Dean Way","Folsom","95630-2801","CA","(916) 983-4469"
"160",6033278,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","WHITE ROCK ELEMENTARY",92,85,92,4,4,2,2,1,1,86,93,88,96,86,93,88,96,89,97,"Y",0.0108695652173913,"34673306033278","Sacramento","Folsom-Cordova Unified","White Rock Elementary","10487 White Rock Road","Rancho Cordova","95670-5530","CA","(916) 363-9441"
"161",6033286,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","WILLIAMSON ELEMENTARY",128,116,91,7,5,0,0,5,4,121,95,121,95,117,91,120,94,122,95,"Y",0.0390625,"34673306033286","Sacramento","Folsom-Cordova Unified","Williamson Elementary","2275 Benita Way","Rancho Cordova","95670-5299","CA","(916) 635-5225"
"162",6033310,"SACRAMENTO","PUBLIC","GALT JOINT UNION ELEMENTARY","GALT","VALLEY OAKS ELEMENTARY",86,84,98,0,0,0,0,2,2,84,98,84,98,84,98,84,98,84,98,"Y",0.0232558139534884,"34673486033310","Sacramento","Galt Joint Union Elementary","Valley Oaks Elementary","21 C Street","Galt","95632-2090","CA","(209) 745-1564"
"163",6033336,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","SMYTHE ACADEMY OF ARTS AND SCIENCES",124,119,96,0,0,0,0,5,4,119,96,119,96,119,96,119,96,119,96,"Y",0.0403225806451613,"34765056033336","Sacramento","Twin Rivers Unified","Smythe Academy of Arts and Sciences","2781 Northgate Boulevard","Sacramento","95833","CA","(916) 566-2740"
"164",6033351,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","D. W. BABCOCK ELEMENTARY",60,41,68,19,32,0,0,0,0,46,77,48,80,46,77,54,90,60,100,"Y",0,"34765056033351","Sacramento","Twin Rivers Unified","D. W. Babcock Elementary","2400 Cormorant Way","Sacramento","95815-2715","CA","(916) 566-3415"
"165",6033385,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","HAGGINWOOD ELEMENTARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"34765056033385","Sacramento","Twin Rivers Unified","Hagginwood Elementary","1418 Palo Verde Avenue","Sacramento","95815","CA","(916) 566-3475"
"166",6033419,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","HAZEL STRAUCH ELEMENTARY",109,105,96,2,2,1,1,1,1,105,96,105,96,105,96,107,98,105,96,"Y",0.00917431192660551,"34765056033419","Sacramento","Twin Rivers Unified","Hazel Strauch Elementary","3141 Northstead Drive","Sacramento","95833-1218","CA","(916) 566-2745"
"167",6033427,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","MICHAEL J. CASTORI ELEMENTARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"34765056033427","Sacramento","Twin Rivers Unified","Michael J. Castori Elementary","1801 South Avenue","Sacramento","95838-4636","CA","(916) 566-1600"
"168",6033435,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","NORALTO ELEMENTARY",182,180,99,1,1,0,0,1,1,180,99,180,99,181,99,180,99,181,99,"Y",0.00549450549450549,"34765056033435","Sacramento","Twin Rivers Unified","Noralto Elementary","477 Las Palmas Avenue","Sacramento","95815-1605","CA","(916) 566-2700"
"169",6033443,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","NORTHWOOD ELEMENTARY",80,45,56,35,44,0,0,0,0,46,58,53,66,49,61,74,93,73,91,"Y",0,"34765056033443","Sacramento","Twin Rivers Unified","Northwood Elementary","2630 Taft Street","Sacramento","95815-2335","CA","(916) 566-2705"
"170",6033450,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","WOODLAKE ELEMENTARY",76,73,96,1,1,0,0,2,3,73,96,73,96,73,96,73,96,73,96,"Y",0.0263157894736842,"34765056033450","Sacramento","Twin Rivers Unified","Woodlake Elementary","700 Southgate Road","Sacramento","95815-3895","CA","(916) 566-2755"
"171",6033476,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","WARREN A. ALLISON ELEMENTARY",71,65,92,5,7,0,0,1,1,65,92,66,93,66,93,69,97,68,96,"Y",0.0140845070422535,"34765056033476","Sacramento","Twin Rivers Unified","Warren A. Allison Elementary","4315 Don Julio Boulevard","North Highlands","95660-3838","CA","(916) 566-1810"
"172",6033484,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","RIO LINDA","DRY CREEK ELEMENTARY",109,96,88,7,6,0,0,6,6,98,90,101,93,100,92,101,93,103,95,"Y",0.055045871559633,"34765056033484","Sacramento","Twin Rivers Unified","Dry Creek Elementary","1230 G Street","Rio Linda","95673-4414","CA","(916) 566-1820"
"173",6033492,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","FRONTIER ELEMENTARY",79,67,85,6,8,0,0,6,8,67,85,70,89,68,86,71,90,72,91,"Y",0.0759493670886076,"34765056033492","Sacramento","Twin Rivers Unified","Frontier Elementary","6691 Silverthorne Circle","Sacramento","95842-2654","CA","(916) 566-1840"
"174",6033500,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","FREDERICK JOYCE ELEMENTARY",72,59,82,8,11,0,0,5,7,60,83,64,89,63,88,65,90,66,92,"Y",0.0694444444444444,"34765056033500","Sacramento","Twin Rivers Unified","Frederick Joyce Elementary","6050 Watt Avenue","North Highlands","95660-4212","CA","(916) 566-1880"
"175",6033518,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","HILLSDALE ELEMENTARY",53,34,64,16,30,0,0,3,6,39,74,41,77,39,74,46,87,49,92,"Y",0.0566037735849057,"34765056033518","Sacramento","Twin Rivers Unified","Hillsdale Elementary","6469 Guthrie Way","North Highlands","95660-3995","CA","(916) 566-1860"
"176",6033526,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","KOHLER ELEMENTARY",39,35,90,1,3,0,0,3,8,35,90,36,92,36,92,36,92,36,92,"Y",0.0769230769230769,"34765056033526","Sacramento","Twin Rivers Unified","Kohler Elementary","4004 Bruce Way","North Highlands","95660-4404","CA","(916) 566-1850"
"177",6033542,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","MADISON ELEMENTARY",157,150,96,5,3,0,0,2,1,151,96,150,96,151,96,152,97,155,99,"Y",0.0127388535031847,"34765056033542","Sacramento","Twin Rivers Unified","Madison Elementary","5241 Harrison Street","North Highlands","95660-5444","CA","(916) 566-1900"
"178",6033559,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","OAKDALE ELEMENTARY",60,58,97,2,3,0,0,0,0,58,97,58,97,58,97,59,98,59,98,"Y",0,"34765056033559","Sacramento","Twin Rivers Unified","Oakdale Elementary","3708 Myrtle Avenue","North Highlands","95660-5204","CA","(916) 566-1910"
"179",6033575,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","RIO LINDA","ORCHARD ELEMENTARY",68,54,79,9,13,0,0,5,7,56,82,57,84,55,81,60,88,61,90,"Y",0.0735294117647059,"34765056033575","Sacramento","Twin Rivers Unified","Orchard Elementary","1040 Q Street","Rio Linda","95673-1532","CA","(916) 566-1930"
"180",6033583,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","PIONEER ELEMENTARY",99,88,89,6,6,0,0,5,5,89,90,89,90,88,89,94,95,94,95,"Y",0.0505050505050505,"34765056033583","Sacramento","Twin Rivers Unified","Pioneer Elementary","5816 Pioneer Way","Sacramento","95841-2215","CA","(916) 566-1940"
"181",6033609,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","SIERRA VIEW ELEMENTARY",63,58,92,5,8,0,0,0,0,59,94,61,97,61,97,62,98,63,100,"Y",0,"34765056033609","Sacramento","Twin Rivers Unified","Sierra View Elementary","3638 Bainbridge Drive","North Highlands","95660-2765","CA","(916) 566-1960"
"182",6033617,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","VILLAGE ELEMENTARY",71,69,97,2,3,0,0,0,0,69,97,69,97,69,97,70,99,69,97,"Y",0,"34765056033617","Sacramento","Twin Rivers Unified","Village Elementary","6845 Larchmont Drive","North Highlands","95660-3506","CA","(916) 566-1970"
"183",6033633,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","RIO LINDA","WESTSIDE ELEMENTARY",53,46,87,3,6,0,0,4,8,47,89,48,91,47,89,48,91,49,92,"Y",0.0754716981132075,"34765056033633","Sacramento","Twin Rivers Unified","Westside Elementary","6537 West Second Street","Rio Linda","95673-3231","CA","(916) 566-1990"
"184",6033633,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","RIO LINDA","WESTSIDE ELEMENTARY",53,46,87,3,6,0,0,4,8,47,89,48,91,47,89,48,91,49,92,"Y",0.0754716981132075,"34103486033633","Sacramento","Sacramento County Office of Education","Westside (SH)","6537 W. Second Street","Rio Linda","95673","CA",""
"185",6033641,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","COURTLAND","BATES ELEMENTARY",21,19,90,2,10,0,0,0,0,20,95,21,100,20,95,20,95,21,100,"Y",0,"34674136033641","Sacramento","River Delta Joint Unified","Bates Elementary","180 Primasing Avenue","Courtland","95615-0308","CA","(916) 775-1771"
"186",6033666,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","ISLETON","ISLETON ELEMENTARY",20,17,85,2,10,0,0,1,5,18,90,19,95,18,90,18,90,19,95,"Y",0.05,"34674136033666","Sacramento","River Delta Joint Unified","Isleton Elementary","412 Union Street PO Box 728","Isleton","95641-0728","CA","(916) 777-6515"
"187",6033708,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","WALNUT GROVE","WALNUT GROVE ELEMENTARY",32,32,100,0,0,0,0,0,0,32,100,32,100,32,100,32,100,32,100,"Y",0,"34674136033708","Sacramento","River Delta Joint Unified","Walnut Grove Elementary","14181 Grove Street","Walnut Grove","95690","CA","(916) 776-1844"
"188",6033716,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","RIO VISTA","D. H. WHITE ELEMENTARY",57,46,81,9,16,0,0,2,4,46,81,49,86,48,84,54,95,53,93,"Y",0.0350877192982456,"34674136033716","Sacramento","River Delta Joint Unified","D. H. White Elementary","500 Elm Way","Rio Vista","94571-1304","CA","(707) 374-5335"
"189",6033724,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","SACRAMENTO","BELL AVENUE ELEMENTARY",75,72,96,3,4,0,0,0,0,72,96,72,96,72,96,75,100,75,100,"Y",0,"34674216033724","Sacramento","Robla Elementary","Bell Avenue Elementary","1900 Bell Avenue","Sacramento","95838-3009","CA","(916) 922-0202"
"190",6033732,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","SACRAMENTO","MAIN AVENUE ELEMENTARY",47,42,89,5,11,0,0,0,0,42,89,44,94,43,91,46,98,46,98,"Y",0,"34674216033732","Sacramento","Robla Elementary","Main Avenue Elementary","1400 Main Avenue","Sacramento","95838-2406","CA","(916) 929-9559"
"191",6033740,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","SACRAMENTO","ROBLA ELEMENTARY",72,62,86,6,8,0,0,4,6,62,86,65,90,64,89,66,92,68,94,"Y",0.0555555555555556,"34674216033740","Sacramento","Robla Elementary","Robla Elementary","5200 Marysville Boulevard","Sacramento","95838-1600","CA","(916) 991-1006"
"192",6033757,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","SACRAMENTO","TAYLOR STREET ELEMENTARY",48,47,98,1,2,0,0,0,0,47,98,47,98,47,98,48,100,48,100,"Y",0,"34674216033757","Sacramento","Robla Elementary","Taylor Street Elementary","4350 Taylor Street","Sacramento","95838-2622","CA","(916) 927-5340"
"193",6033765,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","A. M. WINN ELEMENTARY",47,36,77,9,19,0,0,2,4,41,87,44,94,38,81,45,96,44,94,"Y",0.0425531914893617,"34674396033765","Sacramento","Sacramento City Unified","A. M. Winn Waldorf-Inspired","3351 Explorer Drive","Sacramento","95827-2954","CA","(916) 228-5880"
"194",6033799,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","BOWLING GREEN ELEMENTARY",54,36,67,18,33,0,0,0,0,36,67,40,74,36,67,52,96,52,96,"Y",0,"34674396033799","Sacramento","Sacramento City Unified","Bowling Green Elementary","4211 Turnbridge Drive","Sacramento","95823-1999","CA","(916) 433-5426"
"195",6033807,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","BRET HARTE ELEMENTARY",39,31,79,6,15,0,0,2,5,31,79,31,79,31,79,34,87,34,87,"Y",0.0512820512820513,"34674396033807","Sacramento","Sacramento City Unified","Bret Harte Elementary","2751 Ninth Avenue","Sacramento","95818-4406","CA","(916) 277-6261"
"196",6033815,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","CALEB GREENWOOD",61,47,77,11,18,2,3,1,2,49,80,53,87,48,79,55,90,55,90,"Y",0.0163934426229508,"34674396033815","Sacramento","Sacramento City Unified","Caleb Greenwood Elementary","5457 Carlson Drive","Sacramento","95819-2453","CA","(916) 277-6266"
"197",6033823,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","CAMELLIA ELEMENTARY",80,72,90,8,10,0,0,0,0,75,94,77,96,74,93,78,98,79,99,"Y",0,"34674396033823","Sacramento","Sacramento City Unified","Camellia Elementary","6600 Cougar Drive","Sacramento","95828-1463","CA","(916) 382-5980"
"198",6033831,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","CAROLINE WENZEL ELEMENTARY",32,29,91,3,9,0,0,0,0,31,97,32,100,31,97,31,97,32,100,"Y",0,"34674396033831","Sacramento","Sacramento City Unified","Caroline Wenzel Elementary","6870 Greenhaven Drive","Sacramento","95831-2759","CA","(916) 433-5432"
"199",6033880,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","DAVID LUBIN ELEMENTARY",76,61,80,15,20,0,0,0,0,65,86,69,91,63,83,70,92,69,91,"Y",0,"34674396033880","Sacramento","Sacramento City Unified","David Lubin Elementary","3535 M Street","Sacramento","95816-5403","CA","(916) 277-6271"
"200",6033906,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","EARL WARREN ELEMENTARY",70,64,91,5,7,1,1,0,0,66,94,66,94,65,93,68,97,69,99,"Y",0,"34674396033906","Sacramento","Sacramento City Unified","Earl Warren Elementary","5420 Lowell Street","Sacramento","95820-6606","CA","(916) 382-5930"
"201",6033914,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","EDWARD KEMBLE ELEMENTARY",130,115,88,15,12,0,0,0,0,118,91,118,91,118,91,127,98,128,98,"Y",0,"34674396033914","Sacramento","Sacramento City Unified","Edward Kemble Elementary","7495 29th Street","Sacramento","95822-5525","CA","(916) 433-5025"
"202",6033930,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","ELDER CREEK ELEMENTARY",106,99,93,7,7,0,0,0,0,101,95,104,98,100,94,105,99,106,100,"Y",0,"34674396033930","Sacramento","Sacramento City Unified","Elder Creek Elementary","7934 Lemon Hill Avenue","Sacramento","95824-3345","CA","(916) 382-5970"
"203",6033948,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","ETHEL I. BAKER ELEMENTARY",93,89,96,3,3,0,0,1,1,89,96,89,96,89,96,92,99,92,99,"Y",0.010752688172043,"34674396033948","Sacramento","Sacramento City Unified","Ethel I. Baker Elementary","5717 Laurine Way","Sacramento","95824","CA","(916) 433-5444"
"204",6033955,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","ETHEL PHILLIPS ELEMENTARY",89,87,98,2,2,0,0,0,0,87,98,87,98,87,98,89,100,89,100,"Y",0,"34674396033955","Sacramento","Sacramento City Unified","Ethel Phillips Elementary","2930 21st Avenue","Sacramento","95820-3719","CA","(916) 277-6277"
"205",6033997,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","H. W. HARKNESS ELEMENTARY",58,52,90,6,10,0,0,0,0,53,91,56,97,55,95,58,100,57,98,"Y",0,"34674396033997","Sacramento","Sacramento City Unified","H. W. Harkness Elementary","2147 54th Avenue","Sacramento","95822-4108","CA","(916) 433-5042"
"206",6034003,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","HOLLYWOOD PARK ELEMENTARY",45,43,96,2,4,0,0,0,0,43,96,44,98,43,96,45,100,45,100,"Y",0,"34674396034003","Sacramento","Sacramento City Unified","Hollywood Park Elementary","4915 Harte Way","Sacramento","95822-2110","CA","(916) 277-6290"
"207",6034011,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","HUBERT H. BANCROFT ELEMENTARY",60,47,78,13,22,0,0,0,0,48,80,49,82,47,78,59,98,60,100,"Y",0,"34674396034011","Sacramento","Sacramento City Unified","Hubert H. Bancroft Elementary","2929 Belmar Street","Sacramento","95826-3604","CA","(916) 382-5940"
"208",6034029,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","ISADOR COHEN ELEMENTARY",32,25,78,7,22,0,0,0,0,27,84,28,88,26,81,32,100,29,91,"Y",0,"34674396034029","Sacramento","Sacramento City Unified","Isador Cohen Elementary","9025 Salmon Falls Drive","Sacramento","95826","CA","(916) 228-5840"
"209",6034037,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","LEATAATA FLOYD ELEMENTARY",53,46,87,7,13,0,0,0,0,46,87,46,87,46,87,52,98,52,98,"Y",0,"34674396034037","Sacramento","Sacramento City Unified","Leataata Floyd ELementary","401 McClatchy Way","Sacramento","95818-2806","CA","(916) 264-4175"
"210",6034045,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","JOHN BIDWELL ELEMENTARY",44,41,93,3,7,0,0,0,0,42,95,42,95,42,95,44,100,44,100,"Y",0,"34674396034045","Sacramento","Sacramento City Unified","John Bidwell Elementary","1730 65th Avenue","Sacramento","95822-4804","CA","(916) 433-5047"
"211",6034052,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","JOHN CABRILLO ELEMENTARY",65,56,86,7,11,0,0,2,3,58,89,59,91,58,89,61,94,62,95,"Y",0.0307692307692308,"34674396034052","Sacramento","Sacramento City Unified","John Cabrillo Elementary","1141 Seamas Avenue","Sacramento","95822-2442","CA","(916) 264-4171"
"212",6034060,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","JOHN D. SLOAT ELEMENTARY",44,38,86,5,11,0,0,1,2,40,91,41,93,39,89,42,95,43,98,"Y",0.0227272727272727,"34674396034060","Sacramento","Sacramento City Unified","John D. Sloat Elementary","7525 Candlewood Way","Sacramento","95822-5116","CA","(916) 433-5051"
"213",6034078,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","ALICE BIRNEY WALDORF-INSPIRED K-8",62,41,66,1,2,0,0,20,32,42,68,42,68,42,68,41,66,42,68,"Y",0.32258064516129,"34674396034078","Sacramento","Sacramento City Unified","Alice Birney Waldorf-Inspired","6251 13th Street","Sacramento","95831-1861","CA","(916) 433-5544"
"214",6034136,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","MARK TWAIN ELEMENTARY",57,50,88,7,12,0,0,0,0,50,88,50,88,50,88,53,93,54,95,"Y",0,"34674396034136","Sacramento","Sacramento City Unified","Mark Twain Elementary","4914 58th Street","Sacramento","95820-5608","CA","(916) 277-6670"
"215",6034169,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","NICHOLAS ELEMENTARY",89,84,94,5,6,0,0,0,0,86,97,87,98,85,96,88,99,87,98,"Y",0,"34674396034169","Sacramento","Sacramento City Unified","Nicholas Elementary","6601 Steiner Drive","Sacramento","95823-1429","CA","(916) 433-5076"
"216",6034177,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","O. W. ERLEWINE ELEMENTARY",46,35,76,11,24,0,0,0,0,36,78,37,80,37,80,44,96,45,98,"Y",0,"34674396034177","Sacramento","Sacramento City Unified","O. W. Erlewine Elementary","2441 Stansberry Way","Sacramento","95826-2120","CA","(916) 228-5870"
"217",6034185,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","OAK RIDGE ELEMENTARY",78,68,87,10,13,0,0,0,0,71,91,73,94,70,90,76,97,78,100,"Y",0,"34674396034185","Sacramento","Sacramento City Unified","Oak Ridge Elementary","4501 Martin Luther King Boulevard","Sacramento","95820-2731","CA","(916) 277-6679"
"218",6034193,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","PACIFIC ELEMENTARY",91,82,90,9,10,0,0,0,0,83,91,83,91,83,91,89,98,88,97,"Y",0,"34674396034193","Sacramento","Sacramento City Unified","Pacific Elementary","6201 41st Street","Sacramento","95824","CA","(916) 433-5089"
"219",6034201,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","PARKWAY ELEMENTARY",65,57,88,8,12,0,0,0,0,58,89,59,91,57,88,65,100,65,100,"Y",0,"34674396034201","Sacramento","Sacramento City Unified","Parkway Elementary","4720 Forest Parkway","Sacramento","95823","CA","(916) 433-5082"
"220",6034219,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","PETER BURNETT ELEMENTARY",78,74,95,4,5,0,0,0,0,74,95,74,95,74,95,78,100,78,100,"Y",0,"34674396034219","Sacramento","Sacramento City Unified","Peter Burnett Elementary","6032 36th Avenue","Sacramento","95824-3107","CA","(916) 277-6685"
