"","SchCode","COUNTY","PubPriv","District.x","CITY","Name","Total","UpToDateTot","UpToDatePct","CondTot","CondPct","PMETot","PMEPct","PBETot","PBEPct","DTPTot","DTPPct","PolioTot","PolioPct","MMRTot","MMRPct","HEPBTot","HEPBPct","VariTot","VariPct","REPORTED","PBEPctCalc","CDSCode","County","District.y","School","Street","City","Zip","State","Phone","AdmFName1","AdmLName1","AdmEmail1"
"132",6032924,"SACRAMENTO","PUBLIC","CENTER JOINT UNIFIED","ANTELOPE","CYRIL SPINELLI ELEM.",30,24,80,0,0,0,0,6,20,24,80,24,80,24,80,24,80,24,80,"Y",0.2,"34672986032924","Sacramento","Center Joint Elementary","Cyril Spinelli Elementary","3401 Scotland Drive","North Highlands","95660","CA","","","",""
"133",6032924,"SACRAMENTO","PUBLIC","CENTER JOINT UNIFIED","ANTELOPE","CYRIL SPINELLI ELEM.",30,24,80,0,0,0,0,6,20,24,80,24,80,24,80,24,80,24,80,"Y",0.2,"34739736032924","Sacramento","Center Joint Unified","Cyril Spinelli Elementary","3401 Scotland Drive","Antelope","95843-2226","CA","(916) 338-6490","Kristen","Schmieder","kriss@centerusd.org"
"134",6032932,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","DEL PASO HEIGHTS ELEM.",50,47,94,2,4,0,0,1,2,49,98,49,98,48,96,49,98,49,98,"Y",0.02,"34765056032932","Sacramento","Twin Rivers Unified","Del Paso Heights Elementary","590 Morey Avenue","Sacramento","95838-3332","CA","(916) 566-3425","Leo","Alvarez","leo.alvarez@twinriversusd.org"
"135",6032940,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","FAIRBANKS ELEM.",40,36,90,4,10,0,0,0,0,38,95,37,93,39,98,40,100,40,100,"Y",0,"34765056032940","Sacramento","Twin Rivers Unified","Fairbanks Elementary","227 Fairbanks Avenue","Sacramento","95838-4799","CA","(916) 566-1600","Janis","Wade","janis.wade@twinriversusd.org"
"136",6032957,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","GARDEN VALLEY",68,64,94,3,4,0,0,1,1,64,94,66,97,65,96,66,97,67,99,"Y",0.0147058823529412,"34765056032957","Sacramento","Twin Rivers Unified","Garden Valley Elementary","3601 Larchwood Drive","Sacramento","95834-2212","CA","(916) 566-3460","Michele","Williams","michele.williams@twinriversusd.org"
"137",6032965,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","MOREY AVENUE SCHOOL",99,89,90,7,7,0,0,3,3,93,94,93,94,89,90,93,94,93,94,"Y",0.0303030303030303,"34765056032965","Sacramento","Twin Rivers Unified","Morey Avenue Early Childhood Development","155 Morey Avenue","Sacramento","95838-3219","CA","(916) 566-3485","Tabitha","Thompson","tabitha.thompson@twinriversusd.org"
"138",6032981,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","KIRCHGATER (ANNA) ELEM.",117,91,78,24,21,1,1,1,1,98,84,100,85,98,84,110,94,110,94,"Y",0.00854700854700855,"34673146032981","Sacramento","Elk Grove Unified","Anna Kirchgater Elementary","8141 Stevenson Avenue","Sacramento","95828-6943","CA","(916) 689-9150","Larry","Quismondo","lquismon@egusd.net"
"139",6032999,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","JESSIE BAKER",11,7,64,4,36,0,0,0,0,9,82,9,82,7,64,11,100,11,100,"Y",0,"34673146032999","Sacramento","Elk Grove Unified","Jessie Baker","8850 Southside Avenue","Elk Grove","95624-2231","CA","(916) 686-7703","Cynthia","Shapton","cshapton@egusd.net"
"140",6033005,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","MACK (CHARLES) ELEM.",144,120,83,23,16,0,0,1,1,125,87,126,88,125,87,140,97,140,97,"Y",0.00694444444444444,"34673146033005","Sacramento","Elk Grove Unified","Charles E. Mack Elementary","4701 Brookfield Drive","Sacramento","95823-3733","CA","(916) 422-5524","Martin","Hock","mhockiii@egusd.net"
"141",6033013,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SLOUGHHOUSE","COSUMNES RIVER ELEM",75,64,85,6,8,0,0,5,7,64,85,65,87,66,88,68,91,68,91,"Y",0.0666666666666667,"34673146033013","Sacramento","Elk Grove Unified","Cosumnes River Elementary","13580 Jackson Road","Sloughhouse","95683-9704","CA","(916) 682-2653","Michael","Gulden","mgulden@egusd.net"
"142",6033021,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","REESE (DAVID) ELEM.",126,118,94,8,6,0,0,0,0,123,98,123,98,123,98,123,98,126,100,"Y",0,"34673146033021","Sacramento","Elk Grove Unified","David Reese Elementary","7600 Lindale Drive","Sacramento","95828-3916","CA","(916) 422-2450","Jenifer","Avey","javey@egusd.net"
"143",6033039,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","WILTON","DILLARD C.W. ELEM.",48,44,92,1,2,0,0,3,6,44,92,45,94,45,94,45,94,45,94,"Y",0.0625,"34673146033039","Sacramento","Elk Grove Unified","C. W. Dillard Elementary","9721 Dillard Road","Wilton","95693-9731","CA","(916) 687-6121","Sandra","Wiest","swiest@egusd.net"
"144",6033047,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","ELK GROVE ELEMENTARY",97,88,91,5,5,0,0,4,4,91,94,90,93,89,92,93,96,92,95,"Y",0.0412371134020619,"34673146033047","Sacramento","Elk Grove Unified","Elk Grove Elementary","9373 Crowell Drive","Elk Grove","95624-3562","CA","(916) 686-3766","Dave","Neves","dneves@egusd.net"
"145",6033054,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","FLORIN ELEM.",84,69,82,14,17,0,0,1,1,72,86,76,90,76,90,80,95,82,98,"Y",0.0119047619047619,"34673146033054","Sacramento","Elk Grove Unified","Florin Elementary","7300 Kara Drive","Sacramento","95828-3509","CA","(916) 383-0530","Robert","Pasley","rpasley@egusd.net"
"146",6033062,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","FRANKLIN ELEM.",94,92,98,2,2,0,0,0,0,92,98,93,99,92,98,93,99,94,100,"Y",0,"34673146033062","Sacramento","Elk Grove Unified","Franklin Elementary","4011 Hood-Franklin Road","Elk Grove","95757","CA","(916) 684-6518","Sheila","Caruthers","scaruthe@egusd.net"
"147",6033088,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","MCKEE (JAMES A.) ELEM.",73,68,93,4,5,0,0,1,1,68,93,69,95,70,96,71,97,72,99,"Y",0.0136986301369863,"34673146033088","Sacramento","Elk Grove Unified","James A. McKee Elementary","8701 Halverson Drive","Elk Grove","95624-1628","CA","(916) 686-3715","Steve","Looper","slooper@egusd.net"
"148",6033096,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","PLEASANT GROVE ELEM.",48,44,92,0,0,1,2,3,6,44,92,44,92,44,92,44,92,44,92,"Y",0.0625,"34673146033096","Sacramento","Elk Grove Unified","Pleasant Grove Elementary","10160 Pleasant Grove School Road","Elk Grove","95624","CA","(916) 685-9630","Joe","Donovan","jpdonova@egusd.net"
"149",6033104,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","KENNEDY (SAMUEL) ELEM.",152,142,93,9,6,0,0,1,1,146,96,147,97,144,95,148,97,151,99,"Y",0.00657894736842105,"34673146033104","Sacramento","Elk Grove Unified","Samuel Kennedy Elementary","7037 Briggs Drive","Sacramento","95828-2918","CA","(916) 383-3311","Eileen","Pena","epena@egusd.net"
"150",6033112,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","SIERRA ENTERPRISE ELEM.",61,45,74,15,25,0,0,1,2,48,79,48,79,49,80,58,95,57,93,"Y",0.0163934426229508,"34673146033112","Sacramento","Elk Grove Unified","Sierra-Enterprise Elementary","9115 Fruitridge Road","Sacramento","95826","CA","(916) 381-2767","Patricia","Hecht","phecht@egusd.net"
"151",6033138,"SACRAMENTO","PUBLIC","ELVERTA JOINT ELEMENTARY","ELVERTA","ELVERTA ELEM.",27,21,78,5,19,0,0,1,4,23,85,23,85,24,89,26,96,24,89,"Y",0.037037037037037,"34673226033138","Sacramento","Elverta Joint Elementary","Elverta Elementary","7900 Eloise Avenue","Elverta","95626-9217","CA","(916) 991-2244","Michael","Borgaard","mborgaard@ejesd.net"
"152",6033146,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","FOLSOM","SPRENTZ (BLANCHE) ELEM.",51,47,92,0,0,0,0,4,8,47,92,47,92,47,92,47,92,47,92,"Y",0.0784313725490196,"34673306033146","Sacramento","Folsom-Cordova Unified","Blanche Sprentz Elementary","249 Flower Drive","Folsom","95630-2746","CA","(916) 985-3626","Jim","Cagney","jcagney@fcusd.org"
"153",6033153,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","CORDOVA GARDENS ELEM.",71,66,93,1,1,0,0,4,6,66,93,67,94,67,94,67,94,67,94,"Y",0.0563380281690141,"34673306033153","Sacramento","Folsom-Cordova Unified","Cordova Gardens Elementary","2400 Dawes Street","Rancho Cordova","95670-2097","CA","(916) 363-2601","Richard","Tapia","rtapia@fcusd.org"
"154",6033179,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","CORDOVA MEADOWS ELEM.",64,61,95,0,0,1,2,2,3,61,95,61,95,61,95,61,95,61,95,"Y",0.03125,"34673306033179","Sacramento","Folsom-Cordova Unified","Cordova Meadows Elementary","2550 La Loma Drive","Rancho Cordova","95670-3449","CA","(916) 363-5395","Joseph","Piazza","jpiazza@fcusd.org"
"155",6033187,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","CORDOVA VILLA ELEM.",63,41,65,19,30,0,0,3,5,43,68,45,71,48,76,54,86,54,86,"Y",0.0476190476190476,"34673306033187","Sacramento","Folsom-Cordova Unified","Cordova Villa Elementary","10359 South White Rock Road","Rancho Cordova","95670-5799","CA","(916) 366-6181","Jon","Wallace","jwallace@fcusd.org"
"156",6033203,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","MATHER","MATHER HEIGHTS ELEM.",55,50,91,4,7,0,0,1,2,50,91,50,91,50,91,51,93,53,96,"Y",0.0181818181818182,"34673306033203","Sacramento","Folsom-Cordova Unified","Mather Heights Elementary","4370 Mather School Road","Mather","95655-2902","CA","(916) 362-4153","Angi","Carlomagno","ahamlin@fcusd.org"
"157",6033211,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","SHIELDS (PETER J.) ELEM.",62,51,82,7,11,0,0,4,6,51,82,51,82,57,92,57,92,58,94,"Y",0.0645161290322581,"34673306033211","Sacramento","Folsom-Cordova Unified","Peter J. Shields Elementary","10434 Georgetown Drive","Rancho Cordova","95670-2261","CA","(916) 635-5152","Judy","Delise","jdelise@fcusd.org"
"158",6033229,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","RANCHO CORDOVA ELEM.",66,51,77,8,12,0,0,7,11,51,77,52,79,54,82,55,83,58,88,"Y",0.106060606060606,"34673306033229","Sacramento","Folsom-Cordova Unified","Rancho Cordova Elementary","2562 Chassella Way","Rancho Cordova","95670-3740","CA","(916) 363-4874","Larry","Mahoney","lmahoney@fcusd.org"
"159",6033252,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","FOLSOM","JUDAH (THEODORE) ELEM.",60,46,77,10,17,0,0,4,7,48,80,50,83,48,80,54,90,55,92,"Y",0.0666666666666667,"34673306033252","Sacramento","Folsom-Cordova Unified","Theodore Judah Elementary","101 Dean Way","Folsom","95630-2801","CA","(916) 983-4469","Canen","Peterson","canen.peterson@fcusd.org"
"160",6033278,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","WHITE ROCK ELEM.",69,63,91,1,1,0,0,5,7,63,91,64,93,64,93,64,93,64,93,"Y",0.072463768115942,"34673306033278","Sacramento","Folsom-Cordova Unified","White Rock Elementary","10487 White Rock Road","Rancho Cordova","95670-5530","CA","(916) 363-9441","Sandra","Spaulding","sspauldi@fcusd.org"
"161",6033286,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","WILLIAMSON ELEM.",117,101,86,8,7,0,0,8,7,101,86,102,87,101,86,108,92,107,91,"Y",0.0683760683760684,"34673306033286","Sacramento","Folsom-Cordova Unified","Williamson Elementary","2275 Benita Way","Rancho Cordova","95670-5299","CA","(916) 635-5225","Andy","Smith","asmith@fcusd.org"
"162",6033310,"SACRAMENTO","PUBLIC","GALT JOINT UNION ELEMENTARY","GALT","VALLEY OAKS ELEM.",96,95,99,0,0,0,0,1,1,95,99,95,99,95,99,95,99,95,99,"Y",0.0104166666666667,"34673486033310","Sacramento","Galt Joint Union Elementary","Valley Oaks Elementary","21 C Street","Galt","95632-2090","CA","(209) 745-1564","Constance","Hinkle","chinkle@galt.k12.ca.us"
"163",6033336,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","SMYTHE ACADEMY OR ARTS AND SCIENCES",105,100,95,3,3,0,0,2,2,102,97,103,98,101,96,103,98,103,98,"Y",0.019047619047619,"34765056033336","Sacramento","Twin Rivers Unified","Smythe Academy of Arts and Sciences","2781 Northgate Boulevard","Sacramento","95833","CA","(916) 566-2740","Kenneth","Dandurand","kenneth.dandurand@twinriversusd.org"
"164",6033351,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","BABCOCK (D.W.) ELEM.",59,51,86,6,10,0,0,2,3,55,93,55,93,53,90,56,95,56,95,"Y",0.0338983050847458,"34765056033351","Sacramento","Twin Rivers Unified","D. W. Babcock Elementary","2400 Cormorant Way","Sacramento","95815-2715","CA","(916) 566-3415","Betty","Von Werlhof","betty.vonwerlhof@twinriversusd.org"
"165",6033385,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","HAGGINWOOD ELEM.",52,47,90,5,10,0,0,0,0,49,94,48,92,50,96,51,98,51,98,"Y",0,"34765056033385","Sacramento","Twin Rivers Unified","Hagginwood Elementary","1418 Palo Verde Avenue","Sacramento","95815","CA","(916) 566-3475","Alberto","Beccera","alberto.beccera@twinriversusd.org"
"166",6033419,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","STRAUCH (HAZEL) ELEM.",97,87,90,9,9,0,0,1,1,87,90,92,95,93,96,92,95,96,99,"Y",0.0103092783505155,"34765056033419","Sacramento","Twin Rivers Unified","Hazel Strauch Elementary","3141 Northstead Drive","Sacramento","95833-1218","CA","(916) 566-2745","Linda","Bean","linda.bean@twinriversusd.org"
"167",6033427,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","CASTORI (MICHAEL J.)",126,100,79,22,17,0,0,4,3,108,86,108,86,106,84,119,94,121,96,"Y",0.0317460317460317,"34765056033427","Sacramento","Twin Rivers Unified","Michael J. Castori Elementary","1801 South Avenue","Sacramento","95838-4636","CA","(916) 566-1600","Michelle","Nunn","michelle.nunn@twinriversusd.org"
"168",6033435,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","NORALTO ELEM.",165,158,96,7,4,0,0,0,0,161,98,162,98,161,98,163,99,163,99,"Y",0,"34765056033435","Sacramento","Twin Rivers Unified","Noralto Elementary","477 Las Palmas Avenue","Sacramento","95815-1605","CA","(916) 566-2700","Brad","Allen","bradley.allen@twinriversusd.org"
"169",6033443,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","NORTHWOOD ELEM.",80,65,81,13,16,0,0,2,3,67,84,67,84,69,86,73,91,74,93,"Y",0.025,"34765056033443","Sacramento","Twin Rivers Unified","Northwood Elementary","2630 Taft Street","Sacramento","95815-2335","CA","(916) 566-2705","Kelly","Grashoff","kelly.grashoff@twinriversusd.org"
"170",6033450,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","WOODLAKE ELEM.",76,68,89,7,9,0,0,1,1,70,92,71,93,72,95,74,97,75,99,"Y",0.0131578947368421,"34765056033450","Sacramento","Twin Rivers Unified","Woodlake Elementary","700 Southgate Road","Sacramento","95815-3895","CA","(916) 566-2755","Doretha","Hayes","doretha.hayes@twinriversusd.org"
"171",6033476,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","ALLISON (WARREN A.) ELEM.",74,71,96,1,1,0,0,2,3,71,96,71,96,72,97,72,97,71,96,"Y",0.027027027027027,"34765056033476","Sacramento","Twin Rivers Unified","Warren A. Allison Elementary","4315 Don Julio Boulevard","North Highlands","95660-3838","CA","(916) 566-1810","Jacqueline","Dewitt","jacqueline.dewitt@twinriversusd.org"
"172",6033484,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","RIO LINDA","DRY CREEK ELEM.",75,69,92,6,8,0,0,0,0,71,95,73,97,74,99,74,99,75,100,"Y",0,"34765056033484","Sacramento","Twin Rivers Unified","Dry Creek Elementary","1230 G Street","Rio Linda","95673-4414","CA","(916) 566-1820","Sal","Garcia","sal.garcia@twinriversusd.org"
"173",6033492,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","FRONTIER ELEM.",78,73,94,3,4,0,0,2,3,73,94,74,95,73,94,75,96,75,96,"Y",0.0256410256410256,"34765056033492","Sacramento","Twin Rivers Unified","Frontier Elementary","6691 Silverthorne Circle","Sacramento","95842-2654","CA","(916) 566-1840","Ellen","Giffin","ellen.giffin@twinriversusd.org"
"174",6033500,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","JOYCE (FREDERICK C.)",73,50,68,19,26,0,0,4,5,56,77,54,74,55,75,61,84,64,88,"Y",0.0547945205479452,"34765056033500","Sacramento","Twin Rivers Unified","Frederick Joyce Elementary","6050 Watt Avenue","North Highlands","95660-4212","CA","(916) 566-1880","Robert","Myers","robert.myers@twinriversusd.org"
"175",6033518,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","HILLSDALE ELEM.",52,46,88,3,6,0,0,3,6,46,88,46,88,46,88,46,88,46,88,"Y",0.0576923076923077,"34765056033518","Sacramento","Twin Rivers Unified","Hillsdale Elementary","6469 Guthrie Way","North Highlands","95660-3995","CA","(916) 566-1860","Renee","Scott-Femenella","renee.scott-femenella@twinriversusd.org"
"176",6033526,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","KOHLER ELEM.",51,50,98,1,2,0,0,0,0,51,100,51,100,51,100,50,98,51,100,"Y",0,"34765056033526","Sacramento","Twin Rivers Unified","Kohler Elementary","4004 Bruce Way","North Highlands","95660-4404","CA","(916) 566-1850","Will","Pope","willard.pope@twinriversusd.org"
"177",6033542,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","MADISON ELEM.",104,89,86,12,12,0,0,3,3,89,86,89,86,89,86,100,96,100,96,"Y",0.0288461538461538,"34765056033542","Sacramento","Twin Rivers Unified","Madison Elementary","5241 Harrison Street","North Highlands","95660-5444","CA","(916) 566-1900","Karen","Snyder","karen.snyder@twinriversusd.org"
"178",6033559,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","OAKDALE ELEM.",59,55,93,4,7,0,0,0,0,55,93,55,93,55,93,59,100,59,100,"Y",0,"34765056033559","Sacramento","Twin Rivers Unified","Oakdale Elementary","3708 Myrtle Avenue","North Highlands","95660-5204","CA","(916) 566-1910","Graciela","Garcia-Torres","graciela.garciatorres@twinriversusd.org"
"179",6033575,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","RIO LINDA","ORCHARD ELEM.",62,46,74,12,19,0,0,4,6,51,82,53,85,50,81,55,89,58,94,"Y",0.0645161290322581,"34765056033575","Sacramento","Twin Rivers Unified","Orchard Elementary","1040 Q Street","Rio Linda","95673-1532","CA","(916) 566-1930","Paula","Roach","paula.roach@twinriversusd.org"
"180",6033583,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","PIONEER ELEM.",77,66,86,0,0,0,0,11,14,66,86,66,86,66,86,66,86,66,86,"Y",0.142857142857143,"34765056033583","Sacramento","Twin Rivers Unified","Pioneer Elementary","5816 Pioneer Way","Sacramento","95841-2215","CA","(916) 566-1940","Patrick","Birdsong","patrick.birdsong@twinriversusd.org"
"181",6033609,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","SIERRA VIEW ELEM.",80,74,93,4,5,0,0,2,3,74,93,75,94,74,93,78,98,78,98,"Y",0.025,"34765056033609","Sacramento","Twin Rivers Unified","Sierra View Elementary","3638 Bainbridge Drive","North Highlands","95660-2765","CA","(916) 566-1960","Cynthia","Goddard","cynthia.goddard@twinriversusd.org"
"182",6033617,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","VILLAGE ELEM.",74,71,96,2,3,1,1,0,0,72,97,73,99,71,96,73,99,73,99,"Y",0,"34765056033617","Sacramento","Twin Rivers Unified","Village Elementary","6845 Larchmont Drive","North Highlands","95660-3506","CA","(916) 566-1970","Anthony (Ted)","Miller","anthony.miller@twinriversusd.org"
"183",6033633,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","RIO LINDA","WESTSIDE ELEM.",50,46,92,0,0,0,0,4,8,46,92,46,92,46,92,46,92,46,92,"Y",0.08,"34103486033633","Sacramento","Sacramento County Office of Education","Westside (SH)","6537 W. Second Street","Rio Linda","95673","CA","","","",""
"184",6033633,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","RIO LINDA","WESTSIDE ELEM.",50,46,92,0,0,0,0,4,8,46,92,46,92,46,92,46,92,46,92,"Y",0.08,"34765056033633","Sacramento","Twin Rivers Unified","Westside Elementary","6537 West Second Street","Rio Linda","95673-3231","CA","(916) 566-1990","Laura","Lofgren","laura.lofgren@twinriversusd.org"
"185",6033641,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","COURTLAND","BATES ELEM.",22,22,100,0,0,0,0,0,0,22,100,22,100,22,100,22,100,22,100,"Y",0,"34674136033641","Sacramento","River Delta Joint Unified","Bates Elementary","180 Primasing Avenue","Courtland","95615-0308","CA","(916) 775-1771","David","Nelson","dnelson@riverdelta.k12.ca.us"
"186",6033666,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","ISLETON","ISLETON ELEM.",23,21,91,1,4,0,0,1,4,21,91,21,91,22,96,21,91,22,96,"Y",0.0434782608695652,"34674136033666","Sacramento","River Delta Joint Unified","Isleton Elementary","412 Union Street PO Box 728","Isleton","95641-0728","CA","(916) 777-6515","Denise","Lopez","dlopez@riverdelta.k12.ca.us"
"187",6033708,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","WALNUT GROVE","WALNUT GROVE",33,30,91,3,9,0,0,0,0,31,94,32,97,32,97,32,97,32,97,"Y",0,"34674136033708","Sacramento","River Delta Joint Unified","Walnut Grove Elementary","14181 Grove Street","Walnut Grove","95690","CA","(916) 776-1844","Carrie","Norris","cnorris@riverdelta.k12.ca.us"
"188",6033716,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","RIO VISTA","WHITE ELEM.",68,61,90,2,3,0,0,5,7,61,90,61,90,61,90,62,91,63,93,"Y",0.0735294117647059,"34674136033716","Sacramento","River Delta Joint Unified","D. H. White Elementary","500 Elm Way","Rio Vista","94571-1304","CA","(707) 374-5335","Pierre","Laleau","plaleau@riverdelta.k12.ca.us"
"189",6033724,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","SACRAMENTO","BELL AVE. ELEM.",79,70,89,6,8,0,0,3,4,72,91,73,92,70,89,76,96,76,96,"Y",0.0379746835443038,"34674216033724","Sacramento","Robla Elementary","Bell Avenue Elementary","1900 Bell Avenue","Sacramento","95838-3009","CA","(916) 922-0202","Lisa","Hall","lhall@robla.k12.ca.us"
"190",6033732,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","SACRAMENTO","MAIN AVE. ELEM.",50,46,92,3,6,0,0,1,2,46,92,46,92,47,94,48,96,48,96,"Y",0.02,"34674216033732","Sacramento","Robla Elementary","Main Avenue Elementary","1400 Main Avenue","Sacramento","95838-2406","CA","(916) 929-9559","Gail","Hunt","ghunt@robla.k12.ca.us"
"191",6033740,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","SACRAMENTO","ROBLA ELEM.",70,58,83,9,13,0,0,3,4,62,89,61,87,60,86,67,96,66,94,"Y",0.0428571428571429,"34674216033740","Sacramento","Robla Elementary","Robla Elementary","5200 Marysville Boulevard","Sacramento","95838-1600","CA","(916) 991-1006","Mario","Penman","mpenman@robla.k12.ca.us"
"192",6033757,"SACRAMENTO","PUBLIC","ROBLA ELEMENTARY","SACRAMENTO","TAYLOR STREET",51,47,92,4,8,0,0,0,0,47,92,47,92,48,94,51,100,51,100,"Y",0,"34674216033757","Sacramento","Robla Elementary","Taylor Street Elementary","4350 Taylor Street","Sacramento","95838-2622","CA","(916) 927-5340","Arthur","Estrada","aestrada@robla.k12.ca.us"
"193",6033765,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","A. M. WINN ELEM.",39,32,82,4,10,0,0,3,8,32,82,32,82,32,82,36,92,36,92,"Y",0.0769230769230769,"34674396033765","Sacramento","Sacramento City Unified","A. M. Winn Waldorf-Inspired","3351 Explorer Drive","Sacramento","95827-2954","CA","(916) 228-5880","Michael","Kast","michael-kast@scusd.edu"
"194",6033799,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","BOWLING GREEN/CHACON",59,59,100,0,0,0,0,0,0,59,100,59,100,59,100,59,100,59,100,"Y",0,"34674396033799","Sacramento","Sacramento City Unified","Bowling Green Elementary","4211 Turnbridge Drive","Sacramento","95823-1999","CA","(916) 433-5426","Susan","Gibson","susan-gibson@scusd.edu"
"195",6033807,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","BRET HARTE ELEM.",57,50,88,5,9,0,0,2,4,51,89,51,89,52,91,53,93,54,95,"Y",0.0350877192982456,"34674396033807","Sacramento","Sacramento City Unified","Bret Harte Elementary","2751 Ninth Avenue","Sacramento","95818-4406","CA","(916) 277-6261","Lorena","Carrillo","lorena-carrillo@scusd.edu"
"196",6033815,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","CALEB GREENWOOD ELEM.",72,46,64,24,33,0,0,2,3,50,69,49,68,51,71,67,93,65,90,"Y",0.0277777777777778,"34674396033815","Sacramento","Sacramento City Unified","Caleb Greenwood Elementary","5457 Carlson Drive","Sacramento","95819-2453","CA","(916) 277-6266","Amy","Whitten","amy-whitten@scusd.edu"
"197",6033823,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","CAMELLIA BASIC",97,90,93,6,6,0,0,1,1,92,95,92,95,91,94,96,99,96,99,"Y",0.0103092783505155,"34674396033823","Sacramento","Sacramento City Unified","Camellia Elementary","6600 Cougar Drive","Sacramento","95828-1463","CA","(916) 382-5980","Kamaljit","Pannu","kamaljit-pannu@scusd.edu"
