CDSCode,StatusType,County,District,School,Street,City,Zip,State,Phone,Ext,Website,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1
43697249011768,Merged,Santa Clara,Whisman Elementary,Whisman Child Development Cent,1995 San Ramon Avenue,Mountain View,94043,CA,,,,,,,,
43733874330437,Closed,Santa Clara,Milpitas Unified,Ayer (Samuel) High,1331 Calaveras Boulevard,Milpitas,95035,CA,,,,,,,,
43733874330494,Active,Santa Clara,Milpitas Unified,Milpitas Adult,1331 East Calaveras Boulevard,Milpitas,95035-5707,CA,(408) 635-2692,,,,,Kathleen,Pearson,kpearson@musd.org
43733874331039,Active,Santa Clara,Milpitas Unified,Calaveras Hills,1331 East Calaveras Boulevard,Milpitas,95035-5707,CA,(408) 635-2690,4210,www.musd.org,37.435861,-121.88350,Alecia,Myers,amyers@musd.org
43733874334470,Active,Santa Clara,Milpitas Unified,Milpitas High,1285 Escuela Parkway,Milpitas,95035-3221,CA,(408) 635-2800,,,37.450817,-121.89979,Ken,Schlaff,kschlaff@musd.org
43733876046106,Closed,Santa Clara,Milpitas Unified,Air Point Elementary,Calaveras Road,Milpitas,95035,CA,,,,,,,,
43733876047591,Active,Santa Clara,Milpitas Unified,Anthony Spangler Elementary,140 North Abbott,Milpitas,95035-4849,CA,(408) 635-2870,,,37.430474,-121.91346,Todd,Gaviglio,tgaviglio@musd.org
43733876047609,Active,Santa Clara,Milpitas Unified,Curtner Elementary,275 Redwood,Milpitas,95035-3843,CA,(408) 635-2852,,,37.440048,-121.91266,Jackie,Vo Felbinger,jvo@musd.org
43733876047617,Closed,Santa Clara,Milpitas Unified,Gertrude Abel Elementary,480 Corning,Milpitas,95035,CA,,,,,,,,
43733876047625,Active,Santa Clara,Milpitas Unified,John Sinnott Elementary,2025 Yellowstone Avenue,Milpitas,95035-6951,CA,(408) 635-2674,,,37.424307,-121.86956,Tony,Frascone,tfrascon@musd.org
43733876047633,Active,Santa Clara,Milpitas Unified,Joseph Weller Elementary,345 Boulder Drive,Milpitas,95035-2869,CA,(408) 635-2876,,,37.458362,-121.90581,Raquel,Kusunoki,rkusunoki@musd.org
43733876047658,Closed,Santa Clara,Milpitas Unified,Murphy (Martin) Elementary,1500 Yosemite Drive,Milpitas,95035,CA,,,,,,,,
43733876047666,Active,Santa Clara,Milpitas Unified,Rancho Milpitas Middle,1915 Yellowstone Avenue,Milpitas,95035-6992,CA,(408) 635-2656,,,37.424846,-121.87005,Leticia,Villa-Gascon,lvilla@musd.org
43733876047690,Active,Santa Clara,Milpitas Unified,William Burnett Elementary,400 Fanyon,Milpitas,95035-4630,CA,(408) 635-2650,,,37.441959,-121.88090,Richard,Julian,rjulian@musd.org
43733876099170,Closed,Santa Clara,Milpitas Unified,Opportunity High,480 Corning Avenue,Milpitas,95035,CA,,,,,,,,
43733876104152,Closed,Santa Clara,Milpitas Unified,Milpitas Adult Education,1500 Escuela Parkway,Milpitas,95035,CA,,,,,,,,
43733876047674,Active,Santa Clara,Milpitas Unified,Robert Randall Elementary,1300 Edsel Drive,Milpitas,95035-5701,CA,(408) 635-2662,,,37.429404,-121.88097,Kristian,Lecours,klecours@musd.org
43733876047682,Active,Santa Clara,Milpitas Unified,Thomas Russell Middle,1500 Escuela Parkway,Milpitas,95035-3220,CA,(408) 635-2864,,,37.454684,-121.89953,Damon,James,djames@musd.org
43733876067219,Active,Santa Clara,Milpitas Unified,Pearl Zanker Elementary,1585 Fallen Leaf Drive,Milpitas,95035-6762,CA,(408) 635-2882,,,37.408072,-121.90605,Trisha,Lee,tlee@musd.org
43733874330221,Closed,Santa Clara,Milpitas Unified,Milpitas Independent Study,1500 Escuela Parkway,Milpitas,95035-3220,CA,,,,,,,,
43742944395018,Active,Santa Clara,Metro Education,Silicon Valley Career Technical Education Center,760 Hillsdale Avenue,San Jose,95136,CA,(408) 723-6464,,www.metroed.net,37.279278,-121.86657,Alyssa,Lynch,Lynch@metroed.net
43344399005075,Closed,Santa Clara,First Covenant Church,Glenn Hoffman Preschool No. 1,100 Skyport,San Jose,95110,CA,,,,,,,,
43344399005083,Closed,Santa Clara,First Covenant Church,Glenn Hoffman Preschool No. 2,100 Skyport,San Jose,95110,CA,,,,,,,,
43344399005091,Closed,Santa Clara,First Covenant Church,Glenn Hoffman Preschool No. 3,100 Skyport,San Jose,95110,CA,,,,,,,,
43344399005810,Closed,Santa Clara,First Covenant Church,Glenn Hoffman Preschool No. 4,100 Skyport,San Jose,95110,CA,,,,,,,,
43743024395034,Closed,Santa Clara,Santa Clara County ROP,Santa Clara County ROP-North,575 West Fremont Avenue,Sunnyvale,94087,CA,,,www.ncrop.sccoe.net,37.352251,-122.03509,,,
43743024395042,Active,Santa Clara,Santa Clara County ROP,Santa Clara County ROP-South,"700 West Sixth Street, Suite L",Gilroy,95020,CA,(408) 842-0361,,www.sccoe.org,37.003773,-121.57738,David,Matuszak,david_matuszak@sccoe.org
44697326049563,Active,Santa Cruz,Bonny Doon Union Elementary,Bonny Doon Elementary,1492 Pine Flat Road,Santa Cruz,95060-9711,CA,(831) 427-2300,,,37.062514,-122.14818,Stephanie,Siddens,ssiddens@santacruz.k12.ca.us
44697576049571,Active,Santa Cruz,Happy Valley Elementary,Happy Valley Elementary,3125 Branciforte Drive,Santa Cruz,95065-9775,CA,(831) 429-1456,,,37.023443,-121.98939,Michelle,McKinny,mmckinny@santacruz.k12.ca.us
44697656049589,Closed,Santa Cruz,Live Oak Elementary,Del Mar Middle,1959 Merrill Street,Santa Cruz,95062-4102,CA,,,,,,,,
44697656049597,Active,Santa Cruz,Live Oak Elementary,Green Acres Elementary,966 Bostwick Lane,Santa Cruz,95062-1700,CA,(831) 475-0111,,,36.984254,-121.98688,Lisa,Dilles,ldilles@losd.ca
44697656049605,Active,Santa Cruz,Live Oak Elementary,Live Oak Elementary,1916 Capitola Road,Santa Cruz,95062-3011,CA,(831) 475-2000,,www.losd-ca.schoolloop.com/,36.975632,-121.98127,Gregory,Stein,gstein@losd.ca
44697996104384,Closed,Santa Cruz,Pajaro Valley Unified,Pajaro Valley Unified Altern. Educ.,165 Blackbum Street,Watsonville,95076,CA,,,,,,,,
44697996114391,Closed,Santa Cruz,Pajaro Valley Unified,Rising Star,225 Hammer Drive,Watsonville,95077,CA,,,,,,,,
44698074430047,Closed,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley Adult,PO Box 398,Ben Lomond,95005,CA,,,,,,,,
44698074430088,Closed,Santa Cruz,San Lorenzo Valley Unified,White Oak Continuation High,305 Marion,Felton,95018-9704,CA,,,,,,,,
44697656113559,Active,Santa Cruz,Live Oak Elementary,Shoreline Middle,855 17th Avenue,Santa Cruz,95062,CA,(831) 475-6565,,,36.966856,-121.98558,Colleen,Martin,cmartin@losd.ca
44697656114102,Active,Santa Cruz,Live Oak Elementary,Del Mar Elementary,1959 Merrill Street,Santa Cruz,95062,CA,(831) 477-2063,,,36.964761,-121.98437,Marilyn,Rockey,mrockey@losd.ca
44697736049613,Active,Santa Cruz,Mountain Elementary,Mountain Elementary,3042 Old San Jose Road,Soquel,95073-9752,CA,(831) 475-6812,,,37.027391,-121.94928,Diane,Morgenstern,dmorgenstern@santacruz.k12.ca.us
44697816049621,Active,Santa Cruz,Pacific Elementary,Pacific Elementary,50 Ocean Street,Davenport,95017,CA,(831) 425-7002,,,37.011813,-122.19443,Eric,Bitter,ebitter@santacruz.k12.ca.us
44697994430021,Closed,Santa Cruz,Pajaro Valley Unified,Watsonville Adult Center,250 E. Beach Street,Santa Cruz,95076,CA,,,,,,,,
44697994430518,Active,Santa Cruz,Pajaro Valley Unified,Aptos High,100 Mariner Way,Aptos,95003-9641,CA,(831) 686-6565,,,36.976287,-121.86912,Casey,O'Brien,casey_obrien@pvusd.net
44697994430526,Closed,Santa Cruz,Pajaro Valley Unified,Freedom Continuation Defunct,221 Airport Boulevard,Freedom,95019,CA,,,,,,,,
44104476050041,Closed,Santa Cruz,Santa Cruz County Office of Education,Skills Center/TMR/Secondary,2685 Mattison Lane,Santa Cruz,95062,CA,,,,,,,,
44697994437794,Active,Santa Cruz,Pajaro Valley Unified,Renaissance High Continuation,11 Spring Valley Road,La Selva Beach,95076-9638,CA,(831) 728-6344,,,36.927169,-121.84771,Artemisa,Cortez,artemisa_cortez@pvusd.net
44697994437802,Active,Santa Cruz,Pajaro Valley Unified,Watsonville/Aptos Adult Education,294 Green Valley Road,Watsonville,95076-4210,CA,(831) 786-2160,,www.waas.pvusd.net,,,Nancy,Bilicich,nancy_bilicich@pvusd.net
44697994437901,Active,Santa Cruz,Pajaro Valley Unified,Watsonville High,250 East Beach Street,Watsonville,95076-4831,CA,(831) 728-6390,,www.watsonvillehs.net,36.912546,-121.75241,Elaine,Legorreta,elaine_legorreta@pvusd.net
44697996049639,Active,Santa Cruz,Pajaro Valley Unified,Amesti Elementary,25 Amesti Road,Watsonville,95076-1121,CA,(831) 728-6250,,,36.946039,-121.76748,Erin,Haley,erin_haley@pvusd.net
44697996049654,Merged,Santa Cruz,Pajaro Valley Unified,Aromas Elementary,Vega Street,Aromas,95004,CA,,,,,,,,
44697996049662,Active,Santa Cruz,Pajaro Valley Unified,Bradley Elementary,321 Corralitos Road,Watsonville,95076-0522,CA,(831) 728-6366,,,36.976029,-121.80785,Kathy,Arola,kathy_arola@pvusd.net
44697996049670,Active,Santa Cruz,Pajaro Valley Unified,Calabasas Elementary,202 Calabasas Road,Watsonville,95076-1039,CA,(831) 728-6368,,,36.944409,-121.79278,Terry,Eastman,terry_eastman@pvusd.net
44697996049688,Active,Santa Cruz,Pajaro Valley Unified,E. A. Hall Middle,201 Brewington Avenue,Watsonville,95076-4022,CA,(831) 728-6270,,,36.918077,-121.75303,Olga,DeSantaAnna,olga_desantaanna@pvusd.net
44697996049696,Active,Santa Cruz,Pajaro Valley Unified,Freedom Elementary,25 Holly Drive,Freedom,95019-2606,CA,(831) 728-6260,,,36.931280,-121.78023,Gloria,Puga,gloria_puga@pvusd.net
44697996049738,Active,Santa Cruz,Pajaro Valley Unified,Mar Vista Elementary,6860 Soquel Drive,Aptos,95003-3225,CA,(831) 688-5211,,,36.984770,-121.91922,Chris,Hertz,chris_hertz@pvusd.net
44697996049795,Closed,Santa Cruz,Pajaro Valley Unified,Salsipuedes Elementary,115 Casserly Road,Watsonville,95076-9739,CA,,,,,,,,
44697996049704,Active,Santa Cruz,Pajaro Valley Unified,H. A. Hyde Elementary,125 Alta Vista Street,Watsonville,95076-3117,CA,(831) 728-6243,,,36.925262,-121.76837,Brett,Knupfer,brett_knupfer@pvusd.net
44697996049712,Active,Santa Cruz,Pajaro Valley Unified,Hall District Elementary,300 Sill Road,Watsonville,95076-5619,CA,(831) 728-6371,,,36.864927,-121.72247,Guillermo,Ramos,guillermo_ramos@pvusd.net
44697996049746,Active,Santa Cruz,Pajaro Valley Unified,Mintie White Elementary,515 Palm Avenue,Watsonville,95076-3942,CA,(831) 728-6321,,,36.919624,-121.75427,Olga,De Santa Anna,olga_desantaanna@pvusd.net
44697996049753,Active,Santa Cruz,Pajaro Valley Unified,Pajaro Middle,250 Salinas Road,Watsonville,95076-5229,CA,(831) 728-6238,,,36.899161,-121.74803,Jean,Gottlob,jean_gottlob@pvusd.net
44697996049779,Active,Santa Cruz,Pajaro Valley Unified,Rio del Mar Elementary,819 Pinehurst Drive,Aptos,95003-5737,CA,(831) 688-2053,,,36.959508,-121.87628,Deborah,Dorney,deborah_dorney@pvusd.net
44697996049787,Active,Santa Cruz,Pajaro Valley Unified,Rolling Hills Middle,130 Herman Avenue,Watsonville,95076-2920,CA,(831) 728-6341,,,36.923742,-121.78590,Rick,Ito,rick_ito@pvusd.net
44697996049803,Active,Santa Cruz,Pajaro Valley Unified,T. S. MacQuiddy Elementary,330 Martinelli Street,Watsonville,95076-2810,CA,(831) 728-6315,,,36.927187,-121.75180,Thomas,Hiltz,thomas_hiltz@pvusd.net
44697996049811,Active,Santa Cruz,Pajaro Valley Unified,Valencia Elementary,250 Aptos School Road,Aptos,95003-4078,CA,(831) 688-2013,,,36.976914,-121.89444,Kelley,Didion,kelley_didion@pvusd.net
44697996049829,Active,Santa Cruz,Pajaro Valley Unified,Alianza Charter,115 Casserly Road,Watsonville,95076-8645,CA,(831) 728-6333,,www.alianza.pvusd.net,36.959634,-121.73270,Michael,Jones,michael_jones@pvusd.net
44697996108138,Active,Santa Cruz,Pajaro Valley Unified,Ohlone Elementary,21 Bay Farms Road,Watsonville,95076-5442,CA,(831) 728-6977,,,36.870673,-121.76214,Gloria,Miranda,gloria_miranda@pvusd.net
44697996108146,Active,Santa Cruz,Pajaro Valley Unified,Starlight Elementary,225 Hammer Drive,Watsonville,95076,CA,(831) 728-6974,,,36.922133,-121.77271,Mark,Donnelly,mark_donnelly@pvusd.net
44697996049720,Active,Santa Cruz,Pajaro Valley Unified,Linscott Charter,220 Elm Street,Watsonville,95076-5025,CA,(831) 728-6301,,www.linscott.santacruz.k12.ca.us,36.910459,-121.75007,Robin,Higbee,robin_higbee@pvusd.net
44697994430203,Active,Santa Cruz,Pajaro Valley Unified,New School Community Day,165 Harkins Slough Road,Watsonville,95076-4124,CA,(831) 761-6140,,,36.913994,-121.77724,Victoria,Sorensen,victoria_sorensen@pvusd.net
44698074430153,Closed,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley Alternative Education,305 Marion Avenue,Felton,95018-9704,CA,,,,,,,,
44698074430161,Closed,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Adult,7105 Highway 9,Felton,95018-9704,CA,,,,,,,,
44104474430112,Merged,Santa Cruz,Santa Cruz County Office of Education,San Lorenzo Valley Community,809 Bay Avenue #H,Capitola,95010,CA,,,,,,,,
44104474430120,Closed,Santa Cruz,Santa Cruz County Office of Education,Skills Center,2685 Mattison Lane,Santa Cruz,95062,CA,,,,,,,,
44104474430138,Merged,Santa Cruz,Santa Cruz County Office of Education,Pioneer Community,209 Pioneer Street,Santa Cruz,95060,CA,,,,,,,,
44104476049597,Merged,Santa Cruz,Santa Cruz County Office of Education,Richard D. Struck Communicatio,966 Bostwick Lane,Santa Cruz,95062,CA,,,,,,,,
44698074436754,Active,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley High,7105 Highway 9,Felton,95018-9718,CA,(831) 335-4425,,www.slvusd.org,37.062406,-122.08008,Karen,Van Putten,kvanputten@slvusd.org
44698076049837,Active,Santa Cruz,San Lorenzo Valley Unified,Boulder Creek Elementary,400 Lomond Street,Boulder Creek,95006,CA,(831) 338-6413,,http://bce.slvusd.org,37.122574,-122.12663,Denise,Fosburgh,dfosburgh@slvusd.org
44698076049845,Closed,Santa Cruz,San Lorenzo Valley Unified,Quail Hollow Elementary,325 Marion Avenue,Felton,95018-9704,CA,,,,,,,,
44698076060644,Active,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley Middle,7179 Hacienda Way,Felton,95018,CA,(831) 335-4452,,www.slvusd.org,37.064953,-122.08109,Jeff,Calden,jcalden@slvusd.org
44698076099196,Merged,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley Preschool,PO Box 398,Ben Lomond,95006,CA,,,,,,,,
44698076109946,Closed,Santa Cruz,San Lorenzo Valley Unified,Redwood Elementary,16900 North Highway 9,Felton,95018-9704,CA,,,,,,,,
44698074430179,Active,Santa Cruz,San Lorenzo Valley Unified,SLVUSD Charter,7101 Highway Nine,Felton,95018,CA,(831) 335-0932,,www.slvusd.org/charter,37.062760,-122.08313,Rhonda,Schlosser,rschlosser@slvusd.org
44698156049860,Active,Santa Cruz,Santa Cruz City Elementary,Bay View Elementary,1231 Bay Street,Santa Cruz,95060-4708,CA,(831) 429-3991,202,www.sccs.santacruz.k12.ca.us,36.964383,-122.04072,Mary,Robb,marobb@sccs.santacruz.k12.ca.us
44698156049878,Closed,Santa Cruz,Santa Cruz City Elementary,Branciforte Elementary,840 North Branciforte Avenue,Santa Cruz,95062-1000,CA,,,,,,,,
44698156049886,Active,Santa Cruz,Santa Cruz City Elementary,De Laveaga Elementary,1145 Morrissey Boulevard,Santa Cruz,95065-1498,CA,(831) 429-3807,,www.sccs.santacruz.k12.ca.us,36.990634,-121.99600,Angela,Meeker,ameeker@sccs.santacruz.k12.ca.us
44698156049894,Active,Santa Cruz,Santa Cruz City Elementary,Gault Elementary,1320 Seabright Avenue,Santa Cruz,95062-2525,CA,(831) 429-3856,,www.sccssantacruz.k12.ca.us,36.976074,-122.00816,Molly,Parks,mparks@sccs.santacruz.k12.ca.us
44698156049902,Closed,Santa Cruz,Santa Cruz City Elementary,Laurel Elementary,301 Center Street,Santa Cruz,95060,CA,,,,,,,,
44698156049910,Closed,Santa Cruz,Santa Cruz City Elementary,Natural Bridges Elementary School,255 Swift Street,Santa Cruz,95060-6225,CA,,,www.sccs.santacruz.k12.ca.us,,,,,
44698156049928,Active,Santa Cruz,Santa Cruz City Elementary,Westlake Elementary,1000 High Street,Santa Cruz,95060-2596,CA,(831) 429-3878,,www.sccs.santacruz.k12.ca.us,36.978511,-122.04926,Clyde,Curley,ccurley@sccs.santacruz.k12.ca.us
44698156093116,Closed,Santa Cruz,Santa Cruz City Elementary,Bilingual/Multicultural Altern,840 N. Branciforte Avenue,Santa Cruz,95060,CA,,,,,,,,
44698156108203,Active,Santa Cruz,Santa Cruz City Elementary,Santa Cruz City Elementary Alternative Education-Monarch,840 North Branciforte Avenue,Santa Cruz,95062,CA,(831) 429-3898,,www.monarch.santacruz.k12.ca.us,36.980912,-122.01306,Lysa,Tabachnick,ltabachnick@sccs.santacruz.k12.ca.us
44698234430039,Closed,Santa Cruz,Santa Cruz City High,Tam (Teenage Mothers),319 La Fonda,Santa Cruz,95060,CA,,,,,,,,
44698496049969,Closed,Santa Cruz,Soquel Union Elementary,Capitola Elementary,504 Monterey Avenue,Capitola,95010-3696,CA,,,,,,,,
44698234430096,Active,Santa Cruz,Santa Cruz City High,Ark Independent Studies,840 North Branciforte Avenue,Santa Cruz,95062,CA,(831) 429-3898,228,www.arkis.santacruz.k12.ca.us,36.980912,-122.01306,Daniel,Denton,ddenton@sccs.santacruz.k12.ca.us
44698234430195,Active,Santa Cruz,Santa Cruz City High,Alternative Family Education,840 North Branciforte Avenue,Santa Cruz,95062-1028,CA,(831) 429-3898,228,www.afe.santacruz.k12.ca.us,36.980472,-122.01235,Daniel,Denton,ddenton@sccs.santacruz.k12.ca.us
44698234432340,Active,Santa Cruz,Santa Cruz City High,Harbor High,300 La Fonda Avenue,Santa Cruz,95062-1431,CA,(831) 429-3810,1050,www.harborhigh.org,36.987312,-121.99349,Richard,Davis,rdavis@sccs.santacruz.k12.ca.us
44698234436960,Active,Santa Cruz,Santa Cruz City High,Costanoa Continuation High,840 North Branciforte Avenue,Santa Cruz,95062,CA,(831) 429-3898,,www.costanoa.santacruz.k12.ca.us,36.980912,-122.01306,Daniel,Denton,ddenton@sccs.santacruz.k12.ca.us
44698234437000,Active,Santa Cruz,Santa Cruz City High,Santa Cruz Adult,319 La Fonda Avenue,Santa Cruz,95062,CA,(831) 429-3966,,,,,Lysa,Tabachnick,ltabachnick@sccs.santacruz.k12.ca.us
44698234437109,Active,Santa Cruz,Santa Cruz City High,Santa Cruz High,415 Walnut Avenue,Santa Cruz,95060-3633,CA,(831) 429-3960,,,36.971885,-122.03328,Karen,Edmonds,kedmonds@sccs.santacruz.k12.ca.us
44698234437406,Active,Santa Cruz,Santa Cruz City High,Soquel High,401 Old San Jose Road,Soquel,95073-2213,CA,(831) 429-3909,,,36.992847,-121.95723,Ken,Lawrence-Emanuel,klawrence-emanuel@sccs.net
44698236060156,Active,Santa Cruz,Santa Cruz City High,Mission Hill Middle,425 King Street,Santa Cruz,95060-3411,CA,(831) 429-3860,203,www.sccs.santacruz.k12.ca.us,36.974957,-122.03612,Valerie,Quandt,vquandt@sccs.santacruz.k12.ca.us
44698236114730,Closed,Santa Cruz,Santa Cruz City High,Sojourn Middle Charter,111 Erett Circle,Santa Cruz,95060,CA,,,,,,,,
44698496049977,Active,Santa Cruz,Soquel Union Elementary,Santa Cruz Gardens Elementary,8005 Winkle Avenue,Santa Cruz,95065-1149,CA,(831) 464-5670,,,37.003372,-121.97652,Kerry,Le Roux,kleroux@suesd.org
44698496066542,Active,Santa Cruz,Soquel Union Elementary,New Brighton Middle,250 Washburn Avenue,Capitola,95010-3799,CA,(831) 464-5660,,,36.977574,-121.94753,Craig,Broadhurst,cbroadhurst@suesd.org
44698496111421,Active,Santa Cruz,Soquel Union Elementary,Main Street Elementary,3400 North Main Street,Soquel,95073-2212,CA,(831) 464-5650,,,36.992711,-121.95233,Annette,Bitter,abitter@suesd.org
44698496904999,Closed,Santa Cruz,Soquel Union Elementary,McDowell Learning Center,2820 Porter Street,Soquel,95073,CA,,,,,,,,
44745754490017,Active,Santa Cruz,Santa Cruz County ROP,Santa Cruz County ROP,400 Encinal Street,Santa Cruz,95060,CA,(831) 466-5762,,www.rop.santacruz.k2.ca.us,36.980661,-121.95641,Mark,Hodges,markhodges@santacruz.k12.ca.us
44321934430013,Merged,Santa Cruz,Santa Cruz Co Cya Dist,Ben Lomond Youth Conservation Camp,,,,,,,,,,,,
44322764430013,Closed,Santa Cruz,CEA Santa Cruz Co,Ben Lomond Youth Conservation Camp,13575 Empire Grade Road,Santa Cruz,95060,CA,,,,,,,,
44104474430054,Closed,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz Community,556 Ocean View Avenue,Santa Cruz,95060,CA,,,,,,,,
44104474430104,Closed,Santa Cruz,Santa Cruz County Office of Education,Juvenile Hall School,3650 Graham Hill Road,Santa Cruz,95066,CA,,,,,,,,
44104476050058,Closed,Santa Cruz,Santa Cruz County Office of Education,Special Training Farm TMR,San Andreas&Spring Vly.Rd,La Selva Beach,95076,CA,,,,,,,,
44104476066567,Closed,Santa Cruz,Santa Cruz County Office of Education,Early Development Program,809-H Bay Avenue,Capitola,95010,CA,,,,,,,,
44104476068415,Closed,Santa Cruz,Santa Cruz County Office of Education,Sunshine School,1730 Commercial Way,Santa Cruz,95073,CA,,,,,,,,
44104476089312,Closed,Santa Cruz,Santa Cruz County Office of Education,Aphasic Classes,504 Monterey Avenue,Capitola,95010,CA,,,,,,,,
44104476097877,Closed,Santa Cruz,Santa Cruz County Office of Education,Aphasic/Brook Knoll,150 Tree Top Drive,Scotts Valley,95066,CA,,,,,,,,
44104476098719,Merged,Santa Cruz,Santa Cruz County Office of Education,Terry Brickley Center for Seve,966 Bostwick Lane,Santa Cruz,95062,CA,,,,,,,,
44104476099774,Merged,Santa Cruz,Santa Cruz County Office of Education,H. A. Hyde Communication Cente,125 Alta Vista,Watsonville,95076,CA,,,,,,,,
44104476101539,Closed,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz Gardens Sed,8005 Winkle Avenue,Santa Cruz,95060,CA,,,,,,,,
44104476101547,Closed,Santa Cruz,Santa Cruz County Office of Education,Live Oak Deaf/Hearing Impaired,1916 Capitola Road,Santa Cruz,95060,CA,,,,,,,,
44104476101554,Closed,Santa Cruz,Santa Cruz County Office of Education,Rolling Hills Jh/Aphasic,130 Herman Avenue,Watsonville,95076,CA,,,,,,,,
44104476101638,Merged,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz Community,556 Ocean View Avenue,Santa Cruz,95060,CA,,,,,,,,
44104476101646,Closed,Santa Cruz,Santa Cruz County Office of Education,Highland  Community School,PO Box 387,Felton,95018,CA,,,,,,,,
44104476101653,Merged,Santa Cruz,Santa Cruz County Office of Education,De Witt Anderson Courts-Related,2960 Willowbrook Lane,Aptos,95003,CA,,,,,,,,
44104476101661,Closed,Santa Cruz,Santa Cruz County Office of Education,Pioneer Street Community Schoo,290 Pioneer Street,Santa Cruz,95060,CA,,,,,,,,
44104476101679,Closed,Santa Cruz,Santa Cruz County Office of Education,Sunshine Community School,1730 Commercial Way,Santa Cruz,95062,CA,,,,,,,,
44104476101851,Closed,Santa Cruz,Santa Cruz County Office of Education,North County Special Education,251 Swift Street,Santa Cruz,95060,CA,,,,,,,,
44104476102800,Merged,Santa Cruz,Santa Cruz County Office of Education,Watsonville Community,221 Airport Boulevard,Freedom,95019,CA,,,,,,,,
44104476103196,Merged,Santa Cruz,Santa Cruz County Office of Education,Richard D. Struck Communicatio,966 Bostwick Lane,Santa Cruz,95062,CA,,,,,,,,
44104476104095,Merged,Santa Cruz,Santa Cruz County Office of Education,Messiah Lutheran Church,801 High Street,Santa Cruz,95060,CA,,,,,,,,
44104476104103,Merged,Santa Cruz,Santa Cruz County Office of Education,Boys' Club Sld/Off Campus,543 Center Street,Santa Cruz,95060,CA,,,,,,,,
44104476068407,Closed,Santa Cruz,Santa Cruz County Office of Education,Manresa Family Counseling,,,,,,,,,,,,
44104474430146,Active,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Court,400 Encinal Street,Santa Cruz,95060,CA,(831) 466-5728,,www.santacruz.k12.ca.us,36.988098,-122.03894,Sandy,Mast,smast@santacruz.k12.ca.us
44104476069397,Active,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Special Education,400 Encinal Street,Santa Cruz,95060,CA,(831) 466-5700,,www.santacruz.k12.ca.us,36.988098,-122.03894,Harriet,Maglin,hmaglin@santacruz.k12.ca.us
44698316049936,Merged,Santa Cruz,Scotts Valley Union Elementary,Brook Knoll Elementary,151 Brook Knoll Drive,Santa Cruz,95060-1342,CA,,,,,,,,
44698316049944,Merged,Santa Cruz,Scotts Valley Union Elementary,Scotts Valley Middle,8 Bean Creek Road,Scotts Valley,95066-4109,CA,,,,,,,,
44698316049951,Merged,Santa Cruz,Scotts Valley Union Elementary,Vine Hill Elementary,151 Vine Hill School Road,Scotts Valley,95066-3211,CA,,,,,,,,
44754324430211,Active,Santa Cruz,Scotts Valley Unified,Scotts Valley High,555 Glenwood Drive,Scotts Valley,95066-3262,CA,(831) 439-9555,,www.svhs.scottsvalleyusd.org,37.073571,-122.00392,Valerie,Bariteau,vbariteau@scottsvalleyusd.org
44754326049936,Active,Santa Cruz,Scotts Valley Unified,Brook Knoll Elementary,151 Brook Knoll Drive,Santa Cruz,95060-1342,CA,(831) 423-2454,,www.brookknoll.scottsvalleyusd.org,37.016974,-122.02971,Sharlene,Ransom,sransom@scottsvalleyusd.org
44754326049944,Active,Santa Cruz,Scotts Valley Unified,Scotts Valley Middle,8 Bean Creek Road,Scotts Valley,95066-4109,CA,(831) 438-0610,,www.svms.scottsvalleyusd.org,37.044522,-122.02384,Mary,Lonhart,mlonhart@scottsvalleyusd.org
44754326049951,Active,Santa Cruz,Scotts Valley Unified,Vine Hill Elementary,151 Vine Hill School Road,Scotts Valley,95066-3211,CA,(831) 438-1090,,www.vinehill.scottsvalleyusd.org,37.068021,-121.99885,Michelle,Stewart,mstewart@scottsvalleyusd.org
45104544530036,Closed,Shasta,Shasta County Office of Education,Shasta County Opportunity,1644 Magnolia Avenue,Redding,96001-1513,CA,,,www.shastacoe.org,40.580348,-122.40086,,,
45104546066203,Merged,Shasta,Shasta County Office of Education,Juvenile Hall/Community,2680 Radio Lane,Redding,96001,CA,,,,,,,,
45104546068993,Merged,Shasta,Shasta County Office of Education,Berglund Hearing Impaired,1225 Mistletoe Lane,Redding,96002,CA,,,,,,,,
45104546069009,Merged,Shasta,Shasta County Office of Education,Monte Vista TMR,3200 Adams Lane,Redding,96002,CA,,,,,,,,
45104546069017,Merged,Shasta,Shasta County Office of Education,Buckeye Special Education Center,3499 Hiatt Drive,Redding,96003,CA,,,,,,,,
45104546069389,Active,Shasta,Shasta County Office of Education,Shasta County Special Education,3711 Oasis Road,Redding,96003-0397,CA,(530) 410-6079,,www.shastacoe.org,40.630433,-122.39940,Jodie,VanOrnum,jvanornum@shastacoe.org
