FacNum,County,Type,City,Name,Total,UptodateTot,UptodatePct,CondTot,CondPct,PMETot,PMEPct,PBETot,PBEPct,DTPTot,DTPPct,PolioTot,PolioPct,MMRTot,MMRPct,HIBTot,HIBPct,HEPBTot,HEPBPct,VariTot,VariPct,Report
304370182,ORANGE,PUBLIC,COSTA MESA,NMUSD COLLEGE PARK PRESCHOOL,42,39,93,1,2,0,0,2,5,39,93,41,98,41,98,40,95,41,98,41,98,Y
304370641,ORANGE,PUBLIC,COSTA MESA,NMUSD DAVIS PRESCHOOL,15,11,73,0,0,0,0,4,27,15,100,13,87,15,100,15,100,11,73,15,100,Y
304370272,ORANGE,PUBLIC,CORONA DEL MAR,NMUSD HARBOR VIEW PRESCHOOL,52,42,81,0,0,0,0,10,19,49,94,46,88,48,92,51,98,44,85,48,92,Y
304370507,ORANGE,PUBLIC,COSTA MESA,NMUSD KILLYBROOKE PRESCHOOL,44,42,95,0,0,0,0,2,5,42,95,42,95,42,95,42,95,42,95,42,95,Y
304370362,ORANGE,PUBLIC,COSTA MESA,NMUSD PAULARINO PRESCHOOL,46,38,83,5,11,2,4,1,2,43,93,45,98,45,98,45,98,44,96,45,98,Y
304370183,ORANGE,PUBLIC,COSTA MESA,NMUSD POMONA PRESCHOOL,89,89,100,0,0,0,0,0,0,89,100,89,100,89,100,89,100,89,100,89,100,Y
304370273,ORANGE,PUBLIC,COSTA MESA,NMUSD SONORA PRESCHOOL,48,48,100,0,0,0,0,0,0,48,100,48,100,48,100,48,100,48,100,48,100,Y
304270542,ORANGE,PUBLIC,COSTA MESA,NMUSD WHITTIER PRESCHOOL,117,117,100,0,0,0,0,0,0,117,100,117,100,117,100,117,100,117,100,117,100,Y
304270871,ORANGE,PUBLIC,COSTA MESA,NMUSD WILSON PRESCHOOL,83,81,98,2,2,0,0,0,0,83,100,83,100,83,100,81,98,83,100,83,100,Y
304370456,ORANGE,PUBLIC,COSTA MESA,NMUSD-REA PRESCHOOL,45,44,98,0,0,0,0,1,2,45,100,45,100,45,100,44,98,45,100,45,100,Y
304370846,ORANGE,PRIVATE,CAPISTRANO BEACH,NOBIS PRESCHOOL,12,2,17,10,83,0,0,0,0,5,42,9,75,8,67,11,92,7,58,7,58,Y
304370150,ORANGE,PRIVATE,COSTA MESA,NOBIS PRESCHOOL,39,30,77,9,23,0,0,0,0,30,77,35,90,36,92,38,97,33,85,35,90,Y
300604107,ORANGE,PRIVATE,HUNTINGTON BEACH,NORTH HUNTINGTON BEACH COMMUNITY NURSERY SCHOOL,45,28,62,3,7,0,0,14,31,31,69,31,69,28,62,31,69,31,69,31,69,Y
304270295,ORANGE,PRIVATE,IRVINE,NORTHWOOD MONTESSORI SCHOOL OF IRVINE,131,122,93,8,6,1,1,0,0,125,95,130,99,131,100,130,99,129,98,129,98,Y
304370449,ORANGE,PUBLIC,GARDEN GROVE,O.C. KIDS PRESCHOOL,56,55,98,1,2,0,0,0,0,55,98,56,100,56,100,56,100,56,100,56,100,Y
304270737,ORANGE,PUBLIC,ALISO VIEJO,OAK GROVE ELEMENTARY-FEE BASE PRESCHOOL,75,59,79,11,15,0,0,5,7,69,92,67,89,70,93,68,91,63,84,66,88,Y
304270754,ORANGE,PUBLIC,HUNTINGTON BEACH,OAK VIEW CHILD DEVELOPMENT CENTER,55,40,73,15,27,0,0,0,0,45,82,52,95,52,95,54,98,48,87,49,89,Y
304270821,ORANGE,PUBLIC,HUNTINGTON BEACH,OAK VIEW PRESCHOOL,206,203,99,2,1,0,0,1,0,203,99,206,100,205,100,205,100,205,100,205,100,Y
304370649,ORANGE,PRIVATE,ORANGE,OAKRIDGE PRIVATE SCHOOL,24,23,96,0,0,0,0,1,4,23,96,23,96,23,96,23,96,23,96,23,96,Y
304370632,ORANGE,PRIVATE,CYPRESS,OC KIDS CHILDCARE INC.,45,32,71,13,29,0,0,0,0,35,78,41,91,39,87,45,100,39,87,38,84,Y
304370451,ORANGE,PRIVATE,CYPRESS,OC KIDS CHILDCARE INC.-LANDELL,20,20,100,0,0,0,0,0,0,20,100,20,100,20,100,20,100,20,100,20,100,Y
304370426,ORANGE,PRIVATE,WESTMINISTER,OC MONTESSORI ACADEMY,67,52,78,13,19,0,0,2,3,55,82,61,91,65,97,64,96,61,91,65,97,Y
304370177,ORANGE,PUBLIC,ORANGE,OCPT CALIFORNIA CHILD DEVELOPMENT CENTER,46,46,100,0,0,0,0,0,0,46,100,46,100,46,100,46,100,46,100,46,100,Y
300605299,ORANGE,PUBLIC,ORANGE,OCPT CENTER CHILD DEVELOPMENT CENTER,92,91,99,1,1,0,0,0,0,91,99,92,100,92,100,92,100,92,100,92,100,Y
304370261,ORANGE,PUBLIC,ORANGE,OCPT HANDY CHILD DEVELOPMENT CENTER,60,57,95,3,5,0,0,0,0,58,97,59,98,60,100,59,98,59,98,60,100,Y
300605301,ORANGE,PUBLIC,ORANGE,OCPT HEWES CHILD DEVELOPMENT CENTER,90,90,100,0,0,0,0,0,0,90,100,90,100,90,100,90,100,90,100,90,100,Y
304370445,ORANGE,PUBLIC,ORANGE,OCPT TAFT CHILD DEVELOPMENT CENTER,60,60,100,0,0,0,0,0,0,60,100,60,100,60,100,60,100,60,100,60,100,Y
304370717,ORANGE,PUBLIC,ORANGE,OCPT WEST ORANGE CHILD DEVELOPMENT CENTER,60,58,97,2,3,0,0,0,0,59,98,60,100,60,100,58,97,60,100,60,100,Y
304370553,ORANGE,PRIVATE,HUNTINGTON BEACH,OKA CHILD DEVELOPMENT CENTER,45,40,89,1,2,0,0,4,9,45,100,42,93,45,100,45,100,41,91,42,93,Y
304370699,ORANGE,PRIVATE,IRVINE,OLAM JEWISH MONTESSORI OF BETH JACOB,29,26,90,2,7,1,3,0,0,28,97,27,93,29,100,29,100,27,93,29,100,Y
300611718,ORANGE,PUBLIC,COSTA MESA,ORANGE COAST COLLEGE EARLY CHILDHOOD LAB SCHOOL,138,116,84,0,0,0,0,22,16,128,93,126,91,121,88,128,93,121,88,121,88,Y
300605494,ORANGE,PUBLIC,COSTA MESA,ORANGE COAST COLLEGE HARRY AND GRACE STEELE CHILDREN'S CENTER,139,103,74,11,8,12,9,13,9,127,91,128,92,126,91,134,96,123,88,127,91,Y
300613922,ORANGE,PRIVATE,ANAHEIM,ORANGE COUNTY CHRISTIAN SCHOOL,55,55,100,0,0,0,0,0,0,55,100,55,100,55,100,55,100,55,100,55,100,Y
300605670,ORANGE,PRIVATE,GARDEN GROVE,ORANGE CRESCENT PRESCHOOL,60,58,97,1,2,0,0,1,2,59,98,59,98,59,98,59,98,58,97,59,98,Y
304370130,ORANGE,PRIVATE,ORANGE,ORANGE PRESBYTERIAN PRE-SCHOOL,46,45,98,0,0,0,0,1,2,46,100,45,98,45,98,45,98,45,98,45,98,Y
304370738,ORANGE,PRIVATE,NEWPORT BEACH,ORANGE TREE PRESCHOOLS,78,54,69,14,18,0,0,10,13,69,88,70,90,66,85,72,92,58,74,67,86,Y
300605329,ORANGE,PUBLIC,ORANGE,ORANGE UNIFIED CHILD DEVELOPMENT CENTER,46,46,100,0,0,0,0,0,0,46,100,46,100,46,100,46,100,46,100,46,100,Y
000102814,ORANGE,PUBLIC,ANAHEIM,ORANGE UNIFIED PRE-K SDC,162,120,74,38,23,1,1,3,2,139,86,144,89,145,90,148,91,133,82,139,86,Y
304370598,ORANGE,PRIVATE,ORANGE,ORANGE-OLIVE MONTESSORI ACADEMY,10,10,100,0,0,0,0,0,0,10,100,10,100,10,100,10,100,10,100,10,100,Y
304370407,ORANGE,PUBLIC,FULLERTON,ORANGETHORPE ELEMENTARY SCHOOL,48,48,100,0,0,0,0,0,0,48,100,48,100,48,100,48,100,48,100,48,100,Y
300600756,ORANGE,PRIVATE,FULLERTON,ORANGETHORPE UNITED METHODIST CHURCH NRS'Y.SCHOOL,47,45,96,0,0,0,0,2,4,45,96,45,96,45,96,45,96,45,96,45,96,Y
300600758,ORANGE,PRIVATE,GARDEN GROVE,OUR REDEEMER LUTHERAN PRESCHOOL,44,35,80,5,11,0,0,4,9,37,84,39,89,40,91,40,91,39,89,41,93,Y
300600175,ORANGE,PRIVATE,SAN CLEMENTE,OUR SAVIOR LUTHERAN PRESCHOOL,90,62,69,23,26,0,0,5,6,75,83,75,83,79,88,82,91,63,70,77,86,Y
300605901,ORANGE,PRIVATE,ORANGE,OUR SAVIOUR'S LUTHERAN CHILDREN'S CENTER,37,36,97,1,3,0,0,0,0,36,97,37,100,37,100,37,100,36,97,37,100,Y
304370408,ORANGE,PUBLIC,FULLERTON,PACIFIC DRIVE ELEMENTRY SCHOOL,46,46,100,0,0,0,0,0,0,46,100,46,100,46,100,46,100,46,100,46,100,Y
300610655,ORANGE,PRIVATE,LAGUNA NIGUEL,PACIFIC PRESCHOOL,109,87,80,3,3,0,0,19,17,103,95,100,92,100,92,104,95,94,86,98,90,Y
304270980,ORANGE,PRIVATE,LADERA RANCH,"PACIFIC PRESCHOOL-LADERA RANCH, INC.",144,123,85,2,1,1,1,18,13,139,97,140,97,139,97,140,97,128,89,140,97,Y
300601086,ORANGE,PRIVATE,GARDEN GROVE,PAGE SCHOOL,44,41,93,1,2,0,0,2,5,42,95,42,95,41,93,42,95,42,95,41,93,Y
300602242,ORANGE,PRIVATE,COSTA MESA,PAGE SCHOOL OF COSTA MESA,39,37,95,2,5,0,0,0,0,37,95,39,100,37,95,39,100,38,97,38,97,Y
300602805,ORANGE,PRIVATE,CAPISTRANO BEACH,PALISADES PRESCHOOL,78,45,58,21,27,0,0,12,15,68,87,73,94,69,88,73,94,53,68,66,85,Y
304370581,ORANGE,PRIVATE,SANTA ANA,PARK PLAZA PRESCHOOL,23,21,91,2,9,0,0,0,0,21,91,23,100,23,100,23,100,23,100,23,100,Y
304370071,ORANGE,PRIVATE,HUNTINGTON BEACH,PATTI'S PRESCHOOL,128,123,96,4,3,1,1,0,0,127,99,128,100,127,99,127,99,126,98,128,100,Y
300607003,ORANGE,PRIVATE,HUNTINGTON BEACH,"PEGASUS SCHOOL, THE",42,36,86,2,5,2,5,2,5,37,88,36,86,39,93,38,90,36,86,36,86,Y
304270735,ORANGE,PUBLIC,MISSION VIEJO,PHILLIP REILLY ELEMENTARY - FEEBASE PRECHOOL,15,12,80,0,0,0,0,3,20,14,93,13,87,13,87,14,93,13,87,14,93,Y
304270640,ORANGE,PRIVATE,MISSION VIEJO,PILLARS ACADEMY,29,25,86,1,3,0,0,3,10,26,90,26,90,25,86,26,90,26,90,26,90,Y
304270894,ORANGE,PRIVATE,YORBA LINDA,PINE TREE PRESCHOOL,15,8,53,7,47,0,0,0,0,15,100,13,87,15,100,15,100,10,67,15,100,Y
304370087,ORANGE,HEAD START,PLACENTIA,PLACENTIA HEAD START,138,138,100,0,0,0,0,0,0,138,100,138,100,138,100,138,100,138,100,138,100,Y
300614143,ORANGE,PRIVATE,FOUNTAIN VALLEY,PLAVAN CHILD DEVELOPMENT CENTER,41,41,100,0,0,0,0,0,0,41,100,41,100,41,100,41,100,41,100,41,100,Y
304370527,ORANGE,PUBLIC,HUNTINGTON BEACH,PLEASANT VIEW-OCEAN PREPARATORY PRESCHOOL/OVSD,164,149,91,12,7,0,0,3,2,156,95,157,96,157,96,161,98,157,96,156,95,Y
304370274,ORANGE,PRIVATE,SANTA ANA,PLUMFIELD PRE-SCHOOL,40,40,100,0,0,0,0,0,0,40,100,40,100,40,100,40,100,40,100,40,100,Y
304270572,ORANGE,PRIVATE,GARDEN GROVE,PRECIOUS YEARS CHILDREN'S CENTER,24,23,96,1,4,0,0,0,0,23,96,24,100,24,100,24,100,23,96,24,100,Y
300600806,ORANGE,PRIVATE,MISSION VIEJO,PRESBYTERIAN CHURCH OF THE MASTER PRE SCHOOL,138,108,78,10,7,1,1,19,14,131,95,131,95,126,91,132,96,124,90,128,93,Y
304370262,ORANGE,PRIVATE,HUNTINGTON BEACH,PRESCHOOL ACADEMY,41,37,90,1,2,0,0,3,7,39,95,40,98,38,93,37,90,39,95,39,95,Y
300600812,ORANGE,PRIVATE,ANAHEIM,PRINCE OF PEACE LUTHERAN NURSERY SCHOOL,39,39,100,0,0,0,0,0,0,39,100,39,100,39,100,39,100,39,100,39,100,Y
300605002,ORANGE,PRIVATE,ORANGE,PROVIDENCE PRESCHOOL,37,37,100,0,0,0,0,0,0,37,100,37,100,37,100,37,100,37,100,37,100,Y
304270963,ORANGE,PRIVATE,HUNTINGTON BEACH,RAINBOW AFTER-SCHOOL CARE & PRE-K PROGRAM,31,29,94,0,0,1,3,1,3,29,94,29,94,29,94,29,94,29,94,29,94,Y
304270102,ORANGE,PRIVATE,GARDEN GROVE,RAINBOW DAY CARE CENTER,17,14,82,2,12,0,0,1,6,15,88,16,94,16,94,17,100,15,88,15,88,Y
300614118,ORANGE,PRIVATE,RCHO STA MARG,RANCHO SANTA MARGARITA MONTESSORI SCHOOL,48,47,98,0,0,0,0,1,2,47,98,47,98,47,98,47,98,47,98,47,98,Y
304270351,ORANGE,PRIVATE,RANCHO STA MARGARITA,"RANCHO VIEJO SCHOOL, THE",40,26,65,12,30,0,0,2,5,30,75,30,75,31,78,33,83,27,68,31,78,Y
304370817,ORANGE,PRIVATE,LAKE FOREST,"RED APPLE PRESCHOOL, THE",16,10,63,6,38,0,0,0,0,13,81,15,94,16,100,16,100,14,88,16,100,Y
300600825,ORANGE,PRIVATE,TUSTIN,RED HILL EVANGELICAL LUTHERAN CHURCH,91,85,93,1,1,0,0,5,5,86,95,86,95,85,93,86,95,86,95,86,95,Y
300606172,ORANGE,PRIVATE,HUNTINGTON BEACH,REDEEMER LUTHERAN PRESCHOOL,20,16,80,2,10,0,0,2,10,19,95,18,90,19,95,19,95,18,90,19,95,Y
304370819,ORANGE,PUBLIC,ANAHEIM,REID CDC,48,46,96,2,4,0,0,0,0,46,96,48,100,48,100,48,100,48,100,48,100,Y
304370807,ORANGE,PRIVATE,COSTA MESA,RENASCENCE SCHOOL INTERNATIONAL PRESCHOOL,36,30,83,2,6,0,0,4,11,32,89,32,89,32,89,33,92,31,86,32,89,Y
304270693,ORANGE,PRIVATE,HUNTINGTON BEACH,RESURRECTION LUTHERAN PRESCHOOL,47,45,96,1,2,0,0,1,2,46,98,46,98,45,96,46,98,46,98,46,98,Y
304370572,ORANGE,PRIVATE,SANTA ANA,RICCA CHILDREN'S LEARNING CENTER,79,75,95,0,0,1,1,3,4,79,100,79,100,78,99,79,100,75,95,75,95,Y
304270584,ORANGE,PUBLIC,FULLERTON,RICHMAN SCHOOL - STATE PRESCHOOL,88,87,99,1,1,0,0,0,0,87,99,88,100,88,100,88,100,88,100,88,100,Y
304370112,ORANGE,PRIVATE,ORANGE,RIO CHILD CARE CENTER,17,17,100,0,0,0,0,0,0,17,100,17,100,17,100,17,100,17,100,17,100,Y
304370368,ORANGE,PUBLIC,STANTON,ROBERT M. PYLES SCHOOL READINESS ROOM,55,53,96,2,4,0,0,0,0,53,96,53,96,55,100,55,100,55,100,55,100,Y
304370205,ORANGE,PRIVATE,HUNTINGTON BEACH,ROBERT MAYER CHILD DEVELOPMENT PRESCHOOL,75,66,88,3,4,0,0,6,8,66,88,71,95,69,92,71,95,69,92,70,93,Y
304370625,ORANGE,PRIVATE,MISSION VIEJO,ROBINHOOD MONTESSORI,27,25,93,2,7,0,0,0,0,25,93,27,100,27,100,27,100,27,100,27,100,Y
304370792,ORANGE,PRIVATE,ANAHEIM,ROCK CHRISTIAN ACADEMY PRESCHOOL,19,17,89,2,11,0,0,0,0,18,95,17,89,18,95,19,100,17,89,18,95,Y
300602682,ORANGE,PRIVATE,ANAHEIM,RONDA RAE PRESCHOOL AND EXTENDED DAY,23,23,100,0,0,0,0,0,0,23,100,23,100,23,100,23,100,23,100,23,100,Y
304270908,ORANGE,PRIVATE,LOS ALAMITOS,ROSSMOOR CHILDREN'S CENTER,180,180,100,0,0,0,0,0,0,180,100,180,100,180,100,180,100,180,100,180,100,Y
304370304,ORANGE,PRIVATE,LOS ALAMITOS,ROSSMOOR PLAYSCHOOL,26,22,85,1,4,0,0,3,12,22,85,25,96,25,96,25,96,25,96,24,92,Y
304370466,ORANGE,HEAD START,PLACENTIA,RUBY DRIVE HEAD START,97,97,100,0,0,0,0,0,0,97,100,97,100,97,100,97,100,97,100,97,100,Y
300606937,ORANGE,PRIVATE,RANCHO SANTA MARGARI,SADDLEBACK CHILDREN'S CENTER,132,110,83,10,8,10,8,2,2,129,98,127,96,128,97,132,100,116,88,128,97,Y
300610629,ORANGE,PUBLIC,MISSION VIEJO,SADDLEBACK COLLEGE CHILDREN'S CENTER,50,46,92,1,2,1,2,2,4,47,94,49,98,47,94,47,94,47,94,47,94,Y
304370411,ORANGE,PRIVATE,SAN JUAN CAPISTRANO,SADDLEBACK VALLEY CHRISTIAN SCHOOLS ECC,86,65,76,0,0,1,1,20,23,77,90,76,88,73,85,82,95,69,80,77,90,Y
304270517,ORANGE,PRIVATE,YORBA LINDA,SAINT FRANCIS OF ASSISI,68,46,68,19,28,0,0,3,4,62,91,63,93,61,90,67,99,65,96,61,90,Y
300602027,ORANGE,PRIVATE,ORANGE,SALEM LUTHERAN PRESCHOOL & EXTENDED DAY CARE,63,57,90,2,3,0,0,4,6,61,97,60,95,61,97,61,97,59,94,60,95,Y
304270866,ORANGE,PRIVATE,TUSTIN,"SALVATION ARMY, TUSTIN RANCH-CREATOR'S CORNER, THE",50,40,80,9,18,0,0,1,2,46,92,48,96,49,98,47,94,44,88,45,90,Y
300600870,ORANGE,PRIVATE,SAN CLEMENTE,SAN CLEMENTE PRESBYTERIAN CHURCH PRE SCHOOL,115,84,73,0,0,0,0,31,27,104,90,104,90,98,85,110,96,88,77,101,88,Y
304270938,ORANGE,PRIVATE,SAN CLEMENTE,"SAN CLEMENTE PRESCHOOL, THE",56,40,71,14,25,0,0,2,4,48,86,53,95,54,96,56,100,48,86,52,93,Y
304270471,ORANGE,PRIVATE,SAN JUAN CAPISTRANO,SAN JUAN MONTESSORI SCHOOL,19,17,89,0,0,0,0,2,11,17,89,17,89,17,89,17,89,17,89,17,89,Y
304370498,ORANGE,PUBLIC,SANTA ANA,SANTA ANA CHILD DEVELOPMENT CENTER-EAST CAMPUS,145,132,91,13,9,0,0,0,0,141,97,145,100,143,99,145,100,144,99,139,96,Y
304370647,ORANGE,PUBLIC,SANTA ANA,SANTA ANA COLLEGE CDC/RANCHO SANTIAGO COMMUNITY,165,153,93,9,5,0,0,3,2,153,93,157,95,161,98,164,99,161,98,161,98,Y
304270558,ORANGE,HEAD START,SANTA ANA,SANTA ANA U.S.D./ROOSEVELT,102,102,100,0,0,0,0,0,0,102,100,102,100,102,100,102,100,102,100,102,100,Y
304270724,ORANGE,HEAD START,SANTA ANA,SANTA ANA UNIFIED SCHOOL DISTRICT KENNEDY,67,64,96,3,4,0,0,0,0,66,99,66,99,67,100,66,99,67,100,67,100,Y
304270860,ORANGE,PUBLIC,SANTA ANA,SANTA ANA UNIFIED SCHOOL DISTRICT MADISON STATE PRESCHOOL,93,92,99,1,1,0,0,0,0,93,100,93,100,93,100,93,100,92,99,93,100,Y
304270725,ORANGE,HEAD START,SANTA ANA,SANTA ANA UNIFIED SCHOOL DISTRICT MONTE VISTA,119,111,93,8,7,0,0,0,0,115,97,118,99,118,99,118,99,118,99,118,99,Y
304370410,ORANGE,PUBLIC,SANTA ANA,SANTA ANA USD- HENINGER PRE-KINDERGARTEN,80,79,99,1,1,0,0,0,0,80,100,80,100,80,100,79,99,80,100,80,100,Y
300614108,ORANGE,HEAD START,SANTA ANA,SANTA ANA USD-MITCHELL HEAD START AND PRESCHOOL,178,173,97,5,3,0,0,0,0,177,99,177,99,178,100,176,99,177,99,178,100,Y
304370413,ORANGE,PUBLIC,SANTA ANA,SANTA ANA USD-WILSON PREKINDERGARTEN,88,87,99,1,1,0,0,0,0,87,99,88,100,88,100,88,100,88,100,88,100,Y
300614156,ORANGE,HEAD START,SANTA ANA,SANTA ANA USD/BROADWAY,53,52,98,0,0,0,0,1,2,52,98,52,98,52,98,52,98,53,100,52,98,Y
300600874,ORANGE,PRIVATE,SANTA ANA,SANTA CLARA NURSERY SCHOOL,72,71,99,0,0,1,1,0,0,72,100,71,99,71,99,71,99,71,99,71,99,Y
300611799,ORANGE,PUBLIC,ORANGE,SANTIAGO CANYON COLLEGE CHILD DEVELOPMENT CENTER,52,48,92,4,8,0,0,0,0,50,96,52,100,50,96,52,100,51,98,51,98,Y
304370587,ORANGE,PUBLIC,SANTA ANA,SAUSD MARTIN ELEMENTARY SCHOOL,41,41,100,0,0,0,0,0,0,41,100,41,100,41,100,41,100,41,100,41,100,Y
304370548,ORANGE,PUBLIC,SANTA ANA,SAUSD-DIAMOND-PRESCHOOL,34,34,100,0,0,0,0,0,0,34,100,34,100,34,100,34,100,34,100,34,100,Y
304370549,ORANGE,PUBLIC,SANTA ANA,SAUSD/CARVER ELEM. SCHOOL-KINDER READINESS PROG.,47,47,100,0,0,0,0,0,0,47,100,47,100,47,100,47,100,47,100,47,100,Y
304370547,ORANGE,PUBLIC,SANTA ANA,SAUSD/DAVIS ELEM. SCHOOL-KINDER READINESS PROGRAM,48,48,100,0,0,0,0,0,0,48,100,48,100,48,100,48,100,48,100,48,100,Y
304370545,ORANGE,PUBLIC,SANTA ANA,SAUSD/GARFIELD ELEM. SCHOOL-KINDER READINESS,40,40,100,0,0,0,0,0,0,40,100,40,100,40,100,40,100,40,100,40,100,Y
304370574,ORANGE,HEAD START,SANTA ANA,SAUSD/KING ELEM. HEAD START PROGRAM,102,102,100,0,0,0,0,0,0,102,100,102,100,102,100,102,100,102,100,102,100,Y
304370543,ORANGE,PUBLIC,SANTA ANA,SAUSD/LINCOLN ELEM. SCHOOL-KINDER READINESS PROG.,42,42,100,0,0,0,0,0,0,42,100,42,100,42,100,42,100,42,100,42,100,Y
304370542,ORANGE,PUBLIC,SANTA ANA,SAUSD/LOWELL ELEM. SCHOOL-KINDER READINESS PROG.,48,48,100,0,0,0,0,0,0,48,100,48,100,48,100,48,100,48,100,48,100,Y
304370541,ORANGE,PUBLIC,SANTA ANA,SAUSD/PIO PICO ELEM. SCHOOL READINESS PROGRAM,47,47,100,0,0,0,0,0,0,47,100,47,100,47,100,47,100,47,100,47,100,Y
304370662,ORANGE,PUBLIC,SANTA ANA,SAUSD/WARWICK KINDER READINESS PROGRAM,24,24,100,0,0,0,0,0,0,24,100,24,100,24,100,24,100,24,100,24,100,Y
304370540,ORANGE,PUBLIC,SANTA ANA,SAUSD/WASHINGTON ELEM.SCHOOL-KINDER READINESS,48,48,100,0,0,0,0,0,0,48,100,48,100,48,100,48,100,48,100,48,100,Y
304370290,ORANGE,PUBLIC,HUNTINGTON BEACH,SCHROEDER PRESCHOOL,13,11,85,1,8,0,0,1,8,12,92,12,92,12,92,11,85,12,92,12,92,Y
304370002,ORANGE,HEAD START,ANAHEIM,SCHWEITZER HEAD START,97,95,98,2,2,0,0,0,0,95,98,97,100,97,100,97,100,97,100,97,100,Y
300600878,ORANGE,PRIVATE,SEAL BEACH,"SEAL BEACH PLAYGROUP, INC",26,21,81,4,15,1,4,0,0,26,100,25,96,26,100,26,100,23,88,23,88,Y
304370701,ORANGE,PRIVATE,LADERA RANCH,SERRA CATHOLIC PRESCHOOL,33,29,88,0,0,0,0,4,12,33,100,31,94,32,97,32,97,29,88,32,97,Y
300600879,ORANGE,PRIVATE,SAN CLEMENTE,SERRA PARENT PARTICIPATION PRE SCHOOL,37,20,54,0,0,1,3,16,43,26,70,29,78,28,76,29,78,23,62,25,68,Y
304370748,ORANGE,PRIVATE,ANAHEIM HILLS,SERRANO HEIGHTS ACADEMY,32,30,94,2,6,0,0,0,0,32,100,30,94,32,100,32,100,32,100,32,100,Y
304270501,ORANGE,PRIVATE,GARDEN GROVE,SHALOM PRESCHOOL AND AFTER SCHOOL,44,44,100,0,0,0,0,0,0,44,100,44,100,44,100,44,100,44,100,44,100,Y
304370672,ORANGE,PRIVATE,COSTA MESA,SHEKINAH CHRISTIAN SCHOOL O.C.,12,11,92,0,0,0,0,1,8,11,92,11,92,11,92,11,92,11,92,11,92,Y
304370166,ORANGE,PRIVATE,ORANGE,SHEPHERD MONTESSORI LEARNING CENTER,14,14,100,0,0,0,0,0,0,14,100,14,100,14,100,14,100,14,100,14,100,Y
300600883,ORANGE,PRIVATE,MISSION VIEJO,SHEPHERD OF THE HILLS UNITED METHODIST PRESCHOOL,114,83,73,0,0,0,0,31,27,111,97,109,96,111,97,111,97,103,90,108,95,Y
304370718,ORANGE,PRIVATE,RANCHO SANTA MARGARITA,SHEPHERD OF THE HILLS UNITED METHODIST PRESCHOOL,26,24,92,0,0,0,0,2,8,25,96,25,96,25,96,25,96,25,96,24,92,Y
304370554,ORANGE,PRIVATE,IRVINE,SHINING STARS CHRISTIAN PRESCHOOL,54,52,96,0,0,0,0,2,4,53,98,52,96,52,96,54,100,52,96,54,100,Y
304270885,ORANGE,PRIVATE,FOUNTAIN VALLEY,SHORELINE CHRISTIAN PRESCHOOL,154,131,85,19,12,0,0,4,3,138,90,140,91,136,88,146,95,138,90,137,89,Y
300610625,ORANGE,PRIVATE,SILVERADO,SILVERADO MODJESKA CHILDRENS CENTER,13,0,0,13,100,0,0,0,0,9,69,11,85,13,100,11,85,11,85,10,77,Y
304370078,ORANGE,PRIVATE,FOUNTAIN VALLEY,SLATER MONTESSORI ACADEMY,52,47,90,5,10,0,0,0,0,49,94,52,100,52,100,52,100,48,92,52,100,Y
304270144,ORANGE,PRIVATE,SANTA ANA,SMALL WONDERS CHILDREN'S CENTER,47,36,77,11,23,0,0,0,0,41,87,45,96,47,100,47,100,44,94,47,100,Y
304370452,ORANGE,PRIVATE,SANTA ANA,SOUTH COAST METRO CHILDREN'S VILLAGE,81,74,91,4,5,0,0,3,4,76,94,79,98,78,96,80,99,75,93,79,98,Y
300600898,ORANGE,PRIVATE,DANA POINT,SOUTH SHORES CHRISTIAN PRE SCHOOL,59,36,61,17,29,1,2,5,8,51,86,48,81,49,83,52,88,43,73,46,78,Y
304370832,ORANGE,PRIVATE,IRVINE,SPECTRUM MONTESSORI,72,9,13,61,85,0,0,2,3,72,100,30,42,72,100,72,100,12,17,57,79,Y
304270152,ORANGE,PRIVATE,BUENA PARK,SPEECH AND LANGUAGE DEVELOPMENT CENTER,40,40,100,0,0,0,0,0,0,40,100,40,100,40,100,40,100,40,100,40,100,Y
300600908,ORANGE,PRIVATE,LAGUNA HILLS,ST GEORGE'S PRE SCHOOL,33,30,91,0,0,3,9,0,0,30,91,30,91,30,91,30,91,30,91,30,91,Y
300600917,ORANGE,PRIVATE,FULLERTON,ST STEPHEN'S LUTHERAN PRE SCHOOL,20,20,100,0,0,0,0,0,0,20,100,20,100,20,100,20,100,20,100,20,100,Y
304370474,ORANGE,PRIVATE,NEWPORT BEACH,ST. ANDREW'S PRESBYTERIAN CHURCH,194,173,89,13,7,1,1,7,4,185,95,182,94,178,92,185,95,178,92,180,93,Y
304370755,ORANGE,PRIVATE,BREA,ST. ANGELA MERICI PARISH SCHOOL,15,15,100,0,0,0,0,0,0,15,100,15,100,15,100,15,100,15,100,15,100,Y
304270260,ORANGE,PRIVATE,LAGUNA NIGUEL,ST. ANNE EARLY CHILD DEVELOPMENT CENTER,90,74,82,2,2,3,3,11,12,86,96,85,94,87,97,88,98,76,84,85,94,Y
304270165,ORANGE,PRIVATE,SANTA ANA,ST. ANNE SCHOOL,24,22,92,2,8,0,0,0,0,22,92,22,92,22,92,22,92,22,92,22,92,Y
300614158,ORANGE,PRIVATE,TUSTIN,ST. CECILIA SCHOOL,10,9,90,0,0,1,10,0,0,9,90,10,100,9,90,10,100,10,100,9,90,Y
